source_row,quarter,State,Date,Hourly Demand Met (in MW)
0,1,Tamil Nadu - 2025,01-Jan 12am,2803.9175
0,2,Tamil Nadu - 2025,01-Jan 12am,2803.9175
0,3,Tamil Nadu - 2025,01-Jan 12am,2803.9175
0,4,Tamil Nadu - 2025,01-Jan 12am,2803.9175
1,1,Tamil Nadu - 2025,01-Jan 1am,2777.85
1,2,Tamil Nadu - 2025,01-Jan 1am,2777.85
1,3,Tamil Nadu - 2025,01-Jan 1am,2777.85
1,4,Tamil Nadu - 2025,01-Jan 1am,2777.85
2,1,Tamil Nadu - 2025,01-Jan 2am,2672.065
2,2,Tamil Nadu - 2025,01-Jan 2am,2672.065
2,3,Tamil Nadu - 2025,01-Jan 2am,2672.065
2,4,Tamil Nadu - 2025,01-Jan 2am,2672.065
3,1,Tamil Nadu - 2025,01-Jan 3am,2649.535
3,2,Tamil Nadu - 2025,01-Jan 3am,2649.535
3,3,Tamil Nadu - 2025,01-Jan 3am,2649.535
3,4,Tamil Nadu - 2025,01-Jan 3am,2649.535
4,1,Tamil Nadu - 2025,01-Jan 4am,2598.6125
4,2,Tamil Nadu - 2025,01-Jan 4am,2598.6125
4,3,Tamil Nadu - 2025,01-Jan 4am,2598.6125
4,4,Tamil Nadu - 2025,01-Jan 4am,2598.6125
5,1,Tamil Nadu - 2025,01-Jan 5am,2705.705
5,2,Tamil Nadu - 2025,01-Jan 5am,2705.705
5,3,Tamil Nadu - 2025,01-Jan 5am,2705.705
5,4,Tamil Nadu - 2025,01-Jan 5am,2705.705
6,1,Tamil Nadu - 2025,01-Jan 6am,2860.5825
6,2,Tamil Nadu - 2025,01-Jan 6am,2860.5825
6,3,Tamil Nadu - 2025,01-Jan 6am,2860.5825
6,4,Tamil Nadu - 2025,01-Jan 6am,2860.5825
7,1,Tamil Nadu - 2025,01-Jan 7am,3109.6775
7,2,Tamil Nadu - 2025,01-Jan 7am,3109.6775
7,3,Tamil Nadu - 2025,01-Jan 7am,3109.6775
7,4,Tamil Nadu - 2025,01-Jan 7am,3109.6775
8,1,Tamil Nadu - 2025,01-Jan 8am,3192.3775
8,2,Tamil Nadu - 2025,01-Jan 8am,3192.3775
8,3,Tamil Nadu - 2025,01-Jan 8am,3192.3775
8,4,Tamil Nadu - 2025,01-Jan 8am,3192.3775
9,1,Tamil Nadu - 2025,01-Jan 9am,3167.81
9,2,Tamil Nadu - 2025,01-Jan 9am,3167.81
9,3,Tamil Nadu - 2025,01-Jan 9am,3167.81
9,4,Tamil Nadu - 2025,01-Jan 9am,3167.81
10,1,Tamil Nadu - 2025,01-Jan 10am,3465.2
10,2,Tamil Nadu - 2025,01-Jan 10am,3465.2
10,3,Tamil Nadu - 2025,01-Jan 10am,3465.2
10,4,Tamil Nadu - 2025,01-Jan 10am,3465.2
11,1,Tamil Nadu - 2025,01-Jan 11am,3486.2525
11,2,Tamil Nadu - 2025,01-Jan 11am,3486.2525
11,3,Tamil Nadu - 2025,01-Jan 11am,3486.2525
11,4,Tamil Nadu - 2025,01-Jan 11am,3486.2525
12,1,Tamil Nadu - 2025,01-Jan 12pm,3397.6825
12,2,Tamil Nadu - 2025,01-Jan 12pm,3397.6825
12,3,Tamil Nadu - 2025,01-Jan 12pm,3397.6825
12,4,Tamil Nadu - 2025,01-Jan 12pm,3397.6825
13,1,Tamil Nadu - 2025,01-Jan 1pm,3261.11
13,2,Tamil Nadu - 2025,01-Jan 1pm,3261.11
13,3,Tamil Nadu - 2025,01-Jan 1pm,3261.11
13,4,Tamil Nadu - 2025,01-Jan 1pm,3261.11
14,1,Tamil Nadu - 2025,01-Jan 2pm,3080.0225
14,2,Tamil Nadu - 2025,01-Jan 2pm,3080.0225
14,3,Tamil Nadu - 2025,01-Jan 2pm,3080.0225
14,4,Tamil Nadu - 2025,01-Jan 2pm,3080.0225
15,1,Tamil Nadu - 2025,01-Jan 3pm,3146.48
15,2,Tamil Nadu - 2025,01-Jan 3pm,3146.48
15,3,Tamil Nadu - 2025,01-Jan 3pm,3146.48
15,4,Tamil Nadu - 2025,01-Jan 3pm,3146.48
16,1,Tamil Nadu - 2025,01-Jan 4pm,3299.2375
16,2,Tamil Nadu - 2025,01-Jan 4pm,3299.2375
16,3,Tamil Nadu - 2025,01-Jan 4pm,3299.2375
16,4,Tamil Nadu - 2025,01-Jan 4pm,3299.2375
17,1,Tamil Nadu - 2025,01-Jan 5pm,3273.275
17,2,Tamil Nadu - 2025,01-Jan 5pm,3273.275
17,3,Tamil Nadu - 2025,01-Jan 5pm,3273.275
17,4,Tamil Nadu - 2025,01-Jan 5pm,3273.275
18,1,Tamil Nadu - 2025,01-Jan 6pm,3396.725
18,2,Tamil Nadu - 2025,01-Jan 6pm,3396.725
18,3,Tamil Nadu - 2025,01-Jan 6pm,3396.725
18,4,Tamil Nadu - 2025,01-Jan 6pm,3396.725
19,1,Tamil Nadu - 2025,01-Jan 7pm,3335.1725
19,2,Tamil Nadu - 2025,01-Jan 7pm,3335.1725
19,3,Tamil Nadu - 2025,01-Jan 7pm,3335.1725
19,4,Tamil Nadu - 2025,01-Jan 7pm,3335.1725
20,1,Tamil Nadu - 2025,01-Jan 8pm,3215.11
20,2,Tamil Nadu - 2025,01-Jan 8pm,3215.11
20,3,Tamil Nadu - 2025,01-Jan 8pm,3215.11
20,4,Tamil Nadu - 2025,01-Jan 8pm,3215.11
21,1,Tamil Nadu - 2025,01-Jan 9pm,3099.79
21,2,Tamil Nadu - 2025,01-Jan 9pm,3099.79
21,3,Tamil Nadu - 2025,01-Jan 9pm,3099.79
21,4,Tamil Nadu - 2025,01-Jan 9pm,3099.79
22,1,Tamil Nadu - 2025,01-Jan 10pm,2955.56
22,2,Tamil Nadu - 2025,01-Jan 10pm,2955.56
22,3,Tamil Nadu - 2025,01-Jan 10pm,2955.56
22,4,Tamil Nadu - 2025,01-Jan 10pm,2955.56
23,1,Tamil Nadu - 2025,01-Jan 11pm,2790.1325
23,2,Tamil Nadu - 2025,01-Jan 11pm,2790.1325
23,3,Tamil Nadu - 2025,01-Jan 11pm,2790.1325
23,4,Tamil Nadu - 2025,01-Jan 11pm,2790.1325
24,1,Tamil Nadu - 2025,02-Jan 12am,2681.6425
24,2,Tamil Nadu - 2025,02-Jan 12am,2681.6425
24,3,Tamil Nadu - 2025,02-Jan 12am,2681.6425
24,4,Tamil Nadu - 2025,02-Jan 12am,2681.6425
25,1,Tamil Nadu - 2025,02-Jan 1am,2588.145
25,2,Tamil Nadu - 2025,02-Jan 1am,2588.145
25,3,Tamil Nadu - 2025,02-Jan 1am,2588.145
25,4,Tamil Nadu - 2025,02-Jan 1am,2588.145
26,1,Tamil Nadu - 2025,02-Jan 2am,2582.265
26,2,Tamil Nadu - 2025,02-Jan 2am,2582.265
26,3,Tamil Nadu - 2025,02-Jan 2am,2582.265
26,4,Tamil Nadu - 2025,02-Jan 2am,2582.265
27,1,Tamil Nadu - 2025,02-Jan 3am,2531.905
27,2,Tamil Nadu - 2025,02-Jan 3am,2531.905
27,3,Tamil Nadu - 2025,02-Jan 3am,2531.905
27,4,Tamil Nadu - 2025,02-Jan 3am,2531.905
28,1,Tamil Nadu - 2025,02-Jan 4am,2550.2125
28,2,Tamil Nadu - 2025,02-Jan 4am,2550.2125
28,3,Tamil Nadu - 2025,02-Jan 4am,2550.2125
28,4,Tamil Nadu - 2025,02-Jan 4am,2550.2125
29,1,Tamil Nadu - 2025,02-Jan 5am,2702.9125
29,2,Tamil Nadu - 2025,02-Jan 5am,2702.9125
29,3,Tamil Nadu - 2025,02-Jan 5am,2702.9125
29,4,Tamil Nadu - 2025,02-Jan 5am,2702.9125
30,1,Tamil Nadu - 2025,02-Jan 6am,2923.0775
30,2,Tamil Nadu - 2025,02-Jan 6am,2923.0775
30,3,Tamil Nadu - 2025,02-Jan 6am,2923.0775
30,4,Tamil Nadu - 2025,02-Jan 6am,2923.0775
31,1,Tamil Nadu - 2025,02-Jan 7am,3466.26
31,2,Tamil Nadu - 2025,02-Jan 7am,3466.26
31,3,Tamil Nadu - 2025,02-Jan 7am,3466.26
31,4,Tamil Nadu - 2025,02-Jan 7am,3466.26
32,1,Tamil Nadu - 2025,02-Jan 8am,3688.35
32,2,Tamil Nadu - 2025,02-Jan 8am,3688.35
32,3,Tamil Nadu - 2025,02-Jan 8am,3688.35
32,4,Tamil Nadu - 2025,02-Jan 8am,3688.35
33,1,Tamil Nadu - 2025,02-Jan 9am,3621.8025
33,2,Tamil Nadu - 2025,02-Jan 9am,3621.8025
33,3,Tamil Nadu - 2025,02-Jan 9am,3621.8025
33,4,Tamil Nadu - 2025,02-Jan 9am,3621.8025
34,1,Tamil Nadu - 2025,02-Jan 10am,3687.8575
34,2,Tamil Nadu - 2025,02-Jan 10am,3687.8575
34,3,Tamil Nadu - 2025,02-Jan 10am,3687.8575
34,4,Tamil Nadu - 2025,02-Jan 10am,3687.8575
35,1,Tamil Nadu - 2025,02-Jan 11am,3687.6975
35,2,Tamil Nadu - 2025,02-Jan 11am,3687.6975
35,3,Tamil Nadu - 2025,02-Jan 11am,3687.6975
35,4,Tamil Nadu - 2025,02-Jan 11am,3687.6975
36,1,Tamil Nadu - 2025,02-Jan 12pm,3659.6225
36,2,Tamil Nadu - 2025,02-Jan 12pm,3659.6225
36,3,Tamil Nadu - 2025,02-Jan 12pm,3659.6225
36,4,Tamil Nadu - 2025,02-Jan 12pm,3659.6225
37,1,Tamil Nadu - 2025,02-Jan 1pm,3608.6975
37,2,Tamil Nadu - 2025,02-Jan 1pm,3608.6975
37,3,Tamil Nadu - 2025,02-Jan 1pm,3608.6975
37,4,Tamil Nadu - 2025,02-Jan 1pm,3608.6975
38,1,Tamil Nadu - 2025,02-Jan 2pm,3545.2975
38,2,Tamil Nadu - 2025,02-Jan 2pm,3545.2975
38,3,Tamil Nadu - 2025,02-Jan 2pm,3545.2975
38,4,Tamil Nadu - 2025,02-Jan 2pm,3545.2975
39,1,Tamil Nadu - 2025,02-Jan 3pm,3739.7375
39,2,Tamil Nadu - 2025,02-Jan 3pm,3739.7375
39,3,Tamil Nadu - 2025,02-Jan 3pm,3739.7375
