source_row,quarter,State,Date,Hourly Demand Met (in MW)
0,1,Tamil Nadu - 2026,01-Jan 12am,3296.6265036334685
0,2,Tamil Nadu - 2026,01-Jan 12am,3294.20878943604
0,3,Tamil Nadu - 2026,01-Jan 12am,3288.1645039424666
0,4,Tamil Nadu - 2026,01-Jan 12am,3275.6902029880257
1,1,Tamil Nadu - 2026,01-Jan 1am,3256.785886572721
1,2,Tamil Nadu - 2026,01-Jan 1am,3239.617355010231
1,3,Tamil Nadu - 2026,01-Jan 1am,3224.1846083005566
1,4,Tamil Nadu - 2026,01-Jan 1am,3209.182150116492
2,1,Tamil Nadu - 2026,01-Jan 2am,3194.6099804580303
2,2,Tamil Nadu - 2026,01-Jan 2am,3180.1352769747496
2,3,Tamil Nadu - 2026,01-Jan 2am,3165.758039666649
2,4,Tamil Nadu - 2026,01-Jan 2am,3150.116702900572
3,1,Tamil Nadu - 2026,01-Jan 3am,3133.2112666765183
3,2,Tamil Nadu - 2026,01-Jan 3am,3123.543947143853
3,3,Tamil Nadu - 2026,01-Jan 3am,3121.11474430258
3,4,Tamil Nadu - 2026,01-Jan 3am,3124.710041877048
4,1,Tamil Nadu - 2026,01-Jan 4am,3134.329839867256
4,2,Tamil Nadu - 2026,01-Jan 4am,3148.753619777727
4,3,Tamil Nadu - 2026,01-Jan 4am,3167.9813816084616
4,4,Tamil Nadu - 2026,01-Jan 4am,3194.1951587465555
5,1,Tamil Nadu - 2026,01-Jan 5am,3227.394951192008
5,2,Tamil Nadu - 2026,01-Jan 5am,3255.7090771177186
5,3,Tamil Nadu - 2026,01-Jan 5am,3279.137536523689
5,4,Tamil Nadu - 2026,01-Jan 5am,3294.908435166584
6,1,Tamil Nadu - 2026,01-Jan 6am,3303.0217730464
6,2,Tamil Nadu - 2026,01-Jan 6am,3331.980597450264
6,3,Tamil Nadu - 2026,01-Jan 6am,3381.78490837818
6,4,Tamil Nadu - 2026,01-Jan 6am,3455.1327211251564
7,1,Tamil Nadu - 2026,01-Jan 7am,3552.024035691195
7,2,Tamil Nadu - 2026,01-Jan 7am,3627.7677130190937
7,3,Tamil Nadu - 2026,01-Jan 7am,3682.3637531088552
7,4,Tamil Nadu - 2026,01-Jan 7am,3716.964498180857
8,1,Tamil Nadu - 2026,01-Jan 8am,3731.569948235096
8,2,Tamil Nadu - 2026,01-Jan 8am,3763.9571890065126
8,3,Tamil Nadu - 2026,01-Jan 8am,3814.126220495106
8,4,Tamil Nadu - 2026,01-Jan 8am,3882.3366422632857
9,1,Tamil Nadu - 2026,01-Jan 9am,3968.588454311053
9,2,Tamil Nadu - 2026,01-Jan 9am,4033.5469735290103
9,3,Tamil Nadu - 2026,01-Jan 9am,4077.212199917164
9,4,Tamil Nadu - 2026,01-Jan 9am,4105.402372242773
10,1,Tamil Nadu - 2026,01-Jan 10am,4118.117490505838
10,2,Tamil Nadu - 2026,01-Jan 10am,4119.782805212182
10,3,Tamil Nadu - 2026,01-Jan 10am,4110.398316361808
10,4,Tamil Nadu - 2026,01-Jan 10am,4084.941387920174
11,1,Tamil Nadu - 2026,01-Jan 11am,4043.412019887282
11,2,Tamil Nadu - 2026,01-Jan 11am,4011.520777964542
11,3,Tamil Nadu - 2026,01-Jan 11am,3989.2676621519536
11,4,Tamil Nadu - 2026,01-Jan 11am,3972.729539996223
12,1,Tamil Nadu - 2026,01-Jan 12pm,3961.90641149735
12,2,Tamil Nadu - 2026,01-Jan 12pm,3954.626505673689
12,3,Tamil Nadu - 2026,01-Jan 12pm,3950.889822525241
12,4,Tamil Nadu - 2026,01-Jan 12pm,3957.607260303721
13,1,Tamil Nadu - 2026,01-Jan 1pm,3974.7788190091287
13,2,Tamil Nadu - 2026,01-Jan 1pm,3963.1108801128166
13,3,Tamil Nadu - 2026,01-Jan 1pm,3922.603443614786
13,4,Tamil Nadu - 2026,01-Jan 1pm,3846.526857263269
14,1,Tamil Nadu - 2026,01-Jan 2pm,3734.881121058261
14,2,Tamil Nadu - 2026,01-Jan 2pm,3667.337767039032
14,3,Tamil Nadu - 2026,01-Jan 2pm,3643.896795205584
14,4,Tamil Nadu - 2026,01-Jan 2pm,3661.064316697122
15,1,Tamil Nadu - 2026,01-Jan 3pm,3718.840331513652
