carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
coal,1461.2052302155635,1221.48,239.72523021556344,19.62580068568977
oil_gas,27.75,27.75,0.0,0.0
nuclear,342.27,342.27,0.0,0.0
hydro,133.3137348074968,121.08,12.233734807496788,10.103844406588031
solar,234.90008314529888,236.2,-1.2999168547011095,-0.5503458317955586
wind,95.74235783358354,114.99000000000001,-19.24764216641647,-16.738535669550803
comparable_total,2295.1814060019424,2063.77,231.4114060019424,11.21304244183908
