date,coal,oil_gas,nuclear,hydro,solar,wind,comparable_total,diesel,other_res,system_plant_generation,market_import,unserved_energy,oil_gas_daily_target_mu,oil_gas_annual_share,oil_gas_target_deviation_mwh,nuclear_target_deviation_mwh,objective,solver_status,termination_condition,runtime_seconds,max_nodal_residual_mw,max_corridor_loading_pct,most_loaded_corridor
2025-07-11,224.7176328413906,3.5400000000000023,54.07,22.109979258130366,58.050059804642714,69.77563129063145,432.2633031947951,0.0,0.6938370568236982,432.9571402516189,3.6218188210440494,0.0,3.54,0.002851504289339,2.2737367544323206e-12,0.0,848838401.1958332,ok,optimal,19.18573930000275,2.3874235921539366e-12,100.0,chennai_north__chennai_south
