carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
coal,1511.0879428682647,1168.1399999999999,342.9479428682648,29.35846241617142
oil_gas,25.119999999999997,25.119999999999997,0.0,0.0
nuclear,378.86,378.86,0.0,0.0
hydro,161.21560000000002,177.16,-15.944399999999973,-8.999999999999986
solar,406.4665525792723,321.02,85.44655257927229,26.617205339004514
wind,462.94974515469676,970.23,-507.28025484530326,-52.28453612497071
comparable_total,2945.6998406022335,3040.5299999999997,-94.83015939776624,-3.118869387829301
