date,coal,oil_gas,nuclear,hydro,solar,wind,comparable_total,diesel,other_res,system_plant_generation,market_import,unserved_energy,oil_gas_daily_target_mu,oil_gas_annual_share,oil_gas_target_deviation_mwh,nuclear_target_deviation_mwh,objective,solver_status,termination_condition,runtime_seconds,max_nodal_residual_mw,max_corridor_loading_pct,most_loaded_corridor
2025-07-11,224.27914404367172,3.5400000000000036,54.07,22.20092805048162,58.050059804642714,69.77563129063145,431.91576318942754,0.0,0.6938370568236982,432.60960024625126,4.083044816850766,0.0,3.54,0.002851504289339,3.637978807091713e-12,0.0,848374264.1964132,ok,optimal,15.904953300000216,8.924416761146858e-12,100.0,chennai_north__chennai_south
