,Tamil_Nadu_demand
6464,15895.87
6465,15895.87
6466,15895.87
6467,15895.87
6468,16385.47
6469,16385.47
6470,16385.47
6471,16385.47
6472,16647.81
6473,16647.81
6474,16647.81
6475,16647.81
6476,16546.98
6477,16546.98
6478,16546.98
6479,16546.98
6480,16824.75
6481,16824.75
6482,16824.75
6483,16824.75
6484,16729.48
6485,16729.48
6486,16729.48
6487,16729.48
6488,16864.97
6489,16864.97
6490,16864.97
6491,16864.97
6492,17919.63
6493,17919.63
6494,17919.63
6495,17919.63
6496,18546.01
6497,18546.01
6498,18546.01
6499,18546.01
6500,18726.08
6501,18726.08
6502,18726.08
6503,18726.08
6504,17701.38
6505,17701.38
6506,17701.38
6507,17701.38
6508,17582.38
6509,17582.38
6510,17582.38
6511,17582.38
6512,17023.15
6513,17023.15
6514,17023.15
6515,17023.15
6516,17016.43
6517,17016.43
6518,17016.43
6519,17016.43
6520,17398.2
6521,17398.2
6522,17398.2
6523,17398.2
6524,17413.55
6525,17413.55
6526,17413.55
6527,17413.55
6528,16649.69
6529,16649.69
6530,16649.69
6531,16649.69
6532,16385.43
6533,16385.43
6534,16385.43
6535,16385.43
6536,15816.16
6537,15816.16
6538,15816.16
6539,15816.16
6540,15508.49
6541,15508.49
6542,15508.49
6543,15508.49
6544,15186.21
6545,15186.21
6546,15186.21
6547,15186.21
6548,15254.47
6549,15254.47
6550,15254.47
6551,15254.47
6552,15059.9
6553,15059.9
6554,15059.9
6555,15059.9
6556,14961.23
6557,14961.23
6558,14961.23
6559,14961.23
6560,14183.44
6561,14183.44
6562,14183.44
6563,14183.44
6564,14183.17
6565,14183.17
6566,14183.17
6567,14183.17
6568,14270.13
6569,14270.13
6570,14270.13
6571,14270.13
6572,14096.35
6573,14096.35
6574,14096.35
6575,14096.35
6576,14146.87
6577,14146.87
6578,14146.87
6579,14146.87
6580,14317.37
6581,14317.37
6582,14317.37
6583,14317.37
6584,14522.73
6585,14522.73
6586,14522.73
6587,14522.73
6588,14652.84
6589,14652.84
6590,14652.84
6591,14652.84
6592,14312.43
6593,14312.43
6594,14312.43
6595,14312.43
6596,14566.34
6597,14566.34
6598,14566.34
6599,14566.34
6600,13953.42
6601,13953.42
6602,13953.42
6603,13953.42
6604,13947.24
6605,13947.24
6606,13947.24
6607,13947.24
6608,14984.53
6609,14984.53
6610,14984.53
6611,14984.53
6612,15184.54
6613,15184.54
6614,15184.54
6615,15184.54
6616,15838.97
6617,15838.97
6618,15838.97
6619,15838.97
6620,15538.34
6621,15538.34
6622,15538.34
6623,15538.34
6624,14721.15
6625,14721.15
6626,14721.15
6627,14721.15
6628,14395.12
6629,14395.12
6630,14395.12
6631,14395.12
6632,13893.51
6633,13893.51
6634,13893.51
6635,13893.51
6636,13654.33
6637,13654.33
6638,13654.33
6639,13654.33
6640,13503.05
6641,13503.05
6642,13503.05
6643,13503.05
6644,13500.61
6645,13500.61
6646,13500.61
6647,13500.61
6648,13991.82
6649,13991.82
6650,13991.82
6651,13991.82
6652,15211.78
6653,15211.78
6654,15211.78
6655,15211.78
6656,15166.96
6657,15166.96
6658,15166.96
6659,15166.96
6660,15314.45
6661,15314.45
6662,15314.45
6663,15314.45
6664,15837.72
6665,15837.72
6666,15837.72
6667,15837.72
6668,15600.1
6669,15600.1
6670,15600.1
6671,15600.1
6672,15922.28
6673,15922.28
6674,15922.28
6675,15922.28
6676,15754.86
6677,15754.86
6678,15754.86
6679,15754.86
6680,15590.43
6681,15590.43
6682,15590.43
6683,15590.43
6684,17417.99
6685,17417.99
6686,17417.99
6687,17417.99
6688,17390.48
6689,17390.48
6690,17390.48
6691,17390.48
6692,17470.04
6693,17470.04
6694,17470.04
6695,17470.04
6696,16893.13
6697,16893.13
6698,16893.13
6699,16893.13
6700,17286.54
6701,17286.54
6702,17286.54
6703,17286.54
6704,16811.02
6705,16811.02
6706,16811.02
6707,16811.02
6708,16500.59
6709,16500.59
6710,16500.59
6711,16500.59
6712,16850.04
6713,16850.04
6714,16850.04
6715,16850.04
6716,16684.2
6717,16684.2
6718,16684.2
6719,16684.2
6720,15557.69
6721,15557.69
6722,15557.69
6723,15557.69
6724,14769.98
6725,14769.98
6726,14769.98
6727,14769.98
6728,14534.32
6729,14534.32
6730,14534.32
6731,14534.32
6732,13993.54
6733,13993.54
6734,13993.54
6735,13993.54
6736,13758.69
6737,13758.69
6738,13758.69
6739,13758.69
6740,13793.52
6741,13793.52
6742,13793.52
6743,13793.52
6744,14411.64
6745,14411.64
6746,14411.64
6747,14411.64
6748,15436.37
6749,15436.37
6750,15436.37
6751,15436.37
6752,15104.81
6753,15104.81
6754,15104.81
6755,15104.81
6756,15196.98
6757,15196.98
6758,15196.98
6759,15196.98
6760,15712.93
6761,15712.93
6762,15712.93
6763,15712.93
6764,15929.93
6765,15929.93
6766,15929.93
6767,15929.93
6768,15966.7
6769,15966.7
6770,15966.7
6771,15966.7
6772,15656.46
6773,15656.46
6774,15656.46
6775,15656.46
6776,16265.57
6777,16265.57
6778,16265.57
6779,16265.57
6780,17040.46
6781,17040.46
6782,17040.46
6783,17040.46
6784,17188.35
6785,17188.35
6786,17188.35
6787,17188.35
6788,16822.04
6789,16822.04
6790,16822.04
6791,16822.04
6792,16585.39
6793,16585.39
6794,16585.39
6795,16585.39
6796,16881.61
6797,16881.61
6798,16881.61
6799,16881.61
6800,15981.55
6801,15981.55
6802,15981.55
6803,15981.55
6804,16051.98
6805,16051.98
6806,16051.98
6807,16051.98
6808,16253.58
6809,16253.58
6810,16253.58
6811,16253.58
6812,16010.89
6813,16010.89
6814,16010.89
6815,16010.89
6816,15302.37
6817,15302.37
6818,15302.37
6819,15302.37
6820,14692.92
6821,14692.92
6822,14692.92
6823,14692.92
6824,14237.49
6825,14237.49
6826,14237.49
6827,14237.49
6828,13898.48
6829,13898.48
6830,13898.48
6831,13898.48
6832,13727.13
6833,13727.13
6834,13727.13
6835,13727.13
6836,13820.44
6837,13820.44
6838,13820.44
6839,13820.44
6840,14446.0
6841,14446.0
6842,14446.0
6843,14446.0
6844,15569.56
6845,15569.56
6846,15569.56
6847,15569.56
6848,15342.7
6849,15342.7
6850,15342.7
6851,15342.7
6852,15226.73
6853,15226.73
6854,15226.73
6855,15226.73
6856,15080.87
6857,15080.87
6858,15080.87
6859,15080.87
6860,15642.83
6861,15642.83
6862,15642.83
6863,15642.83
6864,15940.02
6865,15940.02
6866,15940.02
6867,15940.02
6868,15571.21
6869,15571.21
6870,15571.21
6871,15571.21
6872,15461.53
6873,15461.53
6874,15461.53
6875,15461.53
6876,16079.61
6877,16079.61
6878,16079.61
6879,16079.61
6880,16437.15
6881,16437.15
6882,16437.15
6883,16437.15
6884,17125.1
6885,17125.1
6886,17125.1
6887,17125.1
6888,16640.03
6889,16640.03
6890,16640.03
6891,16640.03
6892,16913.54
6893,16913.54
6894,16913.54
6895,16913.54
6896,16439.43
6897,16439.43
6898,16439.43
6899,16439.43
6900,16205.44
6901,16205.44
6902,16205.44
6903,16205.44
6904,16154.04
6905,16154.04
6906,16154.04
6907,16154.04
6908,15474.57
6909,15474.57
6910,15474.57
6911,15474.57
6912,14708.2
6913,14708.2
6914,14708.2
6915,14708.2
6916,14108.11
6917,14108.11
6918,14108.11
6919,14108.11
6920,13779.17
6921,13779.17
6922,13779.17
6923,13779.17
6924,13405.64
6925,13405.64
6926,13405.64
6927,13405.64
6928,13310.36
6929,13310.36
6930,13310.36
6931,13310.36
6932,13573.91
6933,13573.91
6934,13573.91
6935,13573.91
6936,13977.1
6937,13977.1
6938,13977.1
6939,13977.1
6940,15196.83
6941,15196.83
6942,15196.83
6943,15196.83
6944,15049.4
6945,15049.4
6946,15049.4
6947,15049.4
6948,15127.87
6949,15127.87
6950,15127.87
6951,15127.87
6952,15119.09
6953,15119.09
6954,15119.09
6955,15119.09
6956,15521.87
6957,15521.87
6958,15521.87
6959,15521.87
6960,15283.56
6961,15283.56
6962,15283.56
6963,15283.56
6964,15295.16
6965,15295.16
6966,15295.16
6967,15295.16
6968,15011.34
6969,15011.34
6970,15011.34
6971,15011.34
6972,15905.0
6973,15905.0
6974,15905.0
6975,15905.0
6976,16261.01
6977,16261.01
6978,16261.01
6979,16261.01
6980,16697.52
6981,16697.52
6982,16697.52
6983,16697.52
6984,16616.76
6985,16616.76
6986,16616.76
6987,16616.76
6988,16759.47
6989,16759.47
6990,16759.47
6991,16759.47
6992,16087.82
6993,16087.82
6994,16087.82
6995,16087.82
6996,16054.82
6997,16054.82
6998,16054.82
6999,16054.82
7000,16293.81
7001,16293.81
7002,16293.81
7003,16293.81
7004,15595.23
7005,15595.23
7006,15595.23
7007,15595.23
7008,14339.09
7009,14339.09
7010,14339.09
7011,14339.09
7012,14042.49
7013,14042.49
7014,14042.49
7015,14042.49
7016,13893.58
7017,13893.58
7018,13893.58
7019,13893.58
7020,13669.06
7021,13669.06
7022,13669.06
7023,13669.06
7024,13558.63
7025,13558.63
7026,13558.63
7027,13558.63
7028,13904.25
7029,13904.25
7030,13904.25
7031,13904.25
7032,14509.04
7033,14509.04
7034,14509.04
7035,14509.04
7036,15718.64
7037,15718.64
7038,15718.64
7039,15718.64
7040,15340.53
7041,15340.53
7042,15340.53
7043,15340.53
7044,15410.96
7045,15410.96
7046,15410.96
7047,15410.96
7048,16035.32
7049,16035.32
7050,16035.32
7051,16035.32
7052,16251.58
7053,16251.58
7054,16251.58
7055,16251.58
7056,16154.46
7057,16154.46
7058,16154.46
7059,16154.46
7060,16167.37
7061,16167.37
7062,16167.37
7063,16167.37
7064,15935.72
7065,15935.72
7066,15935.72
7067,15935.72
7068,16434.85
7069,16434.85
7070,16434.85
7071,16434.85
7072,16712.91
7073,16712.91
7074,16712.91
7075,16712.91
7076,16685.8
7077,16685.8
7078,16685.8
7079,16685.8
7080,16338.25
7081,16338.25
7082,16338.25
7083,16338.25
7084,16895.58
7085,16895.58
7086,16895.58
7087,16895.58
7088,16192.67
7089,16192.67
7090,16192.67
7091,16192.67
7092,15930.78
7093,15930.78
7094,15930.78
7095,15930.78
7096,16213.49
7097,16213.49
7098,16213.49
7099,16213.49
7100,15645.16
7101,15645.16
7102,15645.16
7103,15645.16
7104,15011.41
7105,15011.41
7106,15011.41
7107,15011.41
7108,14191.11
7109,14191.11
7110,14191.11
7111,14191.11
7112,13967.27
7113,13967.27
7114,13967.27
7115,13967.27
7116,13449.46
7117,13449.46
7118,13449.46
7119,13449.46
7120,13609.3
7121,13609.3
7122,13609.3
7123,13609.3
7124,13700.32
7125,13700.32
7126,13700.32
7127,13700.32
7128,14372.94
7129,14372.94
7130,14372.94
7131,14372.94
7132,14745.85
7133,14745.85
7134,14745.85
7135,14745.85
7136,14717.74
7137,14717.74
7138,14717.74
7139,14717.74
7140,15412.5
7141,15412.5
7142,15412.5
7143,15412.5
7144,16018.7
7145,16018.7
7146,16018.7
7147,16018.7
7148,16471.92
7149,16471.92
7150,16471.92
7151,16471.92
7152,16104.73
7153,16104.73
7154,16104.73
7155,16104.73
7156,15961.92
7157,15961.92
7158,15961.92
7159,15961.92
7160,15761.74
7161,15761.74
7162,15761.74
7163,15761.74
7164,16516.74
7165,16516.74
7166,16516.74
7167,16516.74
7168,16698.64
7169,16698.64
7170,16698.64
7171,16698.64
7172,16449.62
7173,16449.62
7174,16449.62
7175,16449.62
7176,15842.07
7177,15842.07
7178,15842.07
7179,15842.07
7180,16179.8
7181,16179.8
7182,16179.8
7183,16179.8
7184,15803.03
7185,15803.03
7186,15803.03
7187,15803.03
7188,15591.61
7189,15591.61
7190,15591.61
7191,15591.61
7192,15796.72
7193,15796.72
7194,15796.72
7195,15796.72
7196,15844.77
7197,15844.77
7198,15844.77
7199,15844.77
7200,15192.76
7201,15192.76
7202,15192.76
7203,15192.76
7204,14601.7
7205,14601.7
7206,14601.7
7207,14601.7
7208,14157.02
7209,14157.02
7210,14157.02
7211,14157.02
7212,13739.02
7213,13739.02
7214,13739.02
7215,13739.02
7216,13729.53
7217,13729.53
7218,13729.53
7219,13729.53
7220,13703.63
7221,13703.63
7222,13703.63
7223,13703.63
7224,13580.13
7225,13580.13
7226,13580.13
7227,13580.13
7228,13886.87
7229,13886.87
7230,13886.87
7231,13886.87
7232,13612.26
7233,13612.26
7234,13612.26
7235,13612.26
7236,13871.2
7237,13871.2
7238,13871.2
7239,13871.2
7240,13815.31
7241,13815.31
7242,13815.31
7243,13815.31
7244,13706.31
7245,13706.31
7246,13706.31
7247,13706.31
7248,13960.33
7249,13960.33
7250,13960.33
7251,13960.33
7252,13819.46
7253,13819.46
7254,13819.46
7255,13819.46
7256,13597.98
7257,13597.98
7258,13597.98
7259,13597.98
7260,13965.49
7261,13965.49
7262,13965.49
7263,13965.49
7264,14202.49
7265,14202.49
7266,14202.49
7267,14202.49
7268,14441.1
7269,14441.1
7270,14441.1
7271,14441.1
7272,14561.17
7273,14561.17
7274,14561.17
7275,14561.17
7276,15073.04
7277,15073.04
7278,15073.04
7279,15073.04
7280,14750.53
7281,14750.53
7282,14750.53
7283,14750.53
7284,15071.19
7285,15071.19
7286,15071.19
7287,15071.19
7288,15064.77
7289,15064.77
7290,15064.77
7291,15064.77
7292,14597.69
7293,14597.69
7294,14597.69
7295,14597.69
7296,13984.79
7297,13984.79
7298,13984.79
7299,13984.79
7300,13356.03
7301,13356.03
7302,13356.03
7303,13356.03
7304,12900.88
7305,12900.88
7306,12900.88
7307,12900.88
7308,12833.6
7309,12833.6
7310,12833.6
7311,12833.6
7312,12622.46
7313,12622.46
7314,12622.46
7315,12622.46
7316,13042.49
7317,13042.49
7318,13042.49
7319,13042.49
7320,13702.77
7321,13702.77
7322,13702.77
7323,13702.77
7324,15149.36
7325,15149.36
7326,15149.36
7327,15149.36
7328,15455.34
7329,15455.34
7330,15455.34
7331,15455.34
7332,15606.93
7333,15606.93
7334,15606.93
7335,15606.93
7336,16046.77
7337,16046.77
7338,16046.77
7339,16046.77
7340,16426.52
7341,16426.52
7342,16426.52
7343,16426.52
7344,16167.45
7345,16167.45
7346,16167.45
7347,16167.45
7348,15875.3
7349,15875.3
7350,15875.3
7351,15875.3
7352,15654.5
7353,15654.5
7354,15654.5
7355,15654.5
7356,16369.21
7357,16369.21
7358,16369.21
7359,16369.21
7360,16947.09
7361,16947.09
7362,16947.09
7363,16947.09
7364,17013.12
7365,17013.12
7366,17013.12
7367,17013.12
7368,16788.07
7369,16788.07
7370,16788.07
7371,16788.07
7372,17313.13
7373,17313.13
7374,17313.13
7375,17313.13
7376,16665.72
7377,16665.72
7378,16665.72
7379,16665.72
7380,16654.52
7381,16654.52
7382,16654.52
7383,16654.52
7384,16910.58
7385,16910.58
7386,16910.58
7387,16910.58
7388,16677.16
7389,16677.16
7390,16677.16
7391,16677.16
7392,15797.12
7393,15797.12
7394,15797.12
7395,15797.12
7396,14986.87
7397,14986.87
7398,14986.87
7399,14986.87
7400,14743.69
7401,14743.69
7402,14743.69
7403,14743.69
7404,14356.27
7405,14356.27
7406,14356.27
7407,14356.27
7408,14086.18
7409,14086.18
7410,14086.18
7411,14086.18
7412,14339.38
7413,14339.38
7414,14339.38
7415,14339.38
7416,14874.96
7417,14874.96
7418,14874.96
7419,14874.96
7420,16434.72
7421,16434.72
7422,16434.72
7423,16434.72
7424,16446.68
7425,16446.68
7426,16446.68
7427,16446.68
7428,16557.27
7429,16557.27
7430,16557.27
7431,16557.27
7432,16222.67
7433,16222.67
7434,16222.67
7435,16222.67
7436,16474.0
7437,16474.0
7438,16474.0
7439,16474.0
7440,15333.92
7441,15333.92
7442,15333.92
7443,15333.92
7444,15178.78
7445,15178.78
7446,15178.78
7447,15178.78
7448,15883.24
7449,15883.24
7450,15883.24
7451,15883.24
7452,16300.91
7453,16300.91
7454,16300.91
7455,16300.91
7456,17324.55
7457,17324.55
7458,17324.55
7459,17324.55
7460,17264.41
7461,17264.41
7462,17264.41
7463,17264.41
7464,17635.33
7465,17635.33
7466,17635.33
7467,17635.33
7468,18283.78
7469,18283.78
7470,18283.78
7471,18283.78
7472,17749.46
7473,17749.46
7474,17749.46
7475,17749.46
7476,17640.29
7477,17640.29
7478,17640.29
7479,17640.29
7480,18032.94
7481,18032.94
7482,18032.94
7483,18032.94
7484,17420.54
7485,17420.54
7486,17420.54
7487,17420.54
7488,16685.34
7489,16685.34
7490,16685.34
7491,16685.34
7492,15885.42
7493,15885.42
7494,15885.42
7495,15885.42
7496,15546.71
7497,15546.71
7498,15546.71
7499,15546.71
7500,15169.97
7501,15169.97
7502,15169.97
7503,15169.97
7504,15152.41
7505,15152.41
7506,15152.41
7507,15152.41
7508,15343.64
7509,15343.64
7510,15343.64
7511,15343.64
7512,15698.6
7513,15698.6
7514,15698.6
7515,15698.6
7516,16999.88
7517,16999.88
7518,16999.88
7519,16999.88
7520,16908.82
7521,16908.82
7522,16908.82
7523,16908.82
7524,17226.9
7525,17226.9
7526,17226.9
7527,17226.9
7528,17462.37
7529,17462.37
7530,17462.37
7531,17462.37
7532,17495.42
7533,17495.42
7534,17495.42
7535,17495.42
7536,17162.63
7537,17162.63
7538,17162.63
7539,17162.63
7540,17018.69
7541,17018.69
7542,17018.69
7543,17018.69
7544,17262.6
7545,17262.6
7546,17262.6
7547,17262.6
7548,17813.95
7549,17813.95
7550,17813.95
7551,17813.95
7552,18230.7
7553,18230.7
7554,18230.7
7555,18230.7
7556,18940.23
7557,18940.23
7558,18940.23
7559,18940.23
7560,18255.92
7561,18255.92
7562,18255.92
7563,18255.92
7564,18491.48
7565,18491.48
7566,18491.48
7567,18491.48
7568,18165.41
7569,18165.41
7570,18165.41
7571,18165.41
7572,18159.04
7573,18159.04
7574,18159.04
7575,18159.04
7576,18504.3
7577,18504.3
7578,18504.3
7579,18504.3
7580,17905.9
7581,17905.9
7582,17905.9
7583,17905.9
7584,17104.22
7585,17104.22
7586,17104.22
7587,17104.22
7588,16473.09
7589,16473.09
7590,16473.09
7591,16473.09
7592,16110.22
7593,16110.22
7594,16110.22
7595,16110.22
7596,15573.36
7597,15573.36
7598,15573.36
7599,15573.36
7600,15578.13
7601,15578.13
7602,15578.13
7603,15578.13
7604,15733.85
7605,15733.85
7606,15733.85
7607,15733.85
7608,16019.32
7609,16019.32
7610,16019.32
7611,16019.32
7612,17641.55
7613,17641.55
7614,17641.55
7615,17641.55
7616,17270.25
7617,17270.25
7618,17270.25
7619,17270.25
7620,17422.32
7621,17422.32
7622,17422.32
7623,17422.32
7624,17065.07
7625,17065.07
7626,17065.07
7627,17065.07
7628,17352.61
7629,17352.61
7630,17352.61
7631,17352.61
7632,17143.94
7633,17143.94
7634,17143.94
7635,17143.94
7636,16584.22
7637,16584.22
7638,16584.22
7639,16584.22
7640,16858.96
7641,16858.96
7642,16858.96
7643,16858.96
7644,17672.54
7645,17672.54
7646,17672.54
7647,17672.54
7648,18072.14
7649,18072.14
7650,18072.14
7651,18072.14
7652,18538.39
7653,18538.39
7654,18538.39
7655,18538.39
7656,18455.88
7657,18455.88
7658,18455.88
7659,18455.88
7660,19095.24
7661,19095.24
7662,19095.24
7663,19095.24
7664,18633.18
7665,18633.18
7666,18633.18
7667,18633.18
7668,18477.42
7669,18477.42
7670,18477.42
7671,18477.42
7672,18855.75
7673,18855.75
7674,18855.75
7675,18855.75
7676,18271.45
7677,18271.45
7678,18271.45
7679,18271.45
7680,17591.72
7681,17591.72
7682,17591.72
7683,17591.72
7684,16859.2
7685,16859.2
7686,16859.2
7687,16859.2
7688,16439.85
7689,16439.85
7690,16439.85
7691,16439.85
7692,16068.16
7693,16068.16
7694,16068.16
7695,16068.16
7696,15968.82
7697,15968.82
7698,15968.82
7699,15968.82
7700,16126.6
7701,16126.6
7702,16126.6
7703,16126.6
7704,16448.44
7705,16448.44
7706,16448.44
7707,16448.44
7708,17675.06
7709,17675.06
7710,17675.06
7711,17675.06
7712,17371.15
7713,17371.15
7714,17371.15
7715,17371.15
7716,17456.61
7717,17456.61
7718,17456.61
7719,17456.61
7720,17817.7
7721,17817.7
7722,17817.7
7723,17817.7
7724,18198.76
7725,18198.76
7726,18198.76
7727,18198.76
7728,18085.04
7729,18085.04
7730,18085.04
7731,18085.04
7732,17430.88
7733,17430.88
7734,17430.88
7735,17430.88
7736,17625.43
7737,17625.43
7738,17625.43
7739,17625.43
7740,18769.61
7741,18769.61
7742,18769.61
7743,18769.61
7744,19174.92
7745,19174.92
7746,19174.92
7747,19174.92
7748,19561.54
7749,19561.54
7750,19561.54
7751,19561.54
7752,19052.91
7753,19052.91
7754,19052.91
7755,19052.91
7756,19321.22
7757,19321.22
7758,19321.22
7759,19321.22
7760,18702.21
7761,18702.21
7762,18702.21
7763,18702.21
7764,18789.63
7765,18789.63
7766,18789.63
7767,18789.63
7768,18389.4
7769,18389.4
7770,18389.4
7771,18389.4
7772,17983.22
7773,17983.22
7774,17983.22
7775,17983.22
7776,17358.45
7777,17358.45
7778,17358.45
7779,17358.45
7780,16746.61
7781,16746.61
7782,16746.61
7783,16746.61
7784,16253.3
7785,16253.3
7786,16253.3
7787,16253.3
7788,16062.24
7789,16062.24
7790,16062.24
7791,16062.24
7792,15765.3
7793,15765.3
7794,15765.3
7795,15765.3
7796,15846.18
7797,15846.18
7798,15846.18
7799,15846.18
7800,16079.08
7801,16079.08
7802,16079.08
7803,16079.08
7804,17136.71
7805,17136.71
7806,17136.71
7807,17136.71
7808,16972.41
7809,16972.41
7810,16972.41
7811,16972.41
7812,17464.71
7813,17464.71
7814,17464.71
7815,17464.71
7816,15885.89
7817,15885.89
7818,15885.89
7819,15885.89
7820,16077.08
7821,16077.08
7822,16077.08
7823,16077.08
7824,15492.38
7825,15492.38
7826,15492.38
7827,15492.38
7828,15449.51
7829,15449.51
7830,15449.51
7831,15449.51
7832,15039.57
7833,15039.57
7834,15039.57
7835,15039.57
7836,16261.19
7837,16261.19
7838,16261.19
7839,16261.19
7840,16934.03
7841,16934.03
7842,16934.03
7843,16934.03
7844,17116.04
7845,17116.04
7846,17116.04
7847,17116.04
7848,18092.86
7849,18092.86
7850,18092.86
7851,18092.86
7852,18663.42
7853,18663.42
7854,18663.42
7855,18663.42
7856,18431.1
7857,18431.1
7858,18431.1
7859,18431.1
7860,18109.17
7861,18109.17
7862,18109.17
7863,18109.17
7864,18380.67
7865,18380.67
7866,18380.67
7867,18380.67
7868,18123.03
7869,18123.03
7870,18123.03
7871,18123.03
7872,17238.82
7873,17238.82
7874,17238.82
7875,17238.82
7876,16911.74
7877,16911.74
7878,16911.74
7879,16911.74
7880,16483.24
7881,16483.24
7882,16483.24
7883,16483.24
7884,16145.81
7885,16145.81
7886,16145.81
7887,16145.81
7888,15828.41
7889,15828.41
7890,15828.41
7891,15828.41
7892,15729.91
7893,15729.91
7894,15729.91
7895,15729.91
7896,15607.08
7897,15607.08
7898,15607.08
7899,15607.08
7900,15753.12
7901,15753.12
7902,15753.12
7903,15753.12
7904,15393.36
7905,15393.36
7906,15393.36
7907,15393.36
7908,15863.3
7909,15863.3
7910,15863.3
7911,15863.3
7912,15794.38
7913,15794.38
7914,15794.38
7915,15794.38
7916,16070.36
7917,16070.36
7918,16070.36
7919,16070.36
7920,15934.38
7921,15934.38
7922,15934.38
7923,15934.38
7924,15808.19
7925,15808.19
7926,15808.19
7927,15808.19
7928,16115.96
7929,16115.96
7930,16115.96
7931,16115.96
7932,16291.39
7933,16291.39
7934,16291.39
7935,16291.39
7936,16352.93
7937,16352.93
7938,16352.93
7939,16352.93
7940,15701.58
7941,15701.58
7942,15701.58
7943,15701.58
7944,15537.18
7945,15537.18
7946,15537.18
7947,15537.18
7948,15719.02
7949,15719.02
7950,15719.02
7951,15719.02
7952,15145.12
7953,15145.12
7954,15145.12
7955,15145.12
7956,15395.7
7957,15395.7
7958,15395.7
7959,15395.7
7960,15227.07
7961,15227.07
7962,15227.07
7963,15227.07
7964,15030.82
7965,15030.82
7966,15030.82
7967,15030.82
7968,14340.6
7969,14340.6
7970,14340.6
7971,14340.6
7972,13773.83
7973,13773.83
7974,13773.83
7975,13773.83
7976,13449.15
7977,13449.15
7978,13449.15
7979,13449.15
7980,13235.56
7981,13235.56
7982,13235.56
7983,13235.56
7984,13272.04
7985,13272.04
7986,13272.04
7987,13272.04
7988,13242.54
7989,13242.54
7990,13242.54
7991,13242.54
7992,13886.41
7993,13886.41
7994,13886.41
7995,13886.41
7996,15663.59
7997,15663.59
7998,15663.59
7999,15663.59
8000,15878.81
8001,15878.81
8002,15878.81
8003,15878.81
8004,16000.08
8005,16000.08
8006,16000.08
8007,16000.08
8008,16268.48
8009,16268.48
8010,16268.48
8011,16268.48
8012,16384.22
8013,16384.22
8014,16384.22
8015,16384.22
8016,16601.43
8017,16601.43
8018,16601.43
8019,16601.43
8020,16259.33
8021,16259.33
8022,16259.33
8023,16259.33
8024,16401.88
8025,16401.88
8026,16401.88
8027,16401.88
8028,17012.54
8029,17012.54
8030,17012.54
8031,17012.54
8032,17127.41
8033,17127.41
8034,17127.41
8035,17127.41
8036,17694.74
8037,17694.74
8038,17694.74
8039,17694.74
8040,17221.89
8041,17221.89
8042,17221.89
8043,17221.89
8044,17971.77
8045,17971.77
8046,17971.77
8047,17971.77
8048,17495.08
8049,17495.08
8050,17495.08
8051,17495.08
8052,17273.22
8053,17273.22
8054,17273.22
8055,17273.22
8056,17431.75
8057,17431.75
8058,17431.75
8059,17431.75
8060,16973.43
8061,16973.43
8062,16973.43
8063,16973.43
8064,16055.93
8065,16055.93
8066,16055.93
8067,16055.93
8068,15529.66
8069,15529.66
8070,15529.66
8071,15529.66
8072,14670.91
8073,14670.91
8074,14670.91
8075,14670.91
8076,14432.6
8077,14432.6
8078,14432.6
8079,14432.6
8080,14403.31
8081,14403.31
8082,14403.31
8083,14403.31
8084,14448.93
8085,14448.93
8086,14448.93
8087,14448.93
8088,15326.97
8089,15326.97
8090,15326.97
8091,15326.97
8092,16819.03
8093,16819.03
8094,16819.03
8095,16819.03
8096,16558.44
8097,16558.44
8098,16558.44
8099,16558.44
8100,16595.61
8101,16595.61
8102,16595.61
8103,16595.61
8104,16677.42
8105,16677.42
8106,16677.42
8107,16677.42
8108,16700.62
8109,16700.62
8110,16700.62
8111,16700.62
8112,16114.28
8113,16114.28
8114,16114.28
8115,16114.28
8116,16056.96
8117,16056.96
8118,16056.96
8119,16056.96
8120,15861.44
8121,15861.44
8122,15861.44
8123,15861.44
8124,16419.85
8125,16419.85
8126,16419.85
8127,16419.85
8128,17049.65
8129,17049.65
8130,17049.65
8131,17049.65
8132,17178.95
8133,17178.95
8134,17178.95
8135,17178.95
8136,17733.29
8137,17733.29
8138,17733.29
8139,17733.29
8140,18261.09
8141,18261.09
8142,18261.09
8143,18261.09
8144,17713.88
8145,17713.88
8146,17713.88
8147,17713.88
8148,17554.85
8149,17554.85
8150,17554.85
8151,17554.85
8152,17821.81
8153,17821.81
8154,17821.81
8155,17821.81
8156,17352.99
8157,17352.99
8158,17352.99
8159,17352.99
8160,16431.38
8161,16431.38
8162,16431.38
8163,16431.38
8164,15912.25
8165,15912.25
8166,15912.25
8167,15912.25
8168,15534.88
8169,15534.88
8170,15534.88
8171,15534.88
8172,15340.11
8173,15340.11
8174,15340.11
8175,15340.11
8176,15193.58
8177,15193.58
8178,15193.58
8179,15193.58
8180,15484.78
8181,15484.78
8182,15484.78
8183,15484.78
8184,16285.69
8185,16285.69
8186,16285.69
8187,16285.69
8188,17343.66
8189,17343.66
8190,17343.66
8191,17343.66
8192,17582.17
8193,17582.17
8194,17582.17
8195,17582.17
8196,17397.66
8197,17397.66
8198,17397.66
8199,17397.66
8200,17605.37
8201,17605.37
8202,17605.37
8203,17605.37
8204,17034.71
8205,17034.71
8206,17034.71
8207,17034.71
8208,17527.43
8209,17527.43
8210,17527.43
8211,17527.43
