,snapshot,objective,stores,generators
5184,2025-05-25 00:00:00,0.25,0.25,0.25
5185,2025-05-25 00:15:00,0.25,0.25,0.25
5186,2025-05-25 00:30:00,0.25,0.25,0.25
5187,2025-05-25 00:45:00,0.25,0.25,0.25
5188,2025-05-25 01:00:00,0.25,0.25,0.25
5189,2025-05-25 01:15:00,0.25,0.25,0.25
5190,2025-05-25 01:30:00,0.25,0.25,0.25
5191,2025-05-25 01:45:00,0.25,0.25,0.25
5192,2025-05-25 02:00:00,0.25,0.25,0.25
5193,2025-05-25 02:15:00,0.25,0.25,0.25
5194,2025-05-25 02:30:00,0.25,0.25,0.25
5195,2025-05-25 02:45:00,0.25,0.25,0.25
5196,2025-05-25 03:00:00,0.25,0.25,0.25
5197,2025-05-25 03:15:00,0.25,0.25,0.25
5198,2025-05-25 03:30:00,0.25,0.25,0.25
5199,2025-05-25 03:45:00,0.25,0.25,0.25
5200,2025-05-25 04:00:00,0.25,0.25,0.25
5201,2025-05-25 04:15:00,0.25,0.25,0.25
5202,2025-05-25 04:30:00,0.25,0.25,0.25
5203,2025-05-25 04:45:00,0.25,0.25,0.25
5204,2025-05-25 05:00:00,0.25,0.25,0.25
5205,2025-05-25 05:15:00,0.25,0.25,0.25
5206,2025-05-25 05:30:00,0.25,0.25,0.25
5207,2025-05-25 05:45:00,0.25,0.25,0.25
5208,2025-05-25 06:00:00,0.25,0.25,0.25
5209,2025-05-25 06:15:00,0.25,0.25,0.25
5210,2025-05-25 06:30:00,0.25,0.25,0.25
5211,2025-05-25 06:45:00,0.25,0.25,0.25
5212,2025-05-25 07:00:00,0.25,0.25,0.25
5213,2025-05-25 07:15:00,0.25,0.25,0.25
5214,2025-05-25 07:30:00,0.25,0.25,0.25
5215,2025-05-25 07:45:00,0.25,0.25,0.25
5216,2025-05-25 08:00:00,0.25,0.25,0.25
5217,2025-05-25 08:15:00,0.25,0.25,0.25
5218,2025-05-25 08:30:00,0.25,0.25,0.25
5219,2025-05-25 08:45:00,0.25,0.25,0.25
5220,2025-05-25 09:00:00,0.25,0.25,0.25
5221,2025-05-25 09:15:00,0.25,0.25,0.25
5222,2025-05-25 09:30:00,0.25,0.25,0.25
5223,2025-05-25 09:45:00,0.25,0.25,0.25
5224,2025-05-25 10:00:00,0.25,0.25,0.25
5225,2025-05-25 10:15:00,0.25,0.25,0.25
5226,2025-05-25 10:30:00,0.25,0.25,0.25
5227,2025-05-25 10:45:00,0.25,0.25,0.25
5228,2025-05-25 11:00:00,0.25,0.25,0.25
5229,2025-05-25 11:15:00,0.25,0.25,0.25
5230,2025-05-25 11:30:00,0.25,0.25,0.25
5231,2025-05-25 11:45:00,0.25,0.25,0.25
5232,2025-05-25 12:00:00,0.25,0.25,0.25
5233,2025-05-25 12:15:00,0.25,0.25,0.25
5234,2025-05-25 12:30:00,0.25,0.25,0.25
5235,2025-05-25 12:45:00,0.25,0.25,0.25
5236,2025-05-25 13:00:00,0.25,0.25,0.25
5237,2025-05-25 13:15:00,0.25,0.25,0.25
5238,2025-05-25 13:30:00,0.25,0.25,0.25
5239,2025-05-25 13:45:00,0.25,0.25,0.25
5240,2025-05-25 14:00:00,0.25,0.25,0.25
5241,2025-05-25 14:15:00,0.25,0.25,0.25
5242,2025-05-25 14:30:00,0.25,0.25,0.25
5243,2025-05-25 14:45:00,0.25,0.25,0.25
5244,2025-05-25 15:00:00,0.25,0.25,0.25
5245,2025-05-25 15:15:00,0.25,0.25,0.25
5246,2025-05-25 15:30:00,0.25,0.25,0.25
5247,2025-05-25 15:45:00,0.25,0.25,0.25
5248,2025-05-25 16:00:00,0.25,0.25,0.25
5249,2025-05-25 16:15:00,0.25,0.25,0.25
5250,2025-05-25 16:30:00,0.25,0.25,0.25
5251,2025-05-25 16:45:00,0.25,0.25,0.25
5252,2025-05-25 17:00:00,0.25,0.25,0.25
5253,2025-05-25 17:15:00,0.25,0.25,0.25
5254,2025-05-25 17:30:00,0.25,0.25,0.25
5255,2025-05-25 17:45:00,0.25,0.25,0.25
5256,2025-05-25 18:00:00,0.25,0.25,0.25
5257,2025-05-25 18:15:00,0.25,0.25,0.25
5258,2025-05-25 18:30:00,0.25,0.25,0.25
5259,2025-05-25 18:45:00,0.25,0.25,0.25
5260,2025-05-25 19:00:00,0.25,0.25,0.25
5261,2025-05-25 19:15:00,0.25,0.25,0.25
5262,2025-05-25 19:30:00,0.25,0.25,0.25
5263,2025-05-25 19:45:00,0.25,0.25,0.25
5264,2025-05-25 20:00:00,0.25,0.25,0.25
5265,2025-05-25 20:15:00,0.25,0.25,0.25
5266,2025-05-25 20:30:00,0.25,0.25,0.25
5267,2025-05-25 20:45:00,0.25,0.25,0.25
5268,2025-05-25 21:00:00,0.25,0.25,0.25
5269,2025-05-25 21:15:00,0.25,0.25,0.25
5270,2025-05-25 21:30:00,0.25,0.25,0.25
5271,2025-05-25 21:45:00,0.25,0.25,0.25
5272,2025-05-25 22:00:00,0.25,0.25,0.25
5273,2025-05-25 22:15:00,0.25,0.25,0.25
5274,2025-05-25 22:30:00,0.25,0.25,0.25
5275,2025-05-25 22:45:00,0.25,0.25,0.25
5276,2025-05-25 23:00:00,0.25,0.25,0.25
5277,2025-05-25 23:15:00,0.25,0.25,0.25
5278,2025-05-25 23:30:00,0.25,0.25,0.25
5279,2025-05-25 23:45:00,0.25,0.25,0.25
5280,2025-05-26 00:00:00,0.25,0.25,0.25
5281,2025-05-26 00:15:00,0.25,0.25,0.25
5282,2025-05-26 00:30:00,0.25,0.25,0.25
5283,2025-05-26 00:45:00,0.25,0.25,0.25
5284,2025-05-26 01:00:00,0.25,0.25,0.25
5285,2025-05-26 01:15:00,0.25,0.25,0.25
5286,2025-05-26 01:30:00,0.25,0.25,0.25
5287,2025-05-26 01:45:00,0.25,0.25,0.25
5288,2025-05-26 02:00:00,0.25,0.25,0.25
5289,2025-05-26 02:15:00,0.25,0.25,0.25
5290,2025-05-26 02:30:00,0.25,0.25,0.25
5291,2025-05-26 02:45:00,0.25,0.25,0.25
5292,2025-05-26 03:00:00,0.25,0.25,0.25
5293,2025-05-26 03:15:00,0.25,0.25,0.25
5294,2025-05-26 03:30:00,0.25,0.25,0.25
5295,2025-05-26 03:45:00,0.25,0.25,0.25
5296,2025-05-26 04:00:00,0.25,0.25,0.25
5297,2025-05-26 04:15:00,0.25,0.25,0.25
5298,2025-05-26 04:30:00,0.25,0.25,0.25
5299,2025-05-26 04:45:00,0.25,0.25,0.25
5300,2025-05-26 05:00:00,0.25,0.25,0.25
5301,2025-05-26 05:15:00,0.25,0.25,0.25
5302,2025-05-26 05:30:00,0.25,0.25,0.25
5303,2025-05-26 05:45:00,0.25,0.25,0.25
5304,2025-05-26 06:00:00,0.25,0.25,0.25
5305,2025-05-26 06:15:00,0.25,0.25,0.25
5306,2025-05-26 06:30:00,0.25,0.25,0.25
5307,2025-05-26 06:45:00,0.25,0.25,0.25
5308,2025-05-26 07:00:00,0.25,0.25,0.25
5309,2025-05-26 07:15:00,0.25,0.25,0.25
5310,2025-05-26 07:30:00,0.25,0.25,0.25
5311,2025-05-26 07:45:00,0.25,0.25,0.25
5312,2025-05-26 08:00:00,0.25,0.25,0.25
5313,2025-05-26 08:15:00,0.25,0.25,0.25
5314,2025-05-26 08:30:00,0.25,0.25,0.25
5315,2025-05-26 08:45:00,0.25,0.25,0.25
5316,2025-05-26 09:00:00,0.25,0.25,0.25
5317,2025-05-26 09:15:00,0.25,0.25,0.25
5318,2025-05-26 09:30:00,0.25,0.25,0.25
5319,2025-05-26 09:45:00,0.25,0.25,0.25
5320,2025-05-26 10:00:00,0.25,0.25,0.25
5321,2025-05-26 10:15:00,0.25,0.25,0.25
5322,2025-05-26 10:30:00,0.25,0.25,0.25
5323,2025-05-26 10:45:00,0.25,0.25,0.25
5324,2025-05-26 11:00:00,0.25,0.25,0.25
5325,2025-05-26 11:15:00,0.25,0.25,0.25
5326,2025-05-26 11:30:00,0.25,0.25,0.25
5327,2025-05-26 11:45:00,0.25,0.25,0.25
5328,2025-05-26 12:00:00,0.25,0.25,0.25
5329,2025-05-26 12:15:00,0.25,0.25,0.25
5330,2025-05-26 12:30:00,0.25,0.25,0.25
5331,2025-05-26 12:45:00,0.25,0.25,0.25
5332,2025-05-26 13:00:00,0.25,0.25,0.25
5333,2025-05-26 13:15:00,0.25,0.25,0.25
5334,2025-05-26 13:30:00,0.25,0.25,0.25
5335,2025-05-26 13:45:00,0.25,0.25,0.25
5336,2025-05-26 14:00:00,0.25,0.25,0.25
5337,2025-05-26 14:15:00,0.25,0.25,0.25
5338,2025-05-26 14:30:00,0.25,0.25,0.25
5339,2025-05-26 14:45:00,0.25,0.25,0.25
5340,2025-05-26 15:00:00,0.25,0.25,0.25
5341,2025-05-26 15:15:00,0.25,0.25,0.25
5342,2025-05-26 15:30:00,0.25,0.25,0.25
5343,2025-05-26 15:45:00,0.25,0.25,0.25
5344,2025-05-26 16:00:00,0.25,0.25,0.25
5345,2025-05-26 16:15:00,0.25,0.25,0.25
5346,2025-05-26 16:30:00,0.25,0.25,0.25
5347,2025-05-26 16:45:00,0.25,0.25,0.25
5348,2025-05-26 17:00:00,0.25,0.25,0.25
5349,2025-05-26 17:15:00,0.25,0.25,0.25
5350,2025-05-26 17:30:00,0.25,0.25,0.25
5351,2025-05-26 17:45:00,0.25,0.25,0.25
5352,2025-05-26 18:00:00,0.25,0.25,0.25
5353,2025-05-26 18:15:00,0.25,0.25,0.25
5354,2025-05-26 18:30:00,0.25,0.25,0.25
5355,2025-05-26 18:45:00,0.25,0.25,0.25
5356,2025-05-26 19:00:00,0.25,0.25,0.25
5357,2025-05-26 19:15:00,0.25,0.25,0.25
5358,2025-05-26 19:30:00,0.25,0.25,0.25
5359,2025-05-26 19:45:00,0.25,0.25,0.25
5360,2025-05-26 20:00:00,0.25,0.25,0.25
5361,2025-05-26 20:15:00,0.25,0.25,0.25
5362,2025-05-26 20:30:00,0.25,0.25,0.25
5363,2025-05-26 20:45:00,0.25,0.25,0.25
5364,2025-05-26 21:00:00,0.25,0.25,0.25
5365,2025-05-26 21:15:00,0.25,0.25,0.25
5366,2025-05-26 21:30:00,0.25,0.25,0.25
5367,2025-05-26 21:45:00,0.25,0.25,0.25
5368,2025-05-26 22:00:00,0.25,0.25,0.25
5369,2025-05-26 22:15:00,0.25,0.25,0.25
5370,2025-05-26 22:30:00,0.25,0.25,0.25
5371,2025-05-26 22:45:00,0.25,0.25,0.25
5372,2025-05-26 23:00:00,0.25,0.25,0.25
5373,2025-05-26 23:15:00,0.25,0.25,0.25
5374,2025-05-26 23:30:00,0.25,0.25,0.25
5375,2025-05-26 23:45:00,0.25,0.25,0.25
5376,2025-05-27 00:00:00,0.25,0.25,0.25
5377,2025-05-27 00:15:00,0.25,0.25,0.25
5378,2025-05-27 00:30:00,0.25,0.25,0.25
5379,2025-05-27 00:45:00,0.25,0.25,0.25
5380,2025-05-27 01:00:00,0.25,0.25,0.25
5381,2025-05-27 01:15:00,0.25,0.25,0.25
5382,2025-05-27 01:30:00,0.25,0.25,0.25
5383,2025-05-27 01:45:00,0.25,0.25,0.25
5384,2025-05-27 02:00:00,0.25,0.25,0.25
5385,2025-05-27 02:15:00,0.25,0.25,0.25
5386,2025-05-27 02:30:00,0.25,0.25,0.25
5387,2025-05-27 02:45:00,0.25,0.25,0.25
5388,2025-05-27 03:00:00,0.25,0.25,0.25
5389,2025-05-27 03:15:00,0.25,0.25,0.25
5390,2025-05-27 03:30:00,0.25,0.25,0.25
5391,2025-05-27 03:45:00,0.25,0.25,0.25
5392,2025-05-27 04:00:00,0.25,0.25,0.25
5393,2025-05-27 04:15:00,0.25,0.25,0.25
5394,2025-05-27 04:30:00,0.25,0.25,0.25
5395,2025-05-27 04:45:00,0.25,0.25,0.25
5396,2025-05-27 05:00:00,0.25,0.25,0.25
5397,2025-05-27 05:15:00,0.25,0.25,0.25
5398,2025-05-27 05:30:00,0.25,0.25,0.25
5399,2025-05-27 05:45:00,0.25,0.25,0.25
5400,2025-05-27 06:00:00,0.25,0.25,0.25
5401,2025-05-27 06:15:00,0.25,0.25,0.25
5402,2025-05-27 06:30:00,0.25,0.25,0.25
5403,2025-05-27 06:45:00,0.25,0.25,0.25
5404,2025-05-27 07:00:00,0.25,0.25,0.25
5405,2025-05-27 07:15:00,0.25,0.25,0.25
5406,2025-05-27 07:30:00,0.25,0.25,0.25
5407,2025-05-27 07:45:00,0.25,0.25,0.25
5408,2025-05-27 08:00:00,0.25,0.25,0.25
5409,2025-05-27 08:15:00,0.25,0.25,0.25
5410,2025-05-27 08:30:00,0.25,0.25,0.25
5411,2025-05-27 08:45:00,0.25,0.25,0.25
5412,2025-05-27 09:00:00,0.25,0.25,0.25
5413,2025-05-27 09:15:00,0.25,0.25,0.25
5414,2025-05-27 09:30:00,0.25,0.25,0.25
5415,2025-05-27 09:45:00,0.25,0.25,0.25
5416,2025-05-27 10:00:00,0.25,0.25,0.25
5417,2025-05-27 10:15:00,0.25,0.25,0.25
5418,2025-05-27 10:30:00,0.25,0.25,0.25
5419,2025-05-27 10:45:00,0.25,0.25,0.25
5420,2025-05-27 11:00:00,0.25,0.25,0.25
5421,2025-05-27 11:15:00,0.25,0.25,0.25
5422,2025-05-27 11:30:00,0.25,0.25,0.25
5423,2025-05-27 11:45:00,0.25,0.25,0.25
5424,2025-05-27 12:00:00,0.25,0.25,0.25
5425,2025-05-27 12:15:00,0.25,0.25,0.25
5426,2025-05-27 12:30:00,0.25,0.25,0.25
5427,2025-05-27 12:45:00,0.25,0.25,0.25
5428,2025-05-27 13:00:00,0.25,0.25,0.25
5429,2025-05-27 13:15:00,0.25,0.25,0.25
5430,2025-05-27 13:30:00,0.25,0.25,0.25
5431,2025-05-27 13:45:00,0.25,0.25,0.25
5432,2025-05-27 14:00:00,0.25,0.25,0.25
5433,2025-05-27 14:15:00,0.25,0.25,0.25
5434,2025-05-27 14:30:00,0.25,0.25,0.25
5435,2025-05-27 14:45:00,0.25,0.25,0.25
5436,2025-05-27 15:00:00,0.25,0.25,0.25
5437,2025-05-27 15:15:00,0.25,0.25,0.25
5438,2025-05-27 15:30:00,0.25,0.25,0.25
5439,2025-05-27 15:45:00,0.25,0.25,0.25
5440,2025-05-27 16:00:00,0.25,0.25,0.25
5441,2025-05-27 16:15:00,0.25,0.25,0.25
5442,2025-05-27 16:30:00,0.25,0.25,0.25
5443,2025-05-27 16:45:00,0.25,0.25,0.25
5444,2025-05-27 17:00:00,0.25,0.25,0.25
5445,2025-05-27 17:15:00,0.25,0.25,0.25
5446,2025-05-27 17:30:00,0.25,0.25,0.25
5447,2025-05-27 17:45:00,0.25,0.25,0.25
5448,2025-05-27 18:00:00,0.25,0.25,0.25
5449,2025-05-27 18:15:00,0.25,0.25,0.25
5450,2025-05-27 18:30:00,0.25,0.25,0.25
5451,2025-05-27 18:45:00,0.25,0.25,0.25
5452,2025-05-27 19:00:00,0.25,0.25,0.25
5453,2025-05-27 19:15:00,0.25,0.25,0.25
5454,2025-05-27 19:30:00,0.25,0.25,0.25
5455,2025-05-27 19:45:00,0.25,0.25,0.25
5456,2025-05-27 20:00:00,0.25,0.25,0.25
5457,2025-05-27 20:15:00,0.25,0.25,0.25
5458,2025-05-27 20:30:00,0.25,0.25,0.25
5459,2025-05-27 20:45:00,0.25,0.25,0.25
5460,2025-05-27 21:00:00,0.25,0.25,0.25
5461,2025-05-27 21:15:00,0.25,0.25,0.25
5462,2025-05-27 21:30:00,0.25,0.25,0.25
5463,2025-05-27 21:45:00,0.25,0.25,0.25
5464,2025-05-27 22:00:00,0.25,0.25,0.25
5465,2025-05-27 22:15:00,0.25,0.25,0.25
5466,2025-05-27 22:30:00,0.25,0.25,0.25
5467,2025-05-27 22:45:00,0.25,0.25,0.25
5468,2025-05-27 23:00:00,0.25,0.25,0.25
5469,2025-05-27 23:15:00,0.25,0.25,0.25
5470,2025-05-27 23:30:00,0.25,0.25,0.25
5471,2025-05-27 23:45:00,0.25,0.25,0.25
5472,2025-05-28 00:00:00,0.25,0.25,0.25
5473,2025-05-28 00:15:00,0.25,0.25,0.25
5474,2025-05-28 00:30:00,0.25,0.25,0.25
5475,2025-05-28 00:45:00,0.25,0.25,0.25
5476,2025-05-28 01:00:00,0.25,0.25,0.25
5477,2025-05-28 01:15:00,0.25,0.25,0.25
5478,2025-05-28 01:30:00,0.25,0.25,0.25
5479,2025-05-28 01:45:00,0.25,0.25,0.25
5480,2025-05-28 02:00:00,0.25,0.25,0.25
5481,2025-05-28 02:15:00,0.25,0.25,0.25
5482,2025-05-28 02:30:00,0.25,0.25,0.25
5483,2025-05-28 02:45:00,0.25,0.25,0.25
5484,2025-05-28 03:00:00,0.25,0.25,0.25
5485,2025-05-28 03:15:00,0.25,0.25,0.25
5486,2025-05-28 03:30:00,0.25,0.25,0.25
5487,2025-05-28 03:45:00,0.25,0.25,0.25
5488,2025-05-28 04:00:00,0.25,0.25,0.25
5489,2025-05-28 04:15:00,0.25,0.25,0.25
5490,2025-05-28 04:30:00,0.25,0.25,0.25
5491,2025-05-28 04:45:00,0.25,0.25,0.25
5492,2025-05-28 05:00:00,0.25,0.25,0.25
5493,2025-05-28 05:15:00,0.25,0.25,0.25
5494,2025-05-28 05:30:00,0.25,0.25,0.25
5495,2025-05-28 05:45:00,0.25,0.25,0.25
5496,2025-05-28 06:00:00,0.25,0.25,0.25
5497,2025-05-28 06:15:00,0.25,0.25,0.25
5498,2025-05-28 06:30:00,0.25,0.25,0.25
5499,2025-05-28 06:45:00,0.25,0.25,0.25
5500,2025-05-28 07:00:00,0.25,0.25,0.25
5501,2025-05-28 07:15:00,0.25,0.25,0.25
5502,2025-05-28 07:30:00,0.25,0.25,0.25
5503,2025-05-28 07:45:00,0.25,0.25,0.25
5504,2025-05-28 08:00:00,0.25,0.25,0.25
5505,2025-05-28 08:15:00,0.25,0.25,0.25
5506,2025-05-28 08:30:00,0.25,0.25,0.25
5507,2025-05-28 08:45:00,0.25,0.25,0.25
5508,2025-05-28 09:00:00,0.25,0.25,0.25
5509,2025-05-28 09:15:00,0.25,0.25,0.25
5510,2025-05-28 09:30:00,0.25,0.25,0.25
5511,2025-05-28 09:45:00,0.25,0.25,0.25
5512,2025-05-28 10:00:00,0.25,0.25,0.25
5513,2025-05-28 10:15:00,0.25,0.25,0.25
5514,2025-05-28 10:30:00,0.25,0.25,0.25
5515,2025-05-28 10:45:00,0.25,0.25,0.25
5516,2025-05-28 11:00:00,0.25,0.25,0.25
5517,2025-05-28 11:15:00,0.25,0.25,0.25
5518,2025-05-28 11:30:00,0.25,0.25,0.25
5519,2025-05-28 11:45:00,0.25,0.25,0.25
5520,2025-05-28 12:00:00,0.25,0.25,0.25
5521,2025-05-28 12:15:00,0.25,0.25,0.25
5522,2025-05-28 12:30:00,0.25,0.25,0.25
5523,2025-05-28 12:45:00,0.25,0.25,0.25
5524,2025-05-28 13:00:00,0.25,0.25,0.25
5525,2025-05-28 13:15:00,0.25,0.25,0.25
5526,2025-05-28 13:30:00,0.25,0.25,0.25
5527,2025-05-28 13:45:00,0.25,0.25,0.25
5528,2025-05-28 14:00:00,0.25,0.25,0.25
5529,2025-05-28 14:15:00,0.25,0.25,0.25
5530,2025-05-28 14:30:00,0.25,0.25,0.25
5531,2025-05-28 14:45:00,0.25,0.25,0.25
5532,2025-05-28 15:00:00,0.25,0.25,0.25
5533,2025-05-28 15:15:00,0.25,0.25,0.25
5534,2025-05-28 15:30:00,0.25,0.25,0.25
5535,2025-05-28 15:45:00,0.25,0.25,0.25
5536,2025-05-28 16:00:00,0.25,0.25,0.25
5537,2025-05-28 16:15:00,0.25,0.25,0.25
5538,2025-05-28 16:30:00,0.25,0.25,0.25
5539,2025-05-28 16:45:00,0.25,0.25,0.25
5540,2025-05-28 17:00:00,0.25,0.25,0.25
5541,2025-05-28 17:15:00,0.25,0.25,0.25
5542,2025-05-28 17:30:00,0.25,0.25,0.25
5543,2025-05-28 17:45:00,0.25,0.25,0.25
5544,2025-05-28 18:00:00,0.25,0.25,0.25
5545,2025-05-28 18:15:00,0.25,0.25,0.25
5546,2025-05-28 18:30:00,0.25,0.25,0.25
5547,2025-05-28 18:45:00,0.25,0.25,0.25
5548,2025-05-28 19:00:00,0.25,0.25,0.25
5549,2025-05-28 19:15:00,0.25,0.25,0.25
5550,2025-05-28 19:30:00,0.25,0.25,0.25
5551,2025-05-28 19:45:00,0.25,0.25,0.25
5552,2025-05-28 20:00:00,0.25,0.25,0.25
5553,2025-05-28 20:15:00,0.25,0.25,0.25
5554,2025-05-28 20:30:00,0.25,0.25,0.25
5555,2025-05-28 20:45:00,0.25,0.25,0.25
5556,2025-05-28 21:00:00,0.25,0.25,0.25
5557,2025-05-28 21:15:00,0.25,0.25,0.25
5558,2025-05-28 21:30:00,0.25,0.25,0.25
5559,2025-05-28 21:45:00,0.25,0.25,0.25
5560,2025-05-28 22:00:00,0.25,0.25,0.25
5561,2025-05-28 22:15:00,0.25,0.25,0.25
5562,2025-05-28 22:30:00,0.25,0.25,0.25
5563,2025-05-28 22:45:00,0.25,0.25,0.25
5564,2025-05-28 23:00:00,0.25,0.25,0.25
5565,2025-05-28 23:15:00,0.25,0.25,0.25
5566,2025-05-28 23:30:00,0.25,0.25,0.25
5567,2025-05-28 23:45:00,0.25,0.25,0.25
5568,2025-05-29 00:00:00,0.25,0.25,0.25
5569,2025-05-29 00:15:00,0.25,0.25,0.25
5570,2025-05-29 00:30:00,0.25,0.25,0.25
5571,2025-05-29 00:45:00,0.25,0.25,0.25
5572,2025-05-29 01:00:00,0.25,0.25,0.25
5573,2025-05-29 01:15:00,0.25,0.25,0.25
5574,2025-05-29 01:30:00,0.25,0.25,0.25
5575,2025-05-29 01:45:00,0.25,0.25,0.25
5576,2025-05-29 02:00:00,0.25,0.25,0.25
5577,2025-05-29 02:15:00,0.25,0.25,0.25
5578,2025-05-29 02:30:00,0.25,0.25,0.25
5579,2025-05-29 02:45:00,0.25,0.25,0.25
5580,2025-05-29 03:00:00,0.25,0.25,0.25
5581,2025-05-29 03:15:00,0.25,0.25,0.25
5582,2025-05-29 03:30:00,0.25,0.25,0.25
5583,2025-05-29 03:45:00,0.25,0.25,0.25
5584,2025-05-29 04:00:00,0.25,0.25,0.25
5585,2025-05-29 04:15:00,0.25,0.25,0.25
5586,2025-05-29 04:30:00,0.25,0.25,0.25
5587,2025-05-29 04:45:00,0.25,0.25,0.25
5588,2025-05-29 05:00:00,0.25,0.25,0.25
5589,2025-05-29 05:15:00,0.25,0.25,0.25
5590,2025-05-29 05:30:00,0.25,0.25,0.25
5591,2025-05-29 05:45:00,0.25,0.25,0.25
5592,2025-05-29 06:00:00,0.25,0.25,0.25
5593,2025-05-29 06:15:00,0.25,0.25,0.25
5594,2025-05-29 06:30:00,0.25,0.25,0.25
5595,2025-05-29 06:45:00,0.25,0.25,0.25
5596,2025-05-29 07:00:00,0.25,0.25,0.25
5597,2025-05-29 07:15:00,0.25,0.25,0.25
5598,2025-05-29 07:30:00,0.25,0.25,0.25
5599,2025-05-29 07:45:00,0.25,0.25,0.25
5600,2025-05-29 08:00:00,0.25,0.25,0.25
5601,2025-05-29 08:15:00,0.25,0.25,0.25
5602,2025-05-29 08:30:00,0.25,0.25,0.25
5603,2025-05-29 08:45:00,0.25,0.25,0.25
5604,2025-05-29 09:00:00,0.25,0.25,0.25
5605,2025-05-29 09:15:00,0.25,0.25,0.25
5606,2025-05-29 09:30:00,0.25,0.25,0.25
5607,2025-05-29 09:45:00,0.25,0.25,0.25
5608,2025-05-29 10:00:00,0.25,0.25,0.25
5609,2025-05-29 10:15:00,0.25,0.25,0.25
5610,2025-05-29 10:30:00,0.25,0.25,0.25
5611,2025-05-29 10:45:00,0.25,0.25,0.25
5612,2025-05-29 11:00:00,0.25,0.25,0.25
5613,2025-05-29 11:15:00,0.25,0.25,0.25
5614,2025-05-29 11:30:00,0.25,0.25,0.25
5615,2025-05-29 11:45:00,0.25,0.25,0.25
5616,2025-05-29 12:00:00,0.25,0.25,0.25
5617,2025-05-29 12:15:00,0.25,0.25,0.25
5618,2025-05-29 12:30:00,0.25,0.25,0.25
5619,2025-05-29 12:45:00,0.25,0.25,0.25
5620,2025-05-29 13:00:00,0.25,0.25,0.25
5621,2025-05-29 13:15:00,0.25,0.25,0.25
5622,2025-05-29 13:30:00,0.25,0.25,0.25
5623,2025-05-29 13:45:00,0.25,0.25,0.25
5624,2025-05-29 14:00:00,0.25,0.25,0.25
5625,2025-05-29 14:15:00,0.25,0.25,0.25
5626,2025-05-29 14:30:00,0.25,0.25,0.25
5627,2025-05-29 14:45:00,0.25,0.25,0.25
5628,2025-05-29 15:00:00,0.25,0.25,0.25
5629,2025-05-29 15:15:00,0.25,0.25,0.25
5630,2025-05-29 15:30:00,0.25,0.25,0.25
5631,2025-05-29 15:45:00,0.25,0.25,0.25
5632,2025-05-29 16:00:00,0.25,0.25,0.25
5633,2025-05-29 16:15:00,0.25,0.25,0.25
5634,2025-05-29 16:30:00,0.25,0.25,0.25
5635,2025-05-29 16:45:00,0.25,0.25,0.25
5636,2025-05-29 17:00:00,0.25,0.25,0.25
5637,2025-05-29 17:15:00,0.25,0.25,0.25
5638,2025-05-29 17:30:00,0.25,0.25,0.25
5639,2025-05-29 17:45:00,0.25,0.25,0.25
5640,2025-05-29 18:00:00,0.25,0.25,0.25
5641,2025-05-29 18:15:00,0.25,0.25,0.25
5642,2025-05-29 18:30:00,0.25,0.25,0.25
5643,2025-05-29 18:45:00,0.25,0.25,0.25
5644,2025-05-29 19:00:00,0.25,0.25,0.25
5645,2025-05-29 19:15:00,0.25,0.25,0.25
5646,2025-05-29 19:30:00,0.25,0.25,0.25
5647,2025-05-29 19:45:00,0.25,0.25,0.25
5648,2025-05-29 20:00:00,0.25,0.25,0.25
5649,2025-05-29 20:15:00,0.25,0.25,0.25
5650,2025-05-29 20:30:00,0.25,0.25,0.25
5651,2025-05-29 20:45:00,0.25,0.25,0.25
5652,2025-05-29 21:00:00,0.25,0.25,0.25
5653,2025-05-29 21:15:00,0.25,0.25,0.25
5654,2025-05-29 21:30:00,0.25,0.25,0.25
5655,2025-05-29 21:45:00,0.25,0.25,0.25
5656,2025-05-29 22:00:00,0.25,0.25,0.25
5657,2025-05-29 22:15:00,0.25,0.25,0.25
5658,2025-05-29 22:30:00,0.25,0.25,0.25
5659,2025-05-29 22:45:00,0.25,0.25,0.25
5660,2025-05-29 23:00:00,0.25,0.25,0.25
5661,2025-05-29 23:15:00,0.25,0.25,0.25
5662,2025-05-29 23:30:00,0.25,0.25,0.25
5663,2025-05-29 23:45:00,0.25,0.25,0.25
5664,2025-05-30 00:00:00,0.25,0.25,0.25
5665,2025-05-30 00:15:00,0.25,0.25,0.25
5666,2025-05-30 00:30:00,0.25,0.25,0.25
5667,2025-05-30 00:45:00,0.25,0.25,0.25
5668,2025-05-30 01:00:00,0.25,0.25,0.25
5669,2025-05-30 01:15:00,0.25,0.25,0.25
5670,2025-05-30 01:30:00,0.25,0.25,0.25
5671,2025-05-30 01:45:00,0.25,0.25,0.25
5672,2025-05-30 02:00:00,0.25,0.25,0.25
5673,2025-05-30 02:15:00,0.25,0.25,0.25
5674,2025-05-30 02:30:00,0.25,0.25,0.25
5675,2025-05-30 02:45:00,0.25,0.25,0.25
5676,2025-05-30 03:00:00,0.25,0.25,0.25
5677,2025-05-30 03:15:00,0.25,0.25,0.25
5678,2025-05-30 03:30:00,0.25,0.25,0.25
5679,2025-05-30 03:45:00,0.25,0.25,0.25
5680,2025-05-30 04:00:00,0.25,0.25,0.25
5681,2025-05-30 04:15:00,0.25,0.25,0.25
5682,2025-05-30 04:30:00,0.25,0.25,0.25
