carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
coal,933.1955137803761,1168.1399999999999,-234.94448621962374,-20.11269935278509
oil_gas,25.120000000000005,25.119999999999997,7.105427357601002e-15,2.828593693312501e-14
nuclear,378.86,378.86,0.0,0.0
hydro,121.73757464082932,177.16,-55.422425359170674,-31.283825558348767
solar,374.3419194652822,321.02,53.321919465282235,16.6101549639531
wind,1092.4438191559502,970.23,122.2138191559502,12.59637603000837
comparable_total,2925.698827042438,3040.5299999999997,-114.83117295756165,-3.776682780882335
