fiscal_week,date,technology,observed_mu,modeled_mu,error_mu,absolute_error_mu,percentage_error
41,2026-01-06,wind,44.8,34.00787355390817,-10.792126446091828,10.792126446091828,-24.089567960026407
41,2026-01-06,comparable_total,286.19,352.8355701794631,66.6455701794631,66.6455701794631,23.287176414082637
42,2026-01-13,coal,200.38,178.10557249404494,-22.27442750595506,22.27442750595506,-11.116093175943238
42,2026-01-13,oil_gas,3.5,0.0,-3.5,3.5,-100.0
42,2026-01-13,nuclear,29.83,35.83917354120941,6.009173541209414,6.009173541209414,20.144731951758008
42,2026-01-13,hydro,7.77,14.583846738500863,6.813846738500864,6.813846738500864,87.69429521880134
42,2026-01-13,solar,25.62,60.96653646910939,35.346536469109395,35.346536469109395,137.96462322056752
42,2026-01-13,wind,36.92,38.51195261131812,1.5919526113181206,1.5919526113181206,4.311897647123836
42,2026-01-13,comparable_total,304.02,328.00708185418273,23.987081854182748,23.987081854182748,7.889968375167012
43,2026-01-23,coal,175.52,194.04026102972213,18.52026102972212,18.52026102972212,10.551652820033112
43,2026-01-23,oil_gas,2.74,0.0,-2.74,2.74,-99.99999999999999
43,2026-01-23,nuclear,54.05,35.83917354120941,-18.210826458790585,18.210826458790585,-33.692555890454365
43,2026-01-23,hydro,11.55,16.12288825553446,4.572888255534458,4.572888255534458,39.592106108523446
43,2026-01-23,solar,48.87,61.95583489450837,13.085834894508373,13.085834894508373,26.776826057925874
43,2026-01-23,wind,28.45,36.201694266299995,7.751694266299996,7.751694266299996,27.246728528295243
43,2026-01-23,comparable_total,321.18,344.15985198727435,22.979851987274344,22.979851987274344,7.154820345997367
44,2026-01-30,coal,200.35,194.5260020108341,-5.823997989165889,5.823997989165889,-2.9069118987601144
44,2026-01-30,oil_gas,3.12,0.0,-3.12,3.12,-100.0
44,2026-01-30,nuclear,45.73,35.83917354120941,-9.890826458790585,9.890826458790585,-21.628747996480612
44,2026-01-30,hydro,8.93,14.801758079987565,5.871758079987565,5.871758079987565,65.75316998866253
44,2026-01-30,solar,51.81,61.520416916401125,9.710416916401122,9.710416916401122,18.742360386800083
44,2026-01-30,wind,35.02,40.09900729358118,5.079007293581178,5.079007293581178,14.503161889152421
44,2026-01-30,comparable_total,344.96,346.7863578420134,1.8263578420134081,1.8263578420134081,0.5294404690437756
45,2026-02-05,coal,204.32,208.31598332470068,3.9959833247006884,3.9959833247006884,1.955747516004644
45,2026-02-05,oil_gas,2.32,0.0,-2.32,2.32,-100.0
45,2026-02-05,nuclear,54.2,35.83917354120941,-18.36082645879059,18.36082645879059,-33.87606357710441
45,2026-02-05,hydro,7.06,14.62236513231823,7.56236513231823,7.56236513231823,107.11565343226955
45,2026-02-05,solar,27.8,64.64910817577142,36.84910817577142,36.84910817577142,132.55074883371014
45,2026-02-05,wind,38.03,35.20087744663503,-2.829122553364968,2.829122553364968,-7.439186309137439
45,2026-02-05,comparable_total,333.73,358.6275076206348,24.89750762063477,24.89750762063477,7.460374440606109
46,2026-02-13,coal,227.73,218.67453346194884,-9.05546653805115,9.05546653805115,-3.9764047503847317
46,2026-02-13,oil_gas,3.08,0.0,-3.08,3.08,-100.0
46,2026-02-13,nuclear,54.22,35.83917354120941,-18.380826458790587,18.380826458790587,-33.90045455328401
46,2026-02-13,hydro,7.72,14.275237002920708,6.555237002920708,6.555237002920708,84.91239641089
46,2026-02-13,solar,44.06,64.91515807371941,20.85515807371941,20.85515807371941,47.33354079373447
46,2026-02-13,wind,37.6,33.06240271343004,-4.537597286569962,4.537597286569962,-12.068077889813729
46,2026-02-13,comparable_total,374.41,366.7665047932284,-7.643495206771604,7.643495206771604,-2.041477312777865
47,2026-02-21,coal,230.45,231.66258422994923,1.2125842299492433,1.2125842299492433,0.5261810500973068
47,2026-02-21,oil_gas,3.05,0.0,-3.05,3.05,-100.0
47,2026-02-21,nuclear,54.19,35.83917354120941,-18.350826458790586,18.350826458790586,-33.863861337498776
47,2026-02-21,hydro,5.17,14.985996141444016,9.815996141444016,9.815996141444016,189.86452884804672
47,2026-02-21,solar,36.85,65.06947754152394,28.219477541523936,28.219477541523936,76.5793149023716
47,2026-02-21,wind,27.01,31.55914126817024,4.549141268170239,4.549141268170239,16.842433425287815
47,2026-02-21,comparable_total,356.72,379.11637272229683,22.396372722296803,22.396372722296803,6.278418009165956
48,2026-02-24,coal,232.07,239.86842763520283,7.798427635202842,7.798427635202842,3.3603773151216623
48,2026-02-24,oil_gas,3.05,0.0,-3.05,3.05,-100.0
48,2026-02-24,nuclear,54.24,35.83917354120941,-18.40082645879059,18.40082645879059,-33.92482754201804
48,2026-02-24,hydro,4.73,14.897038232225608,10.167038232225607,10.167038232225607,214.94795416967455
48,2026-02-24,solar,43.88,65.74558854278882,21.86558854278882,21.86558854278882,49.830420562417544
48,2026-02-24,wind,20.56,37.281142321001155,16.721142321001157,16.721142321001157,81.32851323444143
48,2026-02-24,comparable_total,358.53,393.63137027242783,35.10137027242786,35.10137027242786,9.790357926094849
49,2026-03-02,coal,218.15,203.31869163663853,-14.831308363361472,14.831308363361472,-6.798674473234688
49,2026-03-02,oil_gas,3.41,0.0,-3.41,3.41,-100.0
49,2026-03-02,nuclear,54.14,35.83917354120941,-18.30082645879059,18.30082645879059,-33.802782524548554
49,2026-03-02,hydro,3.76,14.380214624178,10.620214624178,10.620214624178,282.4525166004787
49,2026-03-02,solar,50.68,67.79658091773337,17.116580917733366,17.116580917733366,33.77383764351493
49,2026-03-02,wind,11.39,33.94786402897117,22.557864028971167,22.557864028971167,198.04972808578722
49,2026-03-02,comparable_total,341.53,355.28252474873045,13.75252474873048,13.75252474873048,4.026739890706668
50,2026-03-09,coal,197.75,197.59096113348645,-0.15903886651355492,0.15903886651355492,-0.08042420556943358
50,2026-03-09,oil_gas,4.4,0.0,-4.4,4.4,-100.0
50,2026-03-09,nuclear,54.12,35.83917354120941,-18.280826458790585,18.280826458790585,-33.778319399095686
50,2026-03-09,hydro,5.0,13.270515480249362,8.270515480249362,8.270515480249362,165.41030960498725
50,2026-03-09,solar,48.0,68.2256419042963,20.225641904296296,20.225641904296296,42.13675396728395
50,2026-03-09,wind,28.62,35.915900032575514,7.2959000325755134,7.2959000325755134,25.492313181605564
50,2026-03-09,comparable_total,337.89,350.842192091817,12.95219209181704,12.95219209181704,3.8332570042963803
51,2026-03-21,coal,202.79,187.35217413095455,-15.43782586904544,15.43782586904544,-7.612715552564447
51,2026-03-21,oil_gas,3.15,0.0,-3.15,3.15,-100.0
51,2026-03-21,nuclear,54.13,35.83917354120941,-18.29082645879059,18.29082645879059,-33.790553221486405
51,2026-03-21,hydro,5.21,13.867243897082165,8.657243897082164,8.657243897082164,166.16590973286304
51,2026-03-21,solar,51.43,69.2624638236672,17.832463823667204,17.832463823667204,34.673272066239946
51,2026-03-21,wind,11.83,34.69598930051701,22.865989300517015,22.865989300517015,193.28815976768396
51,2026-03-21,comparable_total,328.54,341.01704469343036,12.477044693430344,12.477044693430344,3.797724689057753
52,2026-03-23,coal,204.92,186.0983594700697,-18.821640529930278,18.821640529930278,-9.1848724038309
52,2026-03-23,oil_gas,3.46,0.0,-3.46,3.46,-100.0
52,2026-03-23,nuclear,53.98,35.83917354120941,-18.140826458790585,18.140826458790585,-33.60656994959353
52,2026-03-23,hydro,4.2,14.102212896008933,9.902212896008933,9.902212896008933,235.7669737144984
52,2026-03-23,solar,55.9,69.47031986829103,13.57031986829103,13.57031986829103,24.276064165100234
52,2026-03-23,wind,15.8,39.65476252437851,23.85476252437851,23.85476252437851,150.97950964796524
52,2026-03-23,comparable_total,338.26,345.16482829995755,6.904828299957558,6.904828299957558,2.0412783953046643
53,2026-03-30,coal,235.67,192.14571202247345,-43.52428797752654,43.52428797752654,-18.468319250446193
53,2026-03-30,oil_gas,3.64,0.0,-3.64,3.64,-100.0
53,2026-03-30,nuclear,53.86,35.83917354120941,-18.020826458790587,18.020826458790587,-33.458645486057534
53,2026-03-30,hydro,7.62,13.700672645714706,6.080672645714706,6.080672645714706,79.79885361830323
53,2026-03-30,solar,54.61,69.77396400197065,15.163964001970655,15.163964001970655,27.76774217537201
53,2026-03-30,wind,13.48,35.12215477772631,21.642154777726308,21.642154777726308,160.55010962704978
53,2026-03-30,comparable_total,368.88,346.5816769890946,-22.298323010905392,22.298323010905392,-6.044871776975003
