carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
coal,67389.63813333477,65111.32000000001,2278.31813333476,3.4991121871508057
oil_gas,1241.4500000000003,1241.45,2.2737367544323206e-13,1.831516979686915e-14
nuclear,15143.75,15143.75,0.0,0.0
hydro,7358.780678970095,5538.41,1820.3706789700955,32.86810978187053
solar,23201.832330887333,15264.32,7937.5123308873335,52.00043192809987
wind,17293.767728106683,23087.089999999997,-5793.322271893314,-25.093341221840063
comparable_total,131629.2188712989,125386.34000000001,6242.878871298875,4.9789146659028996
