date,coal,oil_gas,nuclear,hydro,solar,wind,other_res,comparable_total
2026-02-16,213.22,3.09,54.16,7.85,43.05,31.34,,352.71
2026-02-17,218.81,3.08,54.38,6.03,3.18,35.92,,321.4
2026-02-18,218.9,3.07,54.29,5.36,2.96,33.53,,318.11
2026-02-19,216.14,3.07,54.23,4.3,49.26,37.72,,364.72
2026-02-20,219.02,3.0,54.28,4.61,38.29,48.04,,367.24
2026-02-21,230.45,3.05,54.19,5.17,36.85,27.01,,356.72
2026-02-22,220.52,3.05,54.29,4.59,41.61,14.87,,338.93
