,chennai_north_demand,chennai_south_demand,coimbatore_demand,erode_demand,madurai_demand,tirunelveli_demand,trichy_demand,vellore_demand,villupuram_demand
2103,1532.4044428493246,1904.0950620691594,2786.914091957285,2333.643930346627,1777.1630435716718,1508.7736150984215,2178.0329779966787,2183.4267337443493,1862.8361023664813
2104,1596.9089207162262,1981.412436303821,2906.7503261464376,2427.5225047330055,1852.9687643430022,1571.6585090541232,2267.645838400917,2274.03777601907,1945.4849242833939
2105,1567.2859357610776,1945.9052670426279,2851.716829560483,2384.4097831263484,1818.1558056123406,1542.779300522281,2226.4920998803127,2232.4256332525956,1907.5293452419314
2106,1548.7848825728622,1923.7292429836436,2817.345625949104,2357.483706745418,1796.413351160492,1524.7427733495417,2200.789507571793,2206.4367442947887,1883.824165372353
2107,1587.490125275484,1970.1227312164592,2889.252114959526,2413.8145713049057,1841.899787416215,1562.476201529618,2254.5607747135728,2260.8069601116995,1933.4167334725173
2108,1535.2023916713415,1907.4487835985035,2792.112113263284,2337.7160111587373,1780.4511955596925,1511.5013127836748,2181.9200290278177,2187.3570819523825,1866.4210809845654
2109,1541.1944665998572,1914.6310989200247,2803.2441728994254,2346.4367615702995,1787.4930874390316,1517.342938185741,2190.244520471788,2195.774298440536,1874.0986554732938
2110,1560.2765798053122,1937.503602297831,2838.6948681462154,2374.208501505998,1809.91840414905,1535.9459360714347,2216.754350540124,2222.5794168374046,1898.5483406466276
2111,1526.3876600901635,1896.883131058128,2775.736130184153,2324.887220634348,1770.0921150273955,1502.9079022320211,2169.6741611934194,2174.974809552775,1855.1268700275928
2112,1443.3574212044018,1797.3601170749723,2621.4827902466322,2204.0466105663236,1672.51490313928,1421.9623936392468,2054.324383121373,2058.340170616827,1748.7412103909428
2113,1411.6981702064331,1759.4122065058823,2562.6663244398073,2157.970346590317,1635.308922712099,1391.098045805408,2010.3417615421752,2013.8676343615584,1708.1765878363192
2114,1374.9491060955747,1715.363463897724,2494.3940184131166,2104.486466666824,1592.1213893079278,1355.2716803187973,1959.2881159495714,1962.2453112016647,1661.0904481487985
2115,1365.0523419309739,1703.5008484029433,2476.007838300302,2090.0829067662535,1580.4907031042587,1345.6234049497652,1945.5390341049588,1948.343080755711,1648.4098416848326
2116,1363.8902218964943,1702.1078897652988,2473.848855029479,2088.391579656717,1579.124978587919,1344.490463523856,1943.9245585853262,1946.7106218775878,1646.9208310773215
2117,1365.5558704796379,1704.1043957305446,2476.9432921955045,2090.815732515327,1581.0824503103856,1346.1142908608444,1946.2385612545943,1949.050399815074,1649.055006838087
2118,1376.079702346128,1716.7186370004765,2496.49443688847,2106.131914668551,1593.4500670448656,1356.3738894626254,1960.8587970452843,1963.833487837493,1662.539067706106
2119,1455.880031370664,1812.3701655031991,2644.7472595388285,2222.2717761498793,1687.23148594072,1434.1705850454136,2071.7214221151853,2075.9309921642293,1764.7862821718802
2120,1446.796069634871,1801.4818040702319,2627.871101449742,2209.0511532452756,1676.5560058870426,1425.3147041927432,2059.1015262278524,2063.1705254790745,1753.1471098131678
2121,1477.8665926681579,1838.7240442444443,2685.5938301303654,2254.2705938835325,1713.0701126772797,1455.6051058936612,2102.2662573495236,2106.8160609390466,1792.9574022139861
2122,1518.0364133321218,1886.8730280037344,2760.221207881656,2312.7329769923554,1760.277722278742,1494.7663392871818,2158.0721897539493,2163.2436057966424,1844.4265166736163
2123,1522.0263019842243,1891.6554512442694,2767.6336115893273,2318.539784070039,1764.9666430338884,1498.6560494759883,2163.615143462482,2168.848301490375,1849.5387136494041
2124,1527.6562793946655,1898.403743529868,2778.0929674937247,2326.7335447297296,1771.5829975822567,1504.1446689352315,2171.4365908479162,2176.7568706008146,1856.7523368857926
2125,1517.98018171755,1886.8056267793322,2760.116740949197,2312.6511385838294,1760.211638834403,1494.7115195407669,2157.994069970741,2163.1646158509266,1844.354467773253
2126,1528.963238436375,1899.9703113818819,2780.5210322572457,2328.635667740015,1773.118937030985,1505.41881273827,2173.2522839909634,2178.5927884300236,1858.4269279942398
2127,1574.412866910947,1954.4478616202653,2864.957221833528,2394.782181419071,1826.5313815501581,1549.727288079267,2236.3931905853906,2242.437010463374,1916.6609975379947
2128,1614.8076140331973,2002.8664502771642,2940.002467314655,2453.5719181619984,1874.0033249289766,1589.1078004584474,2292.511602122648,2299.1805151038325,1968.4183075990786
2129,1571.623438030532,1951.104352397649,2859.775028850629,2390.7225003658286,1823.2532422052193,1547.007896416198,2232.517975885041,2238.5186304289346,1913.086935419966
2130,1552.8608226351428,1928.6148105221278,2824.9178957200843,2363.4157513876644,1801.2033996107637,1528.7163743624076,2206.4520082212957,2212.162318541814,1889.046618998697
2131,1561.6355104907925,1939.1324652208834,2841.219485680646,2376.1862630453757,1811.5154207205767,1537.270746609796,2218.642245300985,2224.4883405255327,1900.289522405411
2132,1510.9256700712951,1878.349836808879,2747.0108894225,2302.3841382414807,1751.9211703627793,1487.834133172345,2148.19358807737,2153.2549681156906,1835.3156057276572
2133,1503.2602786121947,1869.1618244460572,2732.7701471295427,2291.2280751883272,1742.9127953822,1480.3612050133245,2137.5444412664215,2142.487202333817,1825.4940306281137
2134,1520.2711940142626,1889.551716058384,2764.372977030753,2315.9854337433194,1762.9040385590642,1496.9450089060672,2161.1768593199286,2166.3828577301597,1847.2899146380605
2135,1504.057745146119,1870.1176963557607,2734.2516781716913,2292.3886926183322,1743.8499787746446,1481.138648689755,2138.652321828281,2143.607423382148,1826.515815033268
2136,1439.2175815801081,1792.3979572360313,2613.791808052403,2198.021567732571,1667.6497598658962,1417.92649746,2048.573109990952,2052.524835067852,1743.4368830141857
2137,1403.6902770949416,1749.8136594126106,2547.7892835582347,2146.3158132306876,1625.8980394796365,1383.291215554587,1999.2167942335045,2002.6187480012347,1697.9161694345614
2138,1367.8749985836362,1706.8841856217975,2481.2517617432904,2094.19094687908,1583.8078917572166,1348.3751900993523,1949.460410495386,1952.3081366671647,1652.0264781530764
2139,1327.144565762277,1658.0632320798316,2405.5828803320287,2034.9126596367712,1535.9414502409807,1308.6674204461192,1892.8756475250384,1895.0930859871316,1599.839057989823
2140,1302.4341791347013,1628.4444788777723,2359.6759948454614,1998.9496389931555,1506.9017815112104,1284.5774643056197,1858.546737337426,1860.3817921145423,1568.177932880112
2141,1302.515970574078,1628.5425170223573,2359.82794674722,1999.068676678284,1506.9979028847943,1284.6572021185868,1858.6603661130014,1860.4966865810377,1568.2827312806405
2142,1297.3878177239806,1622.3957296030148,2350.3008790734057,1991.6052618158933,1500.9712930139367,1279.6578073659866,1851.536078611045,1853.2930428952427,1561.7120898974958
2143,1332.7932870442417,1664.8339914402304,2416.0770585472455,2043.1336997659705,1542.5798326041283,1314.174313154167,1900.7231348382084,1903.0279850794761,1607.0766975263323
2144,1321.4575047431042,1651.2465173391583,2395.0174746628622,2026.6358205926676,1529.2580109839653,1303.123150638243,1884.9748967233174,1887.1043301136174,1592.5522942030657
2145,1327.8423489794607,1658.8996200008219,2406.879219993908,2035.9281998880251,1536.7614857093693,1309.3476836629957,1893.8450430166652,1896.073279404421,1600.7331193443329
2146,1307.4830965279025,1634.4962918445483,2369.0558591144472,2006.2977360980778,1512.8352738014084,1289.499613051908,1865.5609469630438,1867.47413178592,1574.6470508127447
2147,1299.945504192828,1625.4614640826403,2355.052541667988,1995.327669427938,1503.9770884670543,1282.1512752256485,1855.0893451139314,1856.8858886079452,1564.9892232140269
2148,1287.7653956789563,1610.861950384863,2332.4243709644065,1977.6009741508587,1489.6630139174974,1270.2769859112818,1838.1681266178412,1839.7761876389925,1549.382994735303
2149,1281.4044072790846,1603.2374421820366,2320.60694493804,1968.3433141803305,1482.187574592722,1264.0757097486446,1829.3311220507028,1830.8407492342499,1541.23273579419
2150,1314.997685020652,1643.5035463782917,2383.016440088537,2017.2343234192751,1521.6664249994421,1296.8255246182703,1876.0005907190255,1878.0300608951925,1584.2754038613136
2151,1355.251001112313,1691.7526107435122,2457.798935406206,2075.818224165,1568.9721585031048,1336.0681570291947,1931.922519165184,1934.574893854002,1635.8515000214836
2152,1417.8827958151485,1766.8253199594474,2574.1561041780064,2166.971331552287,1642.577100325084,1397.1273873088348,2018.9337540619792,2022.5553315729203,1716.1008752262924
2153,1370.2290584482014,1709.7058459706334,2485.6251274157858,2097.61700025419,1586.574385040682,1350.6701440288148,1952.730788692413,1955.614943030988,1655.0427071182912
2154,1379.9409398800442,1721.3468544094249,2503.6678329173333,2111.7514853873336,1597.9877968894787,1360.1381787164523,1966.2230221589023,1969.2574641099675,1667.4864255310622
2155,1410.4372188493733,1757.9007851101976,2560.323732621026,2156.135182277917,1633.8270515360118,1389.8687545221637,2008.5899845853892,2012.096344669753,1706.5609458281695
2156,1408.2995655014925,1755.3385173522427,2556.3524063552672,2153.0240827780435,1631.3148793868206,1387.784773556177,2005.6202491904053,2009.0935299151993,1703.821995964353
2157,1377.6149958227645,1718.55889467279,2499.3467007110676,2108.3663512164867,1595.2543453281826,1357.8706346601973,1962.9917038534793,1965.990152719002,1664.506221016029
2158,1457.0728231949101,1813.7998884450633,2646.963224772811,2224.007742391339,1688.6332559721538,1435.3334281511854,2073.3785084256588,2077.606536467288,1766.3145921795897
2159,1430.751315610442,1782.2499880408147,2598.063203388057,2185.6999273458655,1657.7001964356396,1409.6728032156755,2036.811348085828,2040.6320609682098,1732.5891569094654
2160,1384.493144677863,1726.8032898939819,2512.1249059495963,2118.376676550277,1603.3375520880156,1364.5760863694086,1972.5471736995157,1975.6520592608567,1673.3191115104846
2161,1334.2118573209343,1666.5343405103758,2418.7124743433747,2045.198259617421,1544.2469376772265,1315.557265847817,1902.6938839145926,1905.0206859827572,1608.894294785501
2162,1302.3770955259695,1628.3760564226975,2359.5699450806924,1998.8665606087427,1506.834696802563,1284.5218139569863,1858.4674339211392,1860.3016053514673,1568.104792329743
2163,1275.75738998544,1596.468725282983,2310.115932387443,1960.1247540029044,1475.5511947581904,1258.5704782450334,1821.4860020036906,1822.908243776624,1533.9972795576914
2164,1260.0474696659605,1577.6382529079608,2280.9300874235837,1937.2608386269906,1457.0888821798976,1243.2550039398006,1799.6609916616783,1800.8401284879756,1513.8683451061534
2165,1273.7534997207067,1594.0667907406514,2306.393110794352,1957.2083307172518,1473.1962211053815,1256.6169018273367,1818.7020970020953,1820.0933293474845,1531.4297187447396
2166,1301.1314800637924,1626.8830171791221,2357.25584424349,1997.0537158623038,1505.3708483840228,1283.3074735136731,1856.7369623597733,1858.5518583721298,1566.5088000216922
2167,1436.8567057622613,1789.5681270418133,2609.4057797214277,2194.585594550367,1664.8752564679653,1415.6248987127906,2045.293262729294,2049.2084541651543,1740.4119208489267
2168,1428.200445094876,1779.1924234065714,2593.324203451955,2181.987439540915,1654.7024110969874,1407.1859801737608,2033.2675506475732,2037.048789794382,1729.3207567929785
2169,1437.9949699602557,1790.9324912206205,2611.5204436875706,2196.2422023350746,1666.2129455836762,1416.7345832765839,2046.8745965227167,2050.807402157216,1741.8703652562833
2170,1495.6562307326265,1860.047340691674,2718.6433687629046,2280.1612903990203,1733.9765114318088,1472.9480802140295,2126.9805160371543,2131.805607401815,1815.7510543289663
2171,1507.3558145401591,1874.0708802900147,2740.3788220436527,2297.188639275969,1747.7258729115592,1484.353909877214,2143.2341654767397,2148.240303380107,1830.7415922045843
2172,1508.8416923555055,1875.851906583308,2743.139281592271,2299.351157222473,1749.4720778650026,1485.8024801461181,2145.2984215663573,2150.3275528547747,1832.645429814188
2173,1494.1473490749552,1858.2387411702157,2715.8401727419164,2277.9652931035735,1732.2032723420446,1471.4770836852279,2124.8843018544053,2129.686043858445,1813.8177421692137
2174,1478.4050529773892,1839.369462029629,2686.5941801502777,2255.0542586439633,1713.7029117200416,1456.1300464956958,2103.0143134553946,2107.572449510142,1793.6473250174665
2175,1569.134763088659,1948.1213376025173,2855.1515756731555,2387.1005308006115,1820.3285491610634,1544.581707336227,2229.0605836615464,2235.0227269223374,1909.898225753881
2176,1590.661247539658,1973.923751780472,2895.1434168172996,2418.429761555416,1845.626493171213,1565.5677029865344,2258.966257033274,2265.2615143231183,1937.4798547930134
2177,1617.8739410156695,2006.5418594684272,2945.6990807982997,2458.0345913784367,1877.6068751740697,1592.0971378424993,2296.771497573643,2303.4878607800533,1972.3471559688974
2178,1537.9185490539815,1910.7044669832621,2797.1581826675238,2341.669054285718,1783.643226174129,1514.1492726559607,2185.693451283381,2191.1725356939196,1869.9012612021206
2179,1576.1594549393074,1956.5413844994234,2868.202028069002,2397.324131986923,1828.5839733819007,1551.4300226270043,2238.819638397155,2244.8904860499965,1918.8988800492834
2180,1521.9359906032455,1891.5472007929568,2767.465831364468,2318.408346626042,1764.8605090172225,1498.568005640837,2163.4896783561176,2168.721438850286,1849.4229987488202
2181,1530.6638187800856,1902.0086878047107,2783.6803655479803,2331.110659609982,1775.1174605900865,1507.076694766213,2175.614815616467,2180.9816358792423,1860.6058614052313
2182,1569.5624641570669,1948.6339954002424,2855.946157492769,2387.722998695763,1820.831183843763,1544.998669649868,2229.6547674671588,2235.62352923672,1910.446234056645
2183,1520.0948312231062,1889.3403213091226,2764.0453307425855,2315.7287587347605,1762.6967768472737,1496.7730742468566,2160.9318472725945,2166.1351165367787,1847.0639430869205
2184,1472.5748569393068,1832.3811805359321,2675.7628586530336,2246.5691036508842,1706.8512600592542,1450.4462355151268,2094.914712296417,2099.382628320261,1786.1771640297843
2185,1414.3197562372939,1762.5545332859651,2567.536699457639,2161.785752393869,1638.3898129883294,1393.6538088314508,2013.9838005259799,2017.5502413762108,1711.5355949032635
2186,1378.5581533580792,1719.6893970275355,2501.098896078224,2109.739004523127,1596.3627449173237,1358.7901113159755,1964.3019856718322,1967.3150295357782,1665.7146775721249
2187,1348.2859488528766,1683.404049993699,2444.859281272058,2065.681421290761,1560.7868227838387,1329.2779838937058,1922.2463187450987,1924.790911941496,1626.9272612264663
2188,1337.2594404318827,1670.1872826268386,2424.3742655162,2049.633653364351,1547.8284601075402,1318.528329983064,1906.9277394378519,1909.3017016770732,1612.7991268551984
2189,1339.4448054527334,1672.806739302468,2428.434230391318,2052.814191513883,1550.3967030579888,1320.6588246732815,1909.9637582852547,1912.3715382037494,1615.5992091193232
2190,1351.3343839579852,1687.0580133408343,2450.5226552771937,2070.118055013578,1564.3693464784606,1332.2498786311712,1926.481357901437,1929.0731244531714,1630.8331849461692
2191,1480.7889326375607,1842.2268654520115,2691.0229449536228,2258.5237111751094,1716.5044492542931,1458.4540715028024,2106.3261188101833,2110.921144481542,1796.7017617328743
2192,1468.556000485758,1827.5640354525228,2668.296638646822,2240.720137393051,1702.1282963176297,1446.5282848508941,2089.3315150632006,2093.737240836311,1781.0278509538089
2193,1482.7979348672548,1844.6349273783794,2694.755263540573,2261.4475743160824,1718.865430492951,1460.4126315338094,2109.1171256102516,2113.743239814837,1799.275872445859
2194,1537.9526288203886,1910.7453162101729,2797.2214959599232,2341.718653321189,1783.6832767464557,1514.1824967446971,2185.7407966065375,2191.220408388293,1869.944927202341
2195,1537.2020219652736,1909.845611987471,2795.827020694824,2340.6262345649557,1782.8011628909605,1513.4507361902793,2184.698015864018,2190.1660122947246,1868.9831835474895
2196,1531.3999417344774,1902.8910311059753,2785.0479326638097,2332.18199877614,1775.9825529523428,1507.794335082918,2176.6374745966446,2182.0156860777015,1861.549047009989
2197,1510.8864783399272,1878.3028601979322,2746.9380791362405,2302.32709935069,1751.8751122046035,1487.7959254702982,2148.1391409557405,2153.1999145171617,1835.265389827404
2198,1487.9363116472746,1850.7939695657954,2704.301325202108,2268.9258688891146,1724.9040555355068,1465.4219935130307,2116.255616709155,2120.9612453089444,1805.85961362907
2199,1562.3528895736601,1939.9923414473471,2842.552230485655,2377.230322742025,1812.358485268053,1537.970113677696,2219.6388643534265,2225.4960607420867,1901.2086917100473
2200,1592.4248754512214,1976.037699273085,2898.419879698973,2420.9965116410026,1847.6991102891186,1567.2870495786397,2261.4163775066163,2267.738926256927,1939.7395703044117
2201,1613.4435713827559,2001.231459970075,2937.468352786365,2451.5867167673,1872.400300771601,1587.7780063067755,2290.616605563314,2297.264410511548,1966.6705759402626
2202,1561.1711736734967,1938.5758945042292,2840.3568420717024,2375.510476187093,1810.9697316726254,1536.8180684007634,2217.997165272979,2223.836075064699,1899.6945731524097
2203,1568.278508957682,1947.0950007763931,2853.5608292016177,2385.85435503442,1819.322278531355,1543.7469521067264,2227.871032417242,2233.8199254762126,1908.8011174983465
2204,1532.4504505339742,1904.1502085254888,2786.9995649020243,2333.710889044512,1777.217111844313,1508.8184676182157,2178.09689418294,2183.491361881753,1862.8950514667788
2205,1521.5278854005217,1891.0580313007051,2766.707654687985,2317.814398176286,1764.3809034136107,1498.1701471782196,2162.92271811132,2168.148163335168,1848.9000983961828
2206,1565.6449950085791,1943.938376766892,2848.6682945314465,2382.021589568454,1816.2273705548107,1541.179560649626,2224.212422570333,2230.12056301853,1905.4268273313253
2207,1537.9117331007003,1910.6962971378803,2797.145520009044,2341.6591344786243,1783.635216059664,1514.1426278382135,2185.68398221875,2191.162961155045,1869.8925280020767
2208,1463.4857832385526,1821.4866917189281,2658.8772035700867,2233.34104089096,1696.1697724197277,1441.5853710491458,2082.2877146106102,2086.6149807309503,1774.5314417710388
2209,1425.3036649502787,1775.7202391191872,2587.942573597997,2177.771521525941,1651.2981124492192,1404.361932631172,2029.2431981792809,2032.9796107726668,1725.6091467742556
2210,1365.8157286984915,1704.4158710857364,2477.4260560500506,2091.1939251607882,1581.3878359243765,1346.367624537459,1946.5995693436616,1949.415429109669,1649.3879600897667
2211,1337.1998008406704,1670.1157964797453,2424.263467254501,2049.5468550522783,1547.7583716059685,1318.4701878277754,1906.8448851223282,1909.2179244619203,1612.7227113548129
2212,1339.9645218904404,1673.4296900128516,2429.3997581004105,2053.5705768048047,1551.0074742859708,1321.1654920265107,1910.6857744633896,1913.1015967929395,1616.2651156226823
2213,1340.9179033556773,1674.5724471356702,2431.1709474552863,2054.958109822086,1552.1278890468097,1322.0949359089097,1912.0102598786893,1914.4408354180277,1617.4866719788442
2214,1358.083881694897,1695.1482027304392,2463.061852836914,2079.941143988468,1572.3013623277602,1338.8299094054028,1935.858099152558,1938.5543115737676,1639.4812362897933
2215,1480.1712368714334,1841.4864732142605,2689.875391528882,2257.6247286572107,1715.778532630872,1457.8518848944564,2105.467984827974,2110.053451896029,1795.910315478882
2216,1442.9348321009543,1796.853586661283,2620.6977054208783,2203.431582526492,1672.0182760424289,1421.550414938916,2053.737301114234,2057.7465492065994,1748.1997519882111
2217,1475.01496821405,1835.3059851827168,2680.2960903888375,2250.1203945905568,1709.7188810378448,1452.8250802686484,2098.3046374344135,2102.8103132373762,1789.3036496455554
2218,1508.66958953515,1875.6456179874106,2742.819549465653,2299.100682093348,1749.2698224747528,1485.6346984979996,2145.059327684418,2150.0857957481903,1832.4249165130755
2219,1506.4058410515631,1872.9322080898871,2738.6139640180163,2295.8060661622344,1746.6094632079528,1483.4277884036883,2141.9144145937553,2146.9058520244557,1829.524402448444
2220,1518.9812748557565,1888.0055728198254,2761.976568913432,2314.108110250769,1761.3881243964993,1495.6874771473967,2159.38483883846,2164.570876248137,1845.6371565297234
2221,1512.475447448655,1880.2074554026296,2749.8900613943674,2304.639654379492,1753.7424701393354,1489.34499860763,2150.3466166479066,2155.4319788923085,1837.301317087674
2222,1503.936761975374,1869.9726816002285,2734.0269159836726,2292.2126160424123,1743.7077992428847,1481.0207031747407,2138.4842459310753,2143.4374753171237,1826.3608007324858
2223,1568.3211086656909,1947.146062310031,2853.639970817117,2385.916353828758,1819.3723417467636,1543.7884822176468,2227.9302140711875,2233.879766344179,1908.8556999986217
2224,1592.5910143124559,1976.2368392542733,2898.7285319994207,2421.2383069389202,1847.8943568292113,1567.4490170112292,2261.647185957004,2267.9723056419957,1939.9524420554858
2225,1557.9787515553182,1934.7493431733972,2834.4259694061793,2370.864286539414,1807.2179943099231,1533.705801888387,2213.5620921263053,2219.351600419297,1895.604160581776
2226,1512.0077026547183,1879.6467997632842,2749.021086456184,2303.958907617662,1753.1927760341514,1488.8889979897237,2149.696802087585,2154.7749261620374,1836.7020012346509
2227,1515.8766081360761,1884.2842082482875,2756.2087279758375,2309.589638119426,1757.7395172575382,1492.6607626635164,2155.0716798989133,2160.2096737907455,1841.6591839096568
2228,1462.8859793497888,1820.767745325305,2657.7628896238557,2232.468097866683,1695.4648823467778,1441.0006270873862,2081.454436923058,2085.772421309983,1773.7629201671618
2229,1447.699183444657,1802.5643085833574,2629.5489036983286,2210.365527685238,1677.6173460536995,1426.195142544256,2060.3561772914964,2064.439151879962,1754.3042588190049
2230,1485.8446659840433,1848.2868482641695,2700.4154718810887,2265.881728087126,1722.4459516589566,1463.382865066838,2113.3497975004325,2118.023058691794,1803.1796128655512
2231,1452.4098591562686,1808.2106929730476,2638.3003835402496,2217.221354363118,1683.1533364135555,1430.7875422098361,2066.9004845847867,2071.056355059686,1760.3399916994515
2232,1373.975276770494,1714.1961972387594,2492.584841082801,2103.0691742282606,1590.976944203693,1354.3223019831566,1957.9352233403781,1960.877348959953,1659.8426921925043
2233,1357.0631926910066,1693.9247683844728,2461.1656197295492,2078.4556528761327,1571.101847686576,1337.8348479477495,1934.4401067240244,1937.120524377293,1638.1734395831963
2234,1309.4861347984754,1636.897205156207,2372.777097875228,2009.2129194078439,1515.1892461899095,1291.4523588673862,1868.3436683315601,1870.2878493977,1577.213519975691
2235,1292.0517782988002,1615.9997618995185,2340.387600315954,1983.8392928371336,1494.700374651886,1274.4557456720945,1844.1229846378349,1845.7973757737716,1554.8750859130073
2236,1289.5503234445243,1613.0014286442952,2335.740404653831,1980.198723633615,1491.7606626431077,1272.0170975588476,1840.6478379181567,1842.2835200067848,1551.6700014968396
2237,1273.9758701965127,1594.3333319462417,2306.806230027259,1957.5319644236954,1473.457551089813,1256.8336890063415,1819.0110252356908,1820.4056986782693,1531.714639396177
2238,1286.207950354155,1608.9951407150575,2329.5309535017495,1975.3342982298668,1487.832702762168,1268.7586450560311,1836.0044453495946,1837.588405506141,1547.3874585252368
2239,1444.7580996037304,1799.0390203009897,2624.0849665642518,2206.085130924152,1674.1609816619066,1423.32790368631,2056.2702759031004,2060.307738355562,1750.5358829999957
2240,1462.3330351398347,1820.1049666186834,2656.7356314546732,2231.6633535161773,1694.8150618107773,1440.461566247639,2080.6862590548453,2084.995686843779,1773.0544393135879
2241,1497.9003833505294,1862.737262283724,2722.8125490674115,2283.4273868847386,1736.613841619521,1475.1358864573172,2130.098205567002,2134.958024326285,1818.626460443471
2242,1512.3766161260746,1880.0889926445896,2749.706452846409,2304.495817176628,1753.626323479588,1489.2486487502947,2150.209315210753,2155.2931480786265,1837.1746856870354
2243,1492.385425151712,1856.1268361389482,2712.5668755248626,2275.40102296976,1730.1326577527554,1469.7593982975595,2122.4365486472207,2127.211025559355,1811.5602099578261
2244,1493.458085799373,1857.4125655559528,2714.5596614031365,2276.962152611187,1731.3932495167373,1470.8051264905355,2123.9267426935676,2128.7178186147485,1812.9345973147588
2245,1459.0579695881192,1816.179355912594,2650.651224055082,2226.896886207483,1690.966201810183,1437.268731320077,2076.1363734995175,2080.3951209145225,1768.8581366924202
2246,1446.3257688584538,1800.9180847388684,2626.997378014629,2208.3666865557852,1676.0033079889342,1424.8562117681818,2058.4481607682937,2062.5098822967257,1752.5445190101282
2247,1521.9837022762156,1891.6043897106315,2767.5544699738275,2318.4777852757006,1764.91657981848,1498.614519365068,2163.5559618085367,2168.788460622409,1849.4841311491289
2248,1561.9933480380664,1939.5613821034426,2841.884275250841,2376.7070529178136,1811.9359517300068,1537.6195995415278,2219.139371194127,2224.9910038164508,1900.7480154077239
2249,1519.1218538921853,1888.1740758808305,2762.2377362445795,2314.3127062720837,1761.5533330073467,1495.824526513434,2159.5801382964796,2164.768351112426,1845.8172787806318
2250,1518.3150154224988,1887.2069704337266,2760.738794047021,2313.1384491073245,1760.6051357075123,1495.0379462126011,2158.459237770752,2163.634965073142,1844.7834862254167
2251,1540.2214892689365,1913.4648534917328,2801.4365784014203,2345.020709107623,1786.3496435991049,1516.3943904523187,2188.8928114956734,2194.4075330161836,1872.8519911670055
2252,1497.0552051436348,1861.7242014563458,2721.2423794159035,2282.1973308050756,1735.620587425819,1474.3119290566558,2128.9240415527233,2133.7707815058316,1817.543543638008
2253,1483.8296997952277,1845.871637723092,2696.672073467968,2262.949185114945,1720.0779615701413,1461.418490820302,2110.5505052688113,2115.1925856369835,1800.5978606025276
2254,1503.5448446616933,1869.502915490759,2733.2988131210786,2291.642227134504,1743.247217661128,1480.638626154273,2137.9397747147773,2142.8869393318328,1825.858641729953
2255,1475.0320080972535,1835.326409796172,2680.327747035037,2250.145194108292,1709.738906324008,1452.8416923130167,2098.328310095992,2102.8342495845627,1789.3254826456655
2256,1408.9462290690658,1756.1136314328676,2557.553776078548,2153.9652244760923,1632.0748389967196,1388.4152006399488,2006.5186266972976,2010.001914290929,1704.6505583185326
2257,1360.4183456937783,1697.9463747738016,2467.39881336628,2083.338677918182,1575.0448265321381,1341.1057594838417,1939.10125378877,1941.8335911383263,1642.4723573048816
2258,1333.12556476671,1665.2322714026068,2416.694363148141,2043.6172903618058,1542.9703256843134,1314.4982480193462,1901.1847517389829,1903.494743849614,1607.5024410284798
2259,1311.6459399945206,1639.4860249116537,2376.789577781046,2012.3562582807729,1517.7274512111128,1293.5579354910515,1871.3441781865954,1873.3217814035963,1579.9808527396503
2260,1279.6663391923262,1601.154131609606,2317.377967025666,1965.8137633713459,1480.144995404061,1262.3812812230915,1826.9165105697275,1828.399241821221,1539.0057697829563
2261,1307.2249422973691,1634.186858950702,2368.5762609245207,2005.9220234043905,1512.5318907160338,1289.2479405797303,1865.2023061401342,1867.1114961260434,1574.3162808610762
2262,1336.0266048821086,1668.7095618433548,2422.0839071636483,2047.8394082562138,1546.3796306536226,1317.3264485730272,1905.2150223726699,1907.5699069581258,1611.2195092972304
2263,1474.0045031400816,1834.0948056048233,2678.418851269192,2248.649783188863,1708.5313815683585,1451.839986037616,2096.900848602827,2101.390887849213,1788.0089527390244
2264,1461.9164099955087,1819.6055848197038,2655.9616264550896,2231.057005307553,1694.3254435640836,1440.0554017628372,2080.107462479259,2084.4104431550677,1772.520622460895
2265,1498.611798474276,1863.5899898954783,2724.134214046251,2284.4627667501804,1737.4498973168404,1475.829439309688,2131.086539187891,2135.957366821324,1819.537988198069
2266,1489.75617117341,1852.9753182828108,2707.682255016241,2271.5744573832276,1727.0427560977516,1467.196159851551,2118.783856965706,2123.517647188469,1808.1913780408324
2267,1516.1057945651637,1884.5589192992602,2756.6345098672246,2309.923191632964,1758.0088573564353,1492.8841946602683,2155.3900771971403,2160.531617660405,1841.9528377611382
2268,1519.9303963501923,1889.14322378928,2763.739844106758,2315.4894433886166,1762.5035328357974,1496.6127680187037,2160.7034060883648,2165.9041307864286,1846.8532546358579
2269,1496.0345161397445,1860.5007671103792,2719.3461463085387,2280.7118396927403,1734.4210727846348,1473.3168675990025,2127.5060491241898,2132.3369943093567,1816.235746931411
2270,1481.2157817118086,1842.738502019064,2691.8159439409264,2259.1449390943744,1717.0060826726847,1458.8702032142248,2106.919118982717,2111.520749978565,1797.248678385633
2271,1532.4683424113377,1904.1716543696166,2787.032804380534,2333.7369285381337,1777.2381383947843,1508.8359102648021,2178.121750477597,2183.516495046299,1862.9179761168944
2272,1582.3900882326723,1964.0096444093176,2879.777280751941,2406.392075646778,1835.9062192675267,1557.5042166502253,2247.4755471032204,2253.642811398762,1926.882116539554
2273,1562.20464258979,1939.8146473102872,2842.2768176637173,2377.0145669377293,1812.1842652784321,1537.825588891693,2219.4329121976966,2225.2878145215636,1901.0187446090895
