name,bus,p_nom,p_min_pu,p_max_pu,carrier,marginal_cost,cyclic_state_of_charge,max_hours,efficiency_store,efficiency_dispatch,standing_loss,state_of_charge_initial
hydro_suruliyar,Madurai,35.0,0.0,1.0,hydro,300.0,False,720.0,1.0,0.9,0.0,0.0
