component_type,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size,component_id,original_component_id,bus,allocated_districts,allocation_method,allocation_confidence,allocation_source_url,allocation_notes,allocation_share,original_capacity_mw
Generator,261.0,unit,1.0,Bio Power,S.V Sugar Mills Ltd. Tamil Nadu Kancheepuram 45,Tamil Nadu,Kancheepuram,N.A.,45.0,S.V Sugar Mills Ltd.,1.0,s_v_sugar_mills_ltd_tamil_nadu_kancheepuram_45__unit_01,s_v_sugar_mills_ltd_tamil_nadu_kancheepuram_45__unit_01,Chennai South,Kancheepuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,45.0
Generator,262.0,unit,1.0,Bio Power,Saastha Energy(P) Ltd Tamil Nadu N.A. 2,Tamil Nadu,Vellore,N.A.,2.0,Saastha Energy(P) Ltd,1.0,saastha_energy_p_ltd_tamil_nadu_n_a_2__unit_01,saastha_energy_p_ltd_tamil_nadu_n_a_2__unit_01,Vellore,Vellore,Direct facility match in CEA plant-wise renewable-energy report,High,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,"CEA lists Saastha Energy at Mambakkam village, Arcot Taluk, Vellore district.",1.0,2.0
Generator,263.0,unit,1.0,Bio Power,Sakti Sugars Ltd. Tamil Nadu Erode 24.5,Tamil Nadu,Erode,N.A.,24.5,Sakti Sugars Ltd.,1.0,sakti_sugars_ltd_tamil_nadu_erode_24_5__unit_01,sakti_sugars_ltd_tamil_nadu_erode_24_5__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,24.5
Generator,264.0,unit,1.0,Bio Power,Sakti Sugars Ltd. Tamil Nadu Sivaganga 35,Tamil Nadu,Sivaganga,N.A.,35.0,Sakti Sugars Ltd.,1.0,sakti_sugars_ltd_tamil_nadu_sivaganga_35__unit_01,sakti_sugars_ltd_tamil_nadu_sivaganga_35__unit_01,Madurai,Sivagangai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,35.0
Generator,265.0,unit,1.0,Bio Power,Shakti Sugars Ltd. Tamil Nadu Erode 32,Tamil Nadu,Erode,N.A.,32.0,Shakti Sugars Ltd.,1.0,shakti_sugars_ltd_tamil_nadu_erode_32__unit_01,shakti_sugars_ltd_tamil_nadu_erode_32__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,32.0
Generator,266.0,unit,1.0,Bio Power,Shriraam City Union Finance Ltd. Tamil Nadu Thanjavur 7.5,Tamil Nadu,Thanjavur,N.A.,7.5,Shriraam City Union Finance Ltd.,1.0,shriraam_city_union_finance_ltd_tamil_nadu_thanjavur_7_5__unit_01,shriraam_city_union_finance_ltd_tamil_nadu_thanjavur_7_5__unit_01,Trichy,Thanjavur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,267.0,unit,1.0,Bio Power,Shriram Investments Ltd. Tamil Nadu Dindigul 7.5,Tamil Nadu,Dindigul,N.A.,7.5,Shriram Investments Ltd.,1.0,shriram_investments_ltd_tamil_nadu_dindigul_7_5__unit_01,shriram_investments_ltd_tamil_nadu_dindigul_7_5__unit_01,Madurai,Dindigul,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,268.0,unit,1.0,Bio Power,"Sripathi Paper & Board
(P) Ltd Tamil Nadu Virudhunagar 4.95 09.03.2011",Tamil Nadu,Virudhunagar,2011-09-03,4.95,"Sripathi Paper & Board
(P) Ltd",1.0,sripathi_paper_board_p_ltd_tamil_nadu_virudhunagar_4_95_09_03_20__unit_01,sripathi_paper_board_p_ltd_tamil_nadu_virudhunagar_4_95_09_03_20__unit_01,Tirunelveli,Virudhunagar,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,4.95
Generator,269.0,unit,1.0,Bio Power,"Subashri Bio Energy (P)
Ltd. Tamil Nadu Namakkal 2.5",Tamil Nadu,Namakkal,N.A.,2.5,"Subashri Bio Energy (P)
Ltd.",1.0,subashri_bio_energy_p_ltd_tamil_nadu_namakkal_2_5__unit_01,subashri_bio_energy_p_ltd_tamil_nadu_namakkal_2_5__unit_01,Erode,Namakkal,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.5
Generator,270.0,unit,1.0,Bio Power,Subramania Siva Co-op Sugar Mills Tamil Nadu Dharmapuri 5,Tamil Nadu,Dharmapuri,N.A.,5.0,Subramania Siva Co-op Sugar Mills,1.0,subramania_siva_co_op_sugar_mills_tamil_nadu_dharmapuri_5__unit_01,subramania_siva_co_op_sugar_mills_tamil_nadu_dharmapuri_5__unit_01,Vellore,Dharmapuri,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,271.0,unit,1.0,Bio Power,"Synergy Sakthi
Renewable energy Ltd. Tamil Nadu Dharmapuri 10",Tamil Nadu,Dharmapuri,N.A.,10.0,"Synergy Sakthi
Renewable energy Ltd.",1.0,synergy_sakthi_renewable_energy_ltd_tamil_nadu_dharmapuri_10__unit_01,synergy_sakthi_renewable_energy_ltd_tamil_nadu_dharmapuri_10__unit_01,Vellore,Dharmapuri,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,272.0,unit,1.0,Bio Power,TCP Ltd. Tamil Nadu Sivaganga 9,Tamil Nadu,Sivaganga,N.A.,9.0,TCP Ltd.,1.0,tcp_ltd_tamil_nadu_sivaganga_9__unit_01,tcp_ltd_tamil_nadu_sivaganga_9__unit_01,Madurai,Sivagangai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,9.0
Generator,273.0,unit,1.0,Bio Power,Terra Energy Ltd. Tamil Nadu Cuddalore 18.68,Tamil Nadu,Cuddalore,N.A.,18.68,Terra Energy Ltd.,1.0,terra_energy_ltd_tamil_nadu_cuddalore_18_68__unit_01,terra_energy_ltd_tamil_nadu_cuddalore_18_68__unit_01,Villupuram,Cuddalore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,18.68
Generator,274.0,unit,1.0,Bio Power,Terra Energy Ltd. Tamil Nadu Thanjavur 28.42,Tamil Nadu,Thanjavur,N.A.,28.42,Terra Energy Ltd.,1.0,terra_energy_ltd_tamil_nadu_thanjavur_28_42__unit_01,terra_energy_ltd_tamil_nadu_thanjavur_28_42__unit_01,Trichy,Thanjavur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,28.42
Generator,276.0,unit,1.0,Nuclear,Kudankulam Atomic Power Project,Tamil Nadu,Tirunelveli,2014-12-31,1000.0,Nuclear Power Corporation of India,1.0,kudankulam_atomic_power_project__unit_01,kudankulam_atomic_power_project__unit_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1000.0
Generator,277.0,unit,2.0,Nuclear,Kudankulam Atomic Power Project,Tamil Nadu,Tirunelveli,2017-03-31,1000.0,Nuclear Power Corporation of India,1.0,kudankulam_atomic_power_project__unit_02,kudankulam_atomic_power_project__unit_02,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1000.0
Generator,282.0,unit,1.0,Nuclear,Madras Atomic Power Station,Tamil Nadu,Kancheepuram,1984-01-27,220.0,Nuclear Power Corporation of India,1.0,madras_atomic_power_station__unit_01,madras_atomic_power_station__unit_01,Chennai South,Kancheepuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,220.0
Generator,283.0,unit,2.0,Nuclear,Madras Atomic Power Station,Tamil Nadu,Kancheepuram,1986-03-21,220.0,Nuclear Power Corporation of India,1.0,madras_atomic_power_station__unit_02,madras_atomic_power_station__unit_02,Chennai South,Kancheepuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,220.0
Generator,284.0,unit,1.0,Small-Hydro,Aliyar Mini Hydel Project,Tamil Nadu,Coimbatore,2002-09-23,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,aliyar_mini_hydel_project__unit_01,aliyar_mini_hydel_project__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.25
Generator,285.0,unit,2.0,Small-Hydro,Aliyar Mini Hydel Project,Tamil Nadu,Coimbatore,2002-09-23,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,aliyar_mini_hydel_project__unit_02,aliyar_mini_hydel_project__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.25
Generator,286.0,unit,1.0,Small-Hydro,Amaravathi Small Hydro Project,Tamil Nadu,Coimbatore,2006-09-21,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,amaravathi_small_hydro_project__unit_01,amaravathi_small_hydro_project__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,287.0,unit,2.0,Small-Hydro,Amaravathi Small Hydro Project,Tamil Nadu,Coimbatore,2006-11-30,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,amaravathi_small_hydro_project__unit_02,amaravathi_small_hydro_project__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,288.0,unit,1.0,Small-Hydro,Bhavani Barrage I Small Hydro Electric Project,Tamil Nadu,Coimbatore,2009-07-01,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,bhavani_barrage_i_small_hydro_electric_project__unit_01,bhavani_barrage_i_small_hydro_electric_project__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,289.0,unit,2.0,Small-Hydro,Bhavani Barrage I Small Hydro Electric Project,Tamil Nadu,Coimbatore,2009-07-01,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,bhavani_barrage_i_small_hydro_electric_project__unit_02,bhavani_barrage_i_small_hydro_electric_project__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,290.0,unit,1.0,Small-Hydro,Bhavani Barrage II Small Hydro Electric Project,Tamil Nadu,Coimbatore,N.A.,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,bhavani_barrage_ii_small_hydro_electric_project__unit_01,bhavani_barrage_ii_small_hydro_electric_project__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,291.0,unit,2.0,Small-Hydro,Bhavani Barrage II Small Hydro Electric Project,Tamil Nadu,Coimbatore,N.A.,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,bhavani_barrage_ii_small_hydro_electric_project__unit_02,bhavani_barrage_ii_small_hydro_electric_project__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,5.0
Generator,292.0,unit,4.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-05-26,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,lower_bhavani_micro_hydel_project__unit_04,lower_bhavani_micro_hydel_project__unit_04,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,293.0,unit,3.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-04-17,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,lower_bhavani_micro_hydel_project__unit_03,lower_bhavani_micro_hydel_project__unit_03,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,294.0,unit,2.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-04-11,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,lower_bhavani_micro_hydel_project__unit_02,lower_bhavani_micro_hydel_project__unit_02,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,295.0,unit,1.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Tamil Nadu,Erode,1990-04-03,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,lower_bhavani_micro_hydel_project__unit_01,lower_bhavani_micro_hydel_project__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,296.0,unit,1.0,Small-Hydro,Lower Bhavani Right Bank Canal Project,Tamil Nadu,Erode,1998-02-10,4.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,lower_bhavani_right_bank_canal_project__unit_01,lower_bhavani_right_bank_canal_project__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,4.0
Generator,297.0,unit,2.0,Small-Hydro,Lower Bhavani Right Bank Canal Project,Tamil Nadu,Erode,1998-02-28,4.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,lower_bhavani_right_bank_canal_project__unit_02,lower_bhavani_right_bank_canal_project__unit_02,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,4.0
Generator,298.0,unit,1.0,Small-Hydro,Maravakandy Small Hydro Project,Tamil Nadu,Nilgiris,1992-10-14,0.75,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,maravakandy_small_hydro_project__unit_01,maravakandy_small_hydro_project__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.75
Generator,299.0,unit,1.0,Small-Hydro,Mukurthy Small Hydro Project,Tamil Nadu,Nilgiris,2001-06-27,0.35,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,mukurthy_small_hydro_project__unit_01,mukurthy_small_hydro_project__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.35
Generator,300.0,unit,2.0,Small-Hydro,Mukurthy Small Hydro Project,Tamil Nadu,Nilgiris,2003-01-01,0.35,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,mukurthy_small_hydro_project__unit_02,mukurthy_small_hydro_project__unit_02,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.35
Generator,301.0,unit,1.0,Small-Hydro,Periyar Vaigai Mini I Hydro Project,Tamil Nadu,Kanniyakumari,2010-10-02,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,periyar_vaigai_mini_i_hydro_project__unit_01,periyar_vaigai_mini_i_hydro_project__unit_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,302.0,unit,2.0,Small-Hydro,Periyar Vaigai Mini I Hydro Project,Tamil Nadu,Kanniyakumari,2011-01-21,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,periyar_vaigai_mini_i_hydro_project__unit_02,periyar_vaigai_mini_i_hydro_project__unit_02,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,303.0,unit,1.0,Small-Hydro,Periyar Vaigai Mini II Hydro Project,Tamil Nadu,Kanniyakumari,2011-01-21,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,periyar_vaigai_mini_ii_hydro_project__unit_01,periyar_vaigai_mini_ii_hydro_project__unit_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.25
Generator,304.0,unit,2.0,Small-Hydro,Periyar Vaigai Mini II Hydro Project,Tamil Nadu,Kanniyakumari,2012-01-30,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,periyar_vaigai_mini_ii_hydro_project__unit_02,periyar_vaigai_mini_ii_hydro_project__unit_02,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.25
Generator,305.0,unit,1.0,Small-Hydro,Periyar Vaigai Mini III Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,periyar_vaigai_mini_iii_hydro_project__unit_01,periyar_vaigai_mini_iii_hydro_project__unit_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,306.0,unit,2.0,Small-Hydro,Periyar Vaigai Mini III Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,periyar_vaigai_mini_iii_hydro_project__unit_02,periyar_vaigai_mini_iii_hydro_project__unit_02,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,307.0,unit,1.0,Small-Hydro,Periyar Vaigai Mini IV Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,periyar_vaigai_mini_iv_hydro_project__unit_01,periyar_vaigai_mini_iv_hydro_project__unit_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.25
Generator,308.0,unit,2.0,Small-Hydro,Periyar Vaigai Mini IV Hydro Project,Tamil Nadu,Kanniyakumari,N.A.,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2.0,periyar_vaigai_mini_iv_hydro_project__unit_02,periyar_vaigai_mini_iv_hydro_project__unit_02,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.25
Generator,309.0,unit,1.0,Small-Hydro,Perunchani Small Hydro Project,Tamil Nadu,Kanniyakumari,2005-12-21,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,perunchani_small_hydro_project__unit_01,perunchani_small_hydro_project__unit_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.65
Generator,310.0,unit,2.0,Small-Hydro,Perunchani Small Hydro Project,Tamil Nadu,Kanniyakumari,2006-01-22,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,perunchani_small_hydro_project__unit_02,perunchani_small_hydro_project__unit_02,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.65
Generator,311.0,unit,1.0,Small-Hydro,Punachi Small Hydro Project,Tamil Nadu,Coimbatore,1992-11-12,1.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,punachi_small_hydro_project__unit_01,punachi_small_hydro_project__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.0
Generator,312.0,unit,2.0,Small-Hydro,Punachi Small Hydro Project,Tamil Nadu,Coimbatore,1992-12-16,1.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,punachi_small_hydro_project__unit_02,punachi_small_hydro_project__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.0
Generator,313.0,unit,1.0,Small-Hydro,Pykara Micro Power House,Tamil Nadu,Nilgiris,1989-10-09,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,pykara_micro_power_house__unit_01,pykara_micro_power_house__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,2.0
Generator,314.0,unit,1.0,Small-Hydro,Sathanur Small Hydro Project,Tamil Nadu,Tiruvannamalai,1999-03-10,7.5,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,sathanur_small_hydro_project__unit_01,sathanur_small_hydro_project__unit_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,315.0,unit,1.0,Small-Hydro,Servalar Small Hydro Project,Tamil Nadu,Tirunelveli,1986-03-23,20.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,servalar_small_hydro_project__unit_01,servalar_small_hydro_project__unit_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,20.0
Generator,316.0,unit,1.0,Small-Hydro,Sholayar II Power House,Tamil Nadu,Coimbatore,1971-03-29,25.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,sholayar_ii_power_house__unit_01,sholayar_ii_power_house__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,25.0
Generator,317.0,aggregate,1.0,Small-Hydro,Tamil Nadu Small Hydro Project Bunched,Tamil Nadu,Location TBC,N.A.,0.35,,1.0,tamil_nadu_small_hydro_project_bunched__aggregate_01,tamil_nadu_small_hydro_project_bunched__aggregate_01,Madurai,Madurai,Capacity-and-technology match to Tuklapatti canal-drop small hydro project,Medium,https://www.nsenergybusiness.com/news/newstamil-nadu-to-consider-small-hydro-in-india/,The generic 0.35 MW bunched entry is matched to the 350 kW Tuklapatti project reported in Madurai; confirm if a plant identifier becomes available.,1.0,0.35
Generator,318.0,unit,1.0,Small-Hydro,Thirumurthy Mini Hydel Project,Tamil Nadu,Tiruppur,2000-03-20,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),3.0,thirumurthy_mini_hydel_project__unit_01,thirumurthy_mini_hydel_project__unit_01,Coimbatore,Tiruppur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.65
Generator,319.0,unit,2.0,Small-Hydro,Thirumurthy Mini Hydel Project,Tamil Nadu,Tiruppur,2000-03-20,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),3.0,thirumurthy_mini_hydel_project__unit_02,thirumurthy_mini_hydel_project__unit_02,Coimbatore,Tiruppur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.65
Generator,320.0,unit,3.0,Small-Hydro,Thirumurthy Mini Hydel Project,Tamil Nadu,Tiruppur,2000-03-20,0.65,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),3.0,thirumurthy_mini_hydel_project__unit_03,thirumurthy_mini_hydel_project__unit_03,Coimbatore,Tiruppur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.65
Generator,321.0,unit,1.0,Small-Hydro,Vaigai Hydro Power Project,Tamil Nadu,Kanniyakumari,1990-03-04,3.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,vaigai_hydro_power_project__unit_01,vaigai_hydro_power_project__unit_01,Tirunelveli,Kanniyakumari,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,3.0
Generator,322.0,unit,2.0,Small-Hydro,Vaigai Hydro Power Project,Tamil Nadu,Theni,1990-03-04,3.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1.0,vaigai_hydro_power_project__unit_02,vaigai_hydro_power_project__unit_02,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,3.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,570.0335359463425,,,STOA_MTOA_import__chennai_north,STOA_MTOA_import,Chennai North,,demand energy share,,,,0.0847381501332455,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,713.4483336826662,,,STOA_MTOA_import__chennai_south,STOA_MTOA_import,Chennai South,,demand energy share,,,,0.10605743030811152,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,1032.1031230350034,,,STOA_MTOA_import__coimbatore,STOA_MTOA_import,Coimbatore,,demand energy share,,,,0.1534269545168728,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,875.9985328023475,,,STOA_MTOA_import__erode,STOA_MTOA_import,Erode,,demand energy share,,,,0.13022127736024194,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,659.2649339761058,,,STOA_MTOA_import__madurai,STOA_MTOA_import,Madurai,,demand energy share,,,,0.09800281462406805,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,562.3793753929995,,,STOA_MTOA_import__tirunelveli,STOA_MTOA_import,Tirunelveli,,demand energy share,,,,0.08360032338233975,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,813.9595472647244,,,STOA_MTOA_import__trichy,STOA_MTOA_import,Trichy,,demand energy share,,,,0.12099889211605833,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,814.5638230978832,,,STOA_MTOA_import__vellore,STOA_MTOA_import,Vellore,,demand energy share,,,,0.12108872054376144,6727.0
Generator,,,,market_import,STOA_MTOA_import,,statewide mechanism,,685.2487948019283,,,STOA_MTOA_import__villupuram,STOA_MTOA_import,Villupuram,,demand energy share,,,,0.10186543701530078,6727.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,8473.815013324549,,,unserved_energy__chennai_north,unserved_energy,Chennai North,,demand energy share,,,,0.0847381501332455,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,10605.743030811152,,,unserved_energy__chennai_south,unserved_energy,Chennai South,,demand energy share,,,,0.10605743030811152,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,15342.69545168728,,,unserved_energy__coimbatore,unserved_energy,Coimbatore,,demand energy share,,,,0.1534269545168728,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,13022.127736024195,,,unserved_energy__erode,unserved_energy,Erode,,demand energy share,,,,0.13022127736024194,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,9800.281462406805,,,unserved_energy__madurai,unserved_energy,Madurai,,demand energy share,,,,0.09800281462406805,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,8360.032338233974,,,unserved_energy__tirunelveli,unserved_energy,Tirunelveli,,demand energy share,,,,0.08360032338233975,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,12099.889211605832,,,unserved_energy__trichy,unserved_energy,Trichy,,demand energy share,,,,0.12099889211605833,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,12108.872054376143,,,unserved_energy__vellore,unserved_energy,Vellore,,demand energy share,,,,0.12108872054376144,100000.0
Generator,,,,unserved_energy,unserved_energy,,statewide mechanism,,10186.543701530078,,,unserved_energy__villupuram,unserved_energy,Villupuram,,demand energy share,,,,0.10186543701530078,100000.0
StorageUnit,77.0,unit,1.0,Hydro,Kadmparai Power House,Tamil Nadu,Coimbatore,1987-10-17,100.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,kadmparai_power_house__unit_01,kadmparai_power_house__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,100.0
StorageUnit,78.0,unit,2.0,Hydro,Kadmparai Power House,Tamil Nadu,Coimbatore,1988-02-26,100.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,kadmparai_power_house__unit_02,kadmparai_power_house__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,100.0
