date,technology,modeled_mu,observed_mu,error_mu,error_pct
2025-07-11,coal,217.25720959808987,170.2,47.057209598089884,27.648184252696762
2025-07-11,oil_gas,3.540000000000002,3.54,1.7763568394002505e-15,5.017957173447035e-14
2025-07-11,nuclear,54.07,54.07,0.0,0.0
2025-07-11,hydro,28.804563996633085,22.99,5.814563996633087,25.291709424241354
2025-07-11,solar,58.050059804642714,45.82,12.230059804642714,26.69153165570213
2025-07-11,wind,69.77563129063145,136.5,-66.72436870936855,-48.8823213988048
2025-07-11,comparable_total,431.4974646899971,433.12,-1.6225353100028883,-0.37461565155219995
2025-07-12,coal,208.5661702726395,161.24,47.3261702726395,29.351383200595073
2025-07-12,oil_gas,3.4900000000000015,3.49,1.3322676295501878e-15,3.8173857580234607e-14
2025-07-12,nuclear,54.19,54.19,0.0,0.0
2025-07-12,hydro,28.875816462034564,25.28,3.5958164620345627,14.223957523870896
2025-07-12,solar,58.030806326554945,47.82,10.210806326554945,21.352585375480853
2025-07-12,wind,66.60527023141238,147.14,-80.53472976858761,-54.733403403960594
2025-07-12,comparable_total,419.7580632926414,439.16,-19.40193670735863,-4.417965367373766
2025-07-13,coal,172.55456857223754,161.53,11.024568572237541,6.825090430407689
2025-07-13,oil_gas,3.2500000000000004,3.25,4.440892098500626e-16,1.3664283380001927e-14
2025-07-13,nuclear,54.26,54.26,0.0,0.0
2025-07-13,hydro,29.27911313155785,27.41,1.8691131315578495,6.8190920523817935
2025-07-13,solar,58.01067027821332,44.38,13.630670278213316,30.713542762986286
2025-07-13,wind,62.46665779489272,146.6,-84.13334220510728,-57.38972865286991
2025-07-13,comparable_total,379.8210097769014,437.43,-57.6089902230986,-13.16987637407096
2025-07-14,coal,199.54353734318988,160.32,39.22353734318989,24.46577928093182
2025-07-14,oil_gas,3.3800000000000003,3.38,4.440892098500626e-16,1.3138734019232622e-14
2025-07-14,nuclear,54.12,54.12,0.0,0.0
2025-07-14,hydro,28.3129495713696,24.11,4.202949571369601,17.432391420031525
2025-07-14,solar,57.989654953271526,47.66,10.329654953271529,21.673636074845845
2025-07-14,wind,59.29629673567359,161.16,-101.8637032643264,-63.206566929961774
2025-07-14,comparable_total,402.64243860350456,450.75,-48.10756139649544,-10.672781230503702
2025-07-15,coal,210.31927386402577,154.43,55.88927386402577,36.190684364453645
2025-07-15,oil_gas,3.33,3.33,0.0,0.0
2025-07-15,nuclear,54.18,54.18,0.0,0.0
2025-07-15,hydro,27.64231585188966,27.6,0.04231585188965781,0.15331830394803553
2025-07-15,solar,57.96776380568743,45.08,12.887763805687435,28.58865085556219
2025-07-15,wind,58.57763422800221,146.53,-87.95236577199779,-60.02345306217006
2025-07-15,comparable_total,412.01698774960505,431.15,-19.133012250394927,-4.437669546653121
2025-07-16,coal,218.1531924202666,151.3,66.8531924202666,44.18585090566199
2025-07-16,oil_gas,3.5600000000000014,3.56,1.3322676295501878e-15,3.742324802107269e-14
2025-07-16,nuclear,54.03,54.03,0.0,0.0
2025-07-16,hydro,28.953208850488604,25.37,3.583208850488603,14.12380311583998
2025-07-16,solar,57.94500045127237,38.28,19.66500045127237,51.37147453310441
2025-07-16,wind,60.64694044626208,143.33,-82.68305955373793,-57.6871970653303
2025-07-16,comparable_total,423.28834216828966,415.87,7.418342168289655,1.7838127704065345
2025-07-17,coal,198.83787733872379,154.52,44.317877338723775,28.680997501115566
2025-07-17,oil_gas,3.400000000000001,3.4,8.881784197001252e-16,2.612289469706251e-14
2025-07-17,nuclear,53.99,53.99,0.0,0.0
2025-07-17,hydro,28.59465190481994,26.25,2.3446519048199406,8.932007256456917
2025-07-17,solar,57.92136866929225,40.94,16.98136866929225,41.47867286099719
2025-07-17,wind,64.53596401315255,129.41,-64.87403598684745,-50.13062049829801
2025-07-17,comparable_total,407.2798619259885,408.51,-1.2301380740115064,-0.3011280198799311
2025-07-18,coal,189.57668567111196,179.08,10.496685671111948,5.8614505646146675
2025-07-18,oil_gas,3.600000000000002,3.6,1.7763568394002505e-15,4.934324553889585e-14
2025-07-18,nuclear,54.0,54.0,0.0,0.0
2025-07-18,hydro,28.68390332744757,28.11,0.5739033274475709,2.0416340357437597
2025-07-18,solar,57.896872404118156,36.71,21.186872404118155,57.71417162658173
2025-07-18,wind,68.42498758004285,126.1,-57.67501241995714,-45.73751976205959
2025-07-18,comparable_total,402.18244898272053,427.6,-25.417551017279493,-5.944235504508768
2025-07-19,coal,160.72927419169994,180.86,-20.13072580830007,-11.130557231173322
2025-07-19,oil_gas,3.8300000000000014,3.83,1.3322676295501878e-15,3.478505560183258e-14
2025-07-19,nuclear,54.02,54.02,0.0,0.0
2025-07-19,hydro,27.90241658114076,24.65,3.2524165811407606,13.194387753106534
2025-07-19,solar,57.87151576692447,29.58,28.29151576692447,95.64406952983255
2025-07-19,wind,70.49429379830275,141.4,-70.90570620169726,-50.1454782190221
2025-07-19,comparable_total,374.84750033806796,434.34,-59.492499661932015,-13.697218690871672
2025-07-20,coal,129.17043829580282,168.38,-39.20956170419717,-23.286353310486504
2025-07-20,oil_gas,3.8100000000000023,3.81,2.220446049250313e-15,5.827942386483762e-14
2025-07-20,nuclear,54.05,54.05,0.0,0.0
2025-07-20,hydro,29.17786311755463,28.26,0.9178631175546279,3.247923275140226
2025-07-20,solar,57.84530303743242,30.58,27.265303037432425,89.16057239186534
2025-07-20,wind,69.77563129063142,135.46,-65.68436870936858,-48.48986321376685
2025-07-20,comparable_total,343.82923574142126,420.54,-76.71076425857876,-18.241014947110564
2025-07-21,coal,154.60117653771732,166.76,-12.158823462282669,-7.291210999210044
2025-07-21,oil_gas,3.5000000000000013,3.5,1.3322676295501878e-15,3.806478941571965e-14
2025-07-21,nuclear,53.86,53.86,0.0,0.0
2025-07-21,hydro,28.379888434265915,26.2,2.1798884342659157,8.320184863610367
2025-07-21,solar,57.81823866569681,35.67,22.14823866569681,62.09206242135354
2025-07-21,wind,66.60527023141232,143.4,-76.79472976858769,-53.55281015940564
2025-07-21,comparable_total,364.7645738690924,429.39,-64.62542613090761,-15.050519604766674
2025-07-22,coal,162.87061113939632,169.21,-6.339388860603691,-3.7464623016392
2025-07-22,oil_gas,3.6400000000000037,3.64,3.552713678800501e-15,9.76020241428709e-14
2025-07-22,nuclear,53.95,53.95,0.0,0.0
2025-07-22,hydro,29.632582825125326,25.43,4.202582825125326,16.526082678432267
2025-07-22,solar,57.790327273933634,34.13,23.660327273933632,69.32413499541057
2025-07-22,wind,62.46665779489267,134.24,-71.77334220510734,-53.46643489653407
2025-07-22,comparable_total,370.350179033348,420.6,-50.24982096665201,-11.94717569345031
2025-07-23,coal,173.9469799737743,170.3,3.646979973774279,2.141503214195114
2025-07-23,oil_gas,3.6800000000000015,3.68,1.3322676295501878e-15,3.620292471603771e-14
2025-07-23,nuclear,53.84,53.84,0.0,0.0
2025-07-23,hydro,28.126808653069997,35.66,-7.53319134693,-21.125045841082446
2025-07-23,solar,57.76157365838594,38.39,19.37157365838594,50.45994701324809
2025-07-23,wind,59.29629673567356,157.49,-98.19370326432644,-62.3491670990707
2025-07-23,comparable_total,376.65165902090376,459.36,-82.70834097909625,-18.005124734216356
2025-07-24,coal,178.93416525050017,164.02,14.914165250500162,9.092894311974247
2025-07-24,oil_gas,3.5300000000000007,3.53,8.881784197001252e-16,2.5160861747878903e-14
2025-07-24,nuclear,53.61,53.61,0.0,0.0
2025-07-24,hydro,28.811053775578085,27.7,1.1110537755780854,4.011024460570705
2025-07-24,solar,57.73198279122582,32.57,25.161982791225817,77.25508993314651
2025-07-24,wind,58.57763422800221,159.79,-101.21236577199778,-63.34086349083033
2025-07-24,comparable_total,381.1948360453064,441.22,-60.02516395469365,-13.604361532725997
2025-07-25,coal,174.00718817290826,168.3,5.707188172908246,3.3910803166418573
2025-07-25,oil_gas,3.7800000000000007,3.78,8.881784197001252e-16,2.3496783589950404e-14
2025-07-25,nuclear,53.47,53.47,0.0,0.0
2025-07-25,hydro,29.191800020645093,28.74,0.45180002064509495,1.5720251240260785
2025-07-25,solar,57.701559822489465,32.89,24.811559822489464,75.43800493307833
2025-07-25,wind,60.646940446261986,154.39,-93.743059553738,-60.71834934499514
2025-07-25,comparable_total,378.7974884623048,441.57,-62.77251153769521,-14.215755494643027
2025-07-26,coal,172.95590565634245,162.42,10.535905656342464,6.486827765264417
2025-07-26,oil_gas,3.8500000000000014,3.85,1.3322676295501878e-15,3.460435401429059e-14
2025-07-26,nuclear,53.31,53.31,0.0,0.0
2025-07-26,hydro,29.048742140586068,30.36,-1.3112578594139315,-4.319031157489892
2025-07-26,solar,57.67031008204292,32.35,25.320310082042916,78.26989206195645
2025-07-26,wind,64.53596401315241,170.84,-106.3040359868476,-62.22432450646663
2025-07-26,comparable_total,381.3709218921239,453.13,-71.75907810787612,-15.83631145761175
2025-07-27,coal,137.4990368098559,151.8,-14.300963190144103,-9.420924367683861
2025-07-27,oil_gas,3.7800000000000007,3.78,8.881784197001252e-16,2.3496783589950404e-14
2025-07-27,nuclear,53.04,53.04,0.0,0.0
2025-07-27,hydro,28.912210414652836,26.77,2.142210414652837,8.002280219099129
2025-07-27,solar,57.63823908157542,43.27,14.368239081575418,33.20600665952257
2025-07-27,wind,68.42498758004287,138.52,-70.09501241995714,-50.6028100057444
2025-07-27,comparable_total,349.294473886127,417.18,-67.88552611387303,-16.272478573726694
2025-07-28,coal,181.8399781946326,148.73,33.10997819463262,22.261802053810676
2025-07-28,oil_gas,3.8900000000000015,3.89,1.3322676295501878e-15,3.424852518123876e-14
2025-07-28,nuclear,52.77,52.77,0.0,0.0
2025-07-28,hydro,28.849572949727616,30.44,-1.5904270502723854,-5.224793200632014
2025-07-28,solar,57.6053525166178,45.31,12.295352516617797,27.136068233541817
2025-07-28,wind,70.49429379830276,115.01,-44.51570620169724,-38.70594400634487
2025-07-28,comparable_total,395.4491974592808,396.15,-0.7008025407191667,-0.17690332972842782
2025-07-29,coal,194.04765139294588,157.04,37.00765139294589,23.565748467235032
2025-07-29,oil_gas,3.880000000000002,3.88,2.220446049250313e-15,5.722799096005962e-14
2025-07-29,nuclear,52.76,52.76,0.0,0.0
2025-07-29,hydro,27.902989387006798,29.63,-1.727010612993201,-5.828587961502534
2025-07-29,solar,57.57165626858244,49.42,8.151656268582435,16.494650482764943
2025-07-29,wind,69.77563129063141,124.84,-55.064368709368594,-44.1079531475237
2025-07-29,comparable_total,405.9379283391665,417.57,-11.632071660833503,-2.785657892289557
2025-07-30,coal,213.16018885161526,163.54,49.62018885161527,30.34131640675998
2025-07-30,oil_gas,3.860000000000001,3.86,1.3322676295501878e-15,3.4514705428761346e-14
2025-07-30,nuclear,52.41,52.41,0.0,0.0
2025-07-30,hydro,28.625645946682553,29.25,-0.6243540533174468,-2.134543772025459
2025-07-30,solar,57.53715640682219,48.46,9.07715640682219,18.73123484692982
2025-07-30,wind,66.6052702314123,111.04,-44.4347297685877,-40.0168675869846
2025-07-30,comparable_total,422.19826143653233,408.56,13.638261436532332,3.3381293901831635
2025-07-31,coal,222.8820189983826,165.11,57.77201899838258,34.990018168725435
2025-07-31,oil_gas,3.790000000000002,3.79,1.7763568394002505e-15,4.68695735989512e-14
2025-07-31,nuclear,52.14,52.14,0.0,0.0
2025-07-31,hydro,28.99699684913931,31.62,-2.62300315086069,-8.295392633968024
2025-07-31,solar,57.501859190704565,47.75,9.751859190704565,20.422741760637834
2025-07-31,wind,62.466657794892626,134.39,-71.92334220510736,-53.518373543498306
2025-07-31,comparable_total,427.7775328331191,434.8,-7.022467166880915,-1.6151028442688398
