date,reported_page_date,reservoir,full_depth_ft,full_capacity_mcft,current_level_ft,current_storage_mcft,current_inflow_cusec,current_outflow_cusec,last_year_level_ft,last_year_storage_mcft,source_url,date_validation,storage_fraction_gross,storage_fraction,inflow_mcft_per_day,outflow_mcft_per_day,current_storage_m3,full_capacity_m3,inflow_m3_per_day,outflow_m3_per_day,agriculture_storage_bcm,cwc_live_capacity_bcm,cwc_nonlive_offset_bcm,calibrated_live_storage_bcm,live_soc_fraction,live_capacity_source,soc_calibration_rule
2025-04-21,2025-04-21,Thirumurthy,60.0,1744.0,45.79,1169.0,802.0,1217.0,23.74,472.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-21,verified,0.6702981651376146,0.6702981651376146,69.2928,105.14880000000001,33102393.666048,49384580.456448,1962153.5875301377,2977482.43893289,0.033102393666048,,0.0,,,,
2025-04-22,2025-04-22,METTUR,120.0,93470.0,107.64,75098.0,2207.0,1003.0,54.83,20989.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.8034449556007275,0.8034449556007275,190.68480000000002,86.6592,2126538545.3660161,2646775650.9542403,5399592.229026203,2453915.2721854467,2.1265385453660164,2.647,0.0,2.1265385453660164,0.8033768588462473,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,Krishna Raja Sagar,124.8,49452.0,99.2,22190.0,81.0,3841.0,82.52,11942.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.44871794871794873,0.44871794871794873,6.9984,331.86240000000004,628350825.87648,1400324697.6675842,198172.61918945282,9397296.670452943,0.6283508258764801,,0.0,,,,
2025-04-22,2025-04-22,Kabini,65.0,19516.0,47.0,9812.0,93.0,800.0,42.62,7947.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.5027669604427136,0.5027669604427136,8.0352,69.12,277844898.76070404,552631578.089472,227531.5257360384,1957260.4364390403,0.277844898760704,,0.0,,,,
2025-04-22,2025-04-22,Harangi,129.0,8500.0,102.3,3456.0,109.0,100.0,95.4,3104.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.40658823529411764,0.40658823529411764,9.4176,8.64,97863021.821952,240693196.032,266676.7344648192,244657.55455488004,0.09786302182195201,,0.0,,,,
2025-04-22,2025-04-22,Hemavathy,117.0,37103.0,94.51,19407.0,85.0,340.0,75.33,9801.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.5230574347087836,0.5230574347087836,7.344,29.376,549545041.8109441,1050639959.1029761,207958.92137164803,831835.6854865921,0.5495450418109441,,0.0,,,,
2025-04-22,2025-04-22,BHAVANISAGAR,105.0,32800.0,73.05,12279.0,859.0,2573.0,46.01,3544.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.374359756097561,0.374359756097561,74.2176,222.30720000000002,347702559.303168,928792568.2176001,2101608.3936264194,6295038.878697064,0.347702559303168,0.792,0.0,0.347702559303168,0.43901838295854545,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,AMARAVATHI,90.0,4047.0,48.46,1100.0,21.0,25.0,40.91,770.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.2718062762540153,0.2718062762540153,1.8144,2.16,31148531.2512,114598278.15782401,51378.086456524805,61164.38863872001,0.031148531251200002,,0.0,,,,
2025-04-22,2025-04-22,Periyar,152.0,10570.0,113.9,1543.0,100.0,100.0,115.35,1790.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.14597918637653737,0.14597918637653737,8.64,8.64,43692894.291456,299309068.47744,244657.55455488004,244657.55455488004,0.043692894291456,,0.0,,,,
2025-04-22,2025-04-22,Vaigai,71.0,6091.0,56.2,2915.0,110.0,72.0,58.07,3242.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.47857494664258743,0.47857494664258743,9.504000000000001,6.2208000000000006,82543607.81568001,172477912.591872,269123.31001036806,176153.43927951364,0.08254360781568001,0.172,0.0,0.08254360781568001,0.47990469660279084,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,Papanasam (TN EB Dam),143.0,5500.0,87.35,2414.0,124.0,200.0,60.5,1244.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.4389090909090909,0.4389090909090909,10.713600000000001,17.28,68356867.673088,155742656.256,303375.36764805124,489315.1091097601,0.068356867673088,,0.0,,,,
2025-04-22,2025-04-22,Manimuthar,118.0,5511.0,85.85,2619.0,54.0,,90.26,2954.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.4752313554708764,0.4752313554708764,4.6656,,74161821.22444801,156054141.56851202,132115.07945963522,,0.074161821224448,0.156,0.0,0.074161821224448,0.47539628990030774,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,Pechiparai,48.0,4350.0,31.58,2196.0,185.0,,42.75,3582.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.5048275862068966,0.5048275862068966,15.984,,62183795.116032004,123178282.6752,452616.47592652804,,0.062183795116032003,,0.0,,,,
2025-04-22,2025-04-22,Perunchani,77.0,2890.0,29.5,233.0,56.0,22.0,47.65,783.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.08062283737024221,0.08062283737024221,4.8384,1.9008,6597825.2559360005,81835686.65088001,137008.2305507328,53824.6620020736,0.0065978252559360006,,0.0,,,,
2025-04-22,2025-04-22,Krishnagiri,52.0,1666.0,48.8,1318.0,184.0,12.0,40.25,612.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.7911164465786314,0.7911164465786314,15.8976,1.0368,37321603.808256,47175866.422272004,450169.90038097923,29358.9065465856,0.037321603808256006,,0.0,,,,
2025-04-22,2025-04-22,Sathanur,119.0,7321.0,93.65,2889.0,,520.0,80.2,1530.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.39461822155443244,0.39461822155443244,,44.928000000000004,81807369.804288,207307633.900032,,1272219.2836853762,0.081807369804288,0.207,0.0,0.081807369804288,0.3952046850448696,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,Sholayar,160.0,5046.0,1.98,20.0,10.0,10.0,4.58,48.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.003963535473642489,0.003963535473642489,0.8640000000000001,0.8640000000000001,566336.93184,142886807.903232,24465.755455488004,24465.755455488004,0.0005663369318400001,0.143,0.0,0.0005663369318400001,0.003960398124755246,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,Parambikulam,72.0,13408.0,42.44,7119.0,70.0,1060.0,13.7,1967.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.5309516706443914,0.5309516706443914,6.048,91.584,201587630.888448,379672279.10553604,171260.28818841602,2593370.078281728,0.20158763088844803,0.38,0.0,0.20158763088844803,0.5304937654959159,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-22,2025-04-22,Aliyar,120.0,3864.0,65.2,759.0,343.0,89.0,51.8,355.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.19642857142857142,0.19642857142857142,29.6352,7.6896,21492486.563328,109416295.231488,839175.4121232384,217745.2235538432,0.021492486563328,0.095,0.014416,0.0070764865633280005,0.0744893322455579,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-04-22,2025-04-22,Thirumurthy,60.0,1744.0,44.84,1133.0,808.0,1217.0,23.24,458.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-22,verified,0.6496559633027523,0.6496559633027523,69.8112,105.14880000000001,32082987.188736003,49384580.456448,1976833.0408034306,2977482.43893289,0.032082987188736006,,0.0,,,,
2025-04-23,2025-04-23,METTUR,120.0,93470.0,107.67,75139.0,1872.0,1003.0,54.66,20873.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.8038835990157269,0.8038835990157269,161.7408,86.6592,2127699536.0762882,2646775650.9542403,4579989.421267354,2453915.2721854467,2.127699536076288,2.647,0.0,2.127699536076288,0.8038154650835996,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,Krishna Raja Sagar,124.8,49452.0,98.76,21854.0,131.0,3838.0,82.38,11875.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.441923481355658,0.441923481355658,11.3184,331.6032,618836365.421568,1400324697.6675842,320501.39646689285,9389956.943816295,0.6188363654215681,,0.0,,,,
2025-04-23,2025-04-23,Kabini,65.0,19516.0,46.85,9745.0,160.0,800.0,42.43,7872.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.49933387989342076,0.49933387989342076,13.824000000000002,69.12,275947670.03904,552631578.089472,391452.08728780807,1957260.4364390403,0.27594767003904,,0.0,,,,
2025-04-23,2025-04-23,Harangi,129.0,8500.0,102.27,3455.0,115.0,100.0,95.3,3099.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.40647058823529414,0.40647058823529414,9.936,8.64,97834704.97536,240693196.032,281356.187738112,244657.55455488004,0.09783470497536001,,0.0,,,,
2025-04-23,2025-04-23,Hemavathy,117.0,37103.0,94.45,19373.0,60.0,380.0,75.25,9768.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.5221410667601003,0.5221410667601003,5.184,32.832,548582269.026816,1050639959.1029761,146794.53273292803,929698.7073085441,0.5485822690268161,,0.0,,,,
2025-04-23,2025-04-23,BHAVANISAGAR,105.0,32800.0,72.65,12100.0,987.0,2934.0,45.92,3526.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.36890243902439024,0.36890243902439024,85.27680000000001,253.4976,342633843.76320004,928792568.2176001,2414770.063456666,7178252.650640179,0.34263384376320005,0.792,0.0,0.34263384376320005,0.43261848960000004,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,AMARAVATHI,90.0,4047.0,48.36,1095.0,58.0,50.0,40.88,769.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.27057079318013344,0.27057079318013344,5.0112000000000005,4.32,31006947.01824,114598278.15782401,141901.38164183043,122328.77727744002,0.031006947018240003,,0.0,,,,
2025-04-23,2025-04-23,Periyar,152.0,10570.0,113.9,1543.0,100.0,100.0,115.35,1790.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.14597918637653737,0.14597918637653737,8.64,8.64,43692894.291456,299309068.47744,244657.55455488004,244657.55455488004,0.043692894291456,,0.0,,,,
2025-04-23,2025-04-23,Vaigai,71.0,6091.0,56.2,2915.0,110.0,72.0,57.91,3212.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.47857494664258743,0.47857494664258743,9.504000000000001,6.2208000000000006,82543607.81568001,172477912.591872,269123.31001036806,176153.43927951364,0.08254360781568001,0.172,0.0,0.08254360781568001,0.47990469660279084,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,Papanasam (TN EB Dam),143.0,5500.0,87.15,2404.0,53.0,200.0,60.2,1233.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.4370909090909091,0.4370909090909091,4.5792,17.28,68073699.207168,155742656.256,129668.50391408641,489315.1091097601,0.068073699207168,,0.0,,,,
2025-04-23,2025-04-23,Manimuthar,118.0,5511.0,85.9,2622.0,54.0,,90.1,2941.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.4757757212847033,0.4757757212847033,4.6656,,74246771.76422401,156054141.56851202,132115.07945963522,,0.074246771764224,0.156,0.0,0.074246771764224,0.47594084464246156,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,Pechiparai,48.0,4350.0,31.64,2202.0,103.0,,42.8,3589.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.5062068965517241,0.5062068965517241,8.8992,,62353696.19558401,123178282.6752,251997.28119152642,,0.06235369619558401,,0.0,,,,
2025-04-23,2025-04-23,Perunchani,77.0,2890.0,29.7,235.0,56.0,22.0,47.6,781.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.08131487889273356,0.08131487889273356,4.8384,1.9008,6654458.94912,81835686.65088001,137008.2305507328,53824.6620020736,0.006654458949120001,,0.0,,,,
2025-04-23,2025-04-23,Krishnagiri,52.0,1666.0,48.9,1328.0,128.0,12.0,40.1,603.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.7971188475390156,0.7971188475390156,11.0592,1.0368,37604772.274176,47175866.422272004,313161.6698302464,29358.9065465856,0.037604772274176,,0.0,,,,
2025-04-23,2025-04-23,Sathanur,119.0,7321.0,93.3,2845.0,,520.0,80.15,1526.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.3886081136456768,0.3886081136456768,,44.928000000000004,80561428.55424,207307633.900032,,1272219.2836853762,0.08056142855424,0.207,0.0,0.08056142855424,0.3891856451895653,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,Sholayar,160.0,5046.0,1.98,20.0,10.0,10.0,4.94,52.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.003963535473642489,0.003963535473642489,0.8640000000000001,0.8640000000000001,566336.93184,142886807.903232,24465.755455488004,24465.755455488004,0.0005663369318400001,0.143,0.0,0.0005663369318400001,0.003960398124755246,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,Parambikulam,72.0,13408.0,42.05,7042.0,173.0,1050.0,13.45,1928.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.525208830548926,0.525208830548926,14.9472,90.72,199407233.70086402,379672279.10553604,423257.56937994243,2568904.32282624,0.19940723370086402,0.38,0.0,0.19940723370086402,0.5247558781601684,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-23,2025-04-23,Aliyar,120.0,3864.0,66.1,794.0,214.0,110.0,51.95,358.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.2054865424430642,0.2054865424430642,18.4896,9.504000000000001,22483576.194048002,109416295.231488,523567.1667474432,269123.31001036806,0.022483576194048,0.095,0.014416,0.008067576194048002,0.08492185467418949,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-04-23,2025-04-23,Thirumurthy,60.0,1744.0,43.9,1097.0,812.0,1217.0,23.39,462.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-23,verified,0.6290137614678899,0.6290137614678899,70.1568,105.14880000000001,31063580.711424,49384580.456448,1986619.3429856258,2977482.43893289,0.031063580711424003,,0.0,,,,
2025-04-24,2025-04-24,METTUR,120.0,93470.0,107.73,75223.0,2369.0,1003.0,54.49,20757.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.8047822830854819,0.8047822830854819,204.6816,86.6592,2130078151.190016,2646775650.9542403,5795937.467405108,2453915.2721854467,2.130078151190016,2.647,0.0,2.130078151190016,0.8047140729845169,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,Krishna Raja Sagar,124.8,49452.0,98.31,21515.0,85.0,3835.0,82.23,11804.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.435068349106204,0.435068349106204,7.344,331.344,609236954.42688,1400324697.6675842,207958.92137164803,9382617.217179649,0.6092369544268801,,0.0,,,,
2025-04-24,2025-04-24,Kabini,65.0,19516.0,46.7,9679.0,160.0,800.0,42.24,7798.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.4959520393523263,0.4959520393523263,13.824000000000002,69.12,274078758.163968,552631578.089472,391452.08728780807,1957260.4364390403,0.27407875816396804,,0.0,,,,
2025-04-24,2025-04-24,Harangi,129.0,8500.0,102.23,3453.0,109.0,100.0,95.2,3093.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.4062352941176471,0.4062352941176471,9.4176,8.64,97778071.282176,240693196.032,266676.7344648192,244657.55455488004,0.09777807128217601,,0.0,,,,
2025-04-24,2025-04-24,Hemavathy,117.0,37103.0,94.4,19345.0,95.0,350.0,75.17,9736.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.521386410802361,0.521386410802361,8.208,30.240000000000002,547789397.32224,1050639959.1029761,232424.67682713602,856301.4409420801,0.5477893973222401,,0.0,,,,
2025-04-24,2025-04-24,BHAVANISAGAR,105.0,32800.0,72.28,11935.0,1064.0,2850.0,45.84,3510.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.3638719512195122,0.3638719512195122,91.92960000000001,246.24,337961564.07552004,928792568.2176001,2603156.380463924,6972740.304814081,0.33796156407552,0.792,0.0,0.33796156407552,0.42671914656000004,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,AMARAVATHI,90.0,4047.0,48.26,1090.0,8.0,50.0,40.85,768.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.26933531010625156,0.26933531010625156,0.6912,4.32,30865362.78528,114598278.15782401,19572.6043643904,122328.77727744002,0.030865362785280005,,0.0,,,,
2025-04-24,2025-04-24,Periyar,152.0,10570.0,113.9,1543.0,100.0,100.0,115.3,1781.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.14597918637653737,0.14597918637653737,8.64,8.64,43692894.291456,299309068.47744,244657.55455488004,244657.55455488004,0.043692894291456,,0.0,,,,
2025-04-24,2025-04-24,Vaigai,71.0,6091.0,56.14,2904.0,,72.0,57.64,3166.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.4767690034477097,0.4767690034477097,,6.2208000000000006,82232122.503168,172477912.591872,,176153.43927951364,0.08223212250316801,0.172,0.0,0.08223212250316801,0.478093735483535,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,Papanasam (TN EB Dam),143.0,5500.0,87.0,2397.0,120.0,200.0,59.9,1221.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.4358181818181818,0.4358181818181818,10.368,17.28,67875481.28102401,155742656.256,293589.06546585605,489315.1091097601,0.06787548128102401,,0.0,,,,
2025-04-24,2025-04-24,Manimuthar,118.0,5511.0,85.89,2622.0,4.0,,89.94,2928.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.4757757212847033,0.4757757212847033,0.3456,,74246771.76422401,156054141.56851202,9786.3021821952,,0.074246771764224,0.156,0.0,0.074246771764224,0.47594084464246156,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,Pechiparai,48.0,4350.0,31.66,2205.0,60.0,,42.87,3598.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.506896551724138,0.506896551724138,5.184,,62438646.735360004,123178282.6752,146794.53273292803,,0.06243864673536,,0.0,,,,
2025-04-24,2025-04-24,Perunchani,77.0,2890.0,30.7,243.0,131.0,22.0,47.55,779.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.08408304498269896,0.08408304498269896,11.3184,1.9008,6880993.721856001,81835686.65088001,320501.39646689285,53824.6620020736,0.0068809937218560005,,0.0,,,,
2025-04-24,2025-04-24,Krishnagiri,52.0,1666.0,48.95,1333.0,72.0,12.0,39.9,591.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.8001200480192077,0.8001200480192077,6.2208000000000006,1.0368,37746356.507136,47175866.422272004,176153.43927951364,29358.9065465856,0.037746356507136,,0.0,,,,
2025-04-24,2025-04-24,Sathanur,119.0,7321.0,92.95,2801.0,,520.0,80.15,1526.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.3825980057369212,0.3825980057369212,,44.928000000000004,79315487.304192,207307633.900032,,1272219.2836853762,0.07931548730419201,0.207,0.0,0.07931548730419201,0.38316660533426095,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,Sholayar,160.0,5046.0,1.98,20.0,10.0,10.0,4.94,52.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.003963535473642489,0.003963535473642489,0.8640000000000001,0.8640000000000001,566336.93184,142886807.903232,24465.755455488004,24465.755455488004,0.0005663369318400001,0.143,0.0,0.0005663369318400001,0.003960398124755246,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,Parambikulam,72.0,13408.0,41.62,6959.0,114.0,1075.0,13.23,1894.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.5190184964200477,0.5190184964200477,9.8496,92.88000000000001,197056935.433728,379672279.10553604,278909.61219256325,2630068.7114649606,0.19705693543372801,0.38,0.0,0.19705693543372801,0.5185708827203369,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-24,2025-04-24,Aliyar,120.0,3864.0,66.1,794.0,207.0,65.0,52.1,362.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.2054865424430642,0.2054865424430642,17.884800000000002,5.6160000000000005,22483576.194048002,109416295.231488,506441.1379286017,159027.41046067202,0.022483576194048,0.095,0.014416,0.008067576194048002,0.08492185467418949,CWC static live capacity,"Agriculture storage - 0.014416 BCM, clipped to CWC live capacity"
2025-04-24,2025-04-24,Thirumurthy,60.0,1744.0,42.95,1061.0,812.0,1217.0,24.05,481.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-24,verified,0.6083715596330275,0.6083715596330275,70.1568,105.14880000000001,30044174.234112002,49384580.456448,1986619.3429856258,2977482.43893289,0.030044174234112004,,0.0,,,,
2025-04-25,2025-04-25,METTUR,120.0,93470.0,107.76,75264.0,1872.0,1003.0,54.32,20641.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.8052209265004815,0.8052209265004815,161.7408,86.6592,2131239141.900288,2646775650.9542403,4579989.421267354,2453915.2721854467,2.1312391419002883,2.647,0.0,2.1312391419002883,0.8051526792218695,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-25,2025-04-25,Krishna Raja Sagar,124.8,49452.0,97.86,21178.0,113.0,3832.0,82.09,11737.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.4282536601148589,0.4282536601148589,9.763200000000001,331.08480000000003,599694177.125376,1400324697.6675842,276463.03664701444,9375277.490543002,0.5996941771253761,,0.0,,,,
2025-04-25,2025-04-25,Kabini,65.0,19516.0,46.54,9608.0,108.0,800.0,42.05,7723.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.4923139987702398,0.4923139987702398,9.3312,69.12,272068262.05593604,552631578.089472,264230.15891927044,1957260.4364390403,0.27206826205593604,,0.0,,,,
2025-04-25,2025-04-25,Harangi,129.0,8500.0,102.18,3450.0,103.0,100.0,95.11,3089.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.40588235294117647,0.40588235294117647,8.8992,8.64,97693120.7424,240693196.032,251997.28119152642,244657.55455488004,0.09769312074240001,,0.0,,,,
2025-04-25,2025-04-25,Hemavathy,117.0,37103.0,94.35,19317.0,65.0,320.0,75.09,9703.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.5206317548446218,0.5206317548446218,5.6160000000000005,27.648000000000003,546996525.617664,1050639959.1029761,159027.41046067202,782904.1745756161,0.5469965256176641,,0.0,,,,
2025-04-25,2025-04-25,BHAVANISAGAR,105.0,32800.0,71.78,11715.0,426.0,2850.0,45.77,3496.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.3571646341463415,0.3571646341463415,36.806400000000004,246.24,331731857.82528,928792568.2176001,1042241.182403789,6972740.304814081,0.33173185782528003,0.792,0.0,0.33173185782528003,0.41885335584,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-25,2025-04-25,AMARAVATHI,90.0,4047.0,48.2,1088.0,5.0,25.0,40.82,767.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.2688411168766988,0.2688411168766988,0.43200000000000005,2.16,30808729.092096,114598278.15782401,12232.877727744002,61164.38863872001,0.030808729092096004,,0.0,,,,
2025-04-25,2025-04-25,Periyar,152.0,10570.0,113.9,1543.0,100.0,100.0,115.3,1781.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.14597918637653737,0.14597918637653737,8.64,8.64,43692894.291456,299309068.47744,244657.55455488004,244657.55455488004,0.043692894291456,,0.0,,,,
2025-04-25,2025-04-25,Vaigai,71.0,6091.0,56.07,2893.0,,72.0,57.58,3155.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.474963060252832,0.474963060252832,,6.2208000000000006,81920637.190656,172477912.591872,,176153.43927951364,0.08192063719065601,0.172,0.0,0.08192063719065601,0.4762827743642792,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-25,2025-04-25,Papanasam (TN EB Dam),143.0,5500.0,86.8,2387.0,22.0,200.0,59.6,1210.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.434,0.434,1.9008,17.28,67592312.81510401,155742656.256,53824.6620020736,489315.1091097601,0.067592312815104,,0.0,,,,
2025-04-25,2025-04-25,Manimuthar,118.0,5511.0,85.88,2621.0,4.0,,89.8,2917.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.4755942660134277,0.4755942660134277,0.3456,,74218454.917632,156054141.56851202,9786.3021821952,,0.074218454917632,0.156,0.0,0.074218454917632,0.47575932639507695,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-25,2025-04-25,Pechiparai,48.0,4350.0,31.76,2215.0,150.0,,43.04,3622.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.5091954022988506,0.5091954022988506,12.96,,62721815.201280005,123178282.6752,366986.33183232,,0.06272181520128,,0.0,,,,
2025-04-25,2025-04-25,Perunchani,77.0,2890.0,31.1,248.0,98.0,22.0,47.55,779.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.08581314878892733,0.08581314878892733,8.4672,1.9008,7022577.954816001,81835686.65088001,239764.40346378242,53824.6620020736,0.007022577954816001,,0.0,,,,
2025-04-25,2025-04-25,Krishnagiri,52.0,1666.0,49.0,1338.0,68.0,12.0,39.7,580.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.8031212484993998,0.8031212484993998,5.8752,1.0368,37887940.740096,47175866.422272004,166367.13709731842,29358.9065465856,0.037887940740096,,0.0,,,,
2025-04-25,2025-04-25,Sathanur,119.0,7321.0,92.6,2758.0,,520.0,80.1,1522.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.3767244911897282,0.3767244911897282,,44.928000000000004,78097862.900736,207307633.900032,,1272219.2836853762,0.078097862900736,0.207,0.0,0.078097862900736,0.37728436183930436,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-25,2025-04-25,Sholayar,160.0,5046.0,1.98,20.0,10.0,10.0,4.94,52.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.003963535473642489,0.003963535473642489,0.8640000000000001,0.8640000000000001,566336.93184,142886807.903232,24465.755455488004,24465.755455488004,0.0005663369318400001,0.143,0.0,0.0005663369318400001,0.003960398124755246,CWC static live capacity,Agriculture storage clipped to CWC live capacity
2025-04-25,2025-04-25,Parambikulam,72.0,13408.0,41.15,6867.0,49.0,1100.0,13.01,1860.0,https://tnagriculture.in/ARS/home/reservoir/2025-04-25,verified,0.5121569212410502,0.5121569212410502,4.2336,95.04,194451785.547264,379672279.10553604,119882.20173189121,2691233.1001036805,0.19445178554726403,0.38,0.0,0.19445178554726403,0.5117152251243791,CWC static live capacity,Agriculture storage clipped to CWC live capacity
