model_version,formulation,solver_status,solver_condition,week_start,week_end,warmup_days,lookahead_days,solver_name,mip_rel_gap,reservoir_initial_soc_fraction,soc_boundary_tolerance_pu,observed_hydro_initial_soc_components,observed_hydro_terminal_soc_components,observed_hydro_store_initial_soc_components,observed_hydro_store_terminal_soc_components,observed_hydro_week_start_soc_components,observed_hydro_store_week_start_soc_components,monthly_interpolated_boundary_components,weekly_water_neutral_storage_units,weekly_water_neutral_stores,max_abs_gas_target_deviation_mwh,max_abs_nuclear_target_deviation_mwh,max_abs_nodal_residual_mw,max_link_loading_pct,total_unserved_gwh,solver_runtime_seconds,run_mode,start_date,end_date
biomass-cuf-target-v1,continuous selected week with warm-up and look-ahead,ok,optimal,2025-04-07,2025-04-13,1,1,highs,0.1,0.0,0.05,2,2,3,3,2,3,2,0,6,9.094947017729282e-13,0.0,1.8939405599383008e-11,100.00000000000044,0.0,486.83775089999835,selected_week,2025-04-07,2025-04-13
