carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
coal,1541.6733813698793,1250.6299999999999,291.0433813698794,23.271741551848223
oil_gas,26.780000000000005,26.779999999999998,7.105427357601002e-15,2.6532589087382384e-14
nuclear,379.94000000000005,379.94000000000005,0.0,0.0
hydro,43.12005402721185,43.85,-0.7299459727881512,-1.6646430394256584
solar,403.31077157859056,263.58,139.73077157859058,53.012660891793985
wind,286.5201497600142,150.05,136.47014976001418,90.94978324559425
comparable_total,2681.3443567356962,2114.83,566.5143567356963,26.78770193044814
