date,carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
2025-04-07,coal,197.55208423979022,179.67,17.88208423979023,9.952737930533885
2025-04-08,coal,227.42454609557106,200.3,27.12454609557105,13.541960107624087
2025-04-09,coal,230.47564308254522,202.8,27.675643082545207,13.646766805988761
2025-04-10,coal,234.51259539015362,183.38,51.132595390153625,27.883408981433977
2025-04-11,coal,216.95085451788214,155.02,61.930854517882125,39.95023514248621
2025-04-12,coal,203.04854626625675,166.24,36.80854626625674,22.141810795390242
2025-04-13,coal,186.0042321819736,163.22,22.784232181973607,13.959215893869384
2025-04-07,oil_gas,3.6999999999999997,3.7,-4.440892098500626e-16,-1.2002411077028718e-14
2025-04-08,oil_gas,3.1799999999999997,3.18,-4.440892098500626e-16,-1.3965069492140333e-14
2025-04-09,oil_gas,3.99,3.99,0.0,0.0
2025-04-10,oil_gas,3.95,3.95,0.0,0.0
2025-04-11,oil_gas,4.010000000000001,4.01,8.881784197001252e-16,2.2149087773070456e-14
2025-04-12,oil_gas,3.970000000000001,3.97,8.881784197001252e-16,2.2372252385393583e-14
2025-04-13,oil_gas,3.9800000000000004,3.98,4.440892098500626e-16,1.1158020347991522e-14
2025-04-07,nuclear,54.31,54.31,0.0,0.0
2025-04-08,nuclear,54.25,54.25,0.0,0.0
2025-04-09,nuclear,54.32,54.32,0.0,0.0
2025-04-10,nuclear,54.15,54.15,0.0,0.0
2025-04-11,nuclear,54.13,54.13,0.0,0.0
2025-04-12,nuclear,54.36,54.36,0.0,0.0
2025-04-13,nuclear,54.42,54.42,0.0,0.0
2025-04-07,hydro,6.299194964021072,7.79,-1.4908050359789282,-19.137420230794973
2025-04-08,hydro,8.674738177539165,5.58,3.094738177539165,55.4612576619922
2025-04-09,hydro,6.125686448677972,6.79,-0.664313551322028,-9.78370473228318
2025-04-10,hydro,5.5548745491194405,3.93,1.6248745491194403,41.34540837454047
2025-04-11,hydro,6.904624408229758,6.08,0.8246244082297576,13.562901451147328
2025-04-12,hydro,4.494308875728271,7.26,-2.7656911242717284,-38.0949190671037
2025-04-13,hydro,9.473014236666346,6.42,3.053014236666346,47.5547388888839
2025-04-07,solar,68.1006830551982,44.0,24.100683055198203,54.77427967090501
2025-04-08,solar,68.11805947617447,44.27,23.848059476174463,53.86957189106497
2025-04-09,solar,68.23888241315457,42.82,25.41888241315457,59.36217284716153
2025-04-10,solar,68.30711680883411,3.23,65.0771168088341,2014.7714182301581
2025-04-11,solar,68.36068872815444,44.29,24.070688728154444,54.347908620804795
2025-04-12,solar,68.41823329037054,42.43,25.988233290370538,61.249666015485595
2025-04-13,solar,68.50816326292193,42.54,25.968163262921927,61.044107341142286
2025-04-07,wind,38.37845001144973,15.1,23.278450011449728,154.16192060562736
2025-04-08,wind,39.44712737221828,8.31,31.13712737221828,374.69467355256654
2025-04-09,wind,42.282183318961984,10.38,31.90218331896198,307.34280654105953
2025-04-10,wind,44.83016427657982,10.58,34.250164276579824,323.72556027013064
2025-04-11,wind,45.940714944192614,50.34,-4.39928505580739,-8.739143932871254
2025-04-12,wind,45.38271268914746,39.0,6.382712689147461,16.365929972172978
2025-04-13,wind,43.637935668856414,16.34,27.297935668856415,167.0620297971629
2025-04-07,comparable_total,368.34041227045924,304.57,63.770412270459246,20.937850829188445
2025-04-08,comparable_total,401.094471121503,315.89,85.20447112150299,26.97282950441704
2025-04-09,comparable_total,405.43239526333974,321.1,84.33239526333972,26.263592420846997
2025-04-10,comparable_total,411.304751024687,259.22,152.08475102468697,58.670145445832475
2025-04-11,comparable_total,396.296882598459,313.87,82.42688259845897,26.26147213765539
2025-04-12,comparable_total,379.67380112150306,313.26,66.41380112150307,21.200855877387177
2025-04-13,comparable_total,366.0233453504183,286.92,79.1033453504183,27.56982620605684
