date,coal,oil_gas,nuclear,hydro,solar,wind,other_res,comparable_total
2025-04-07,179.67,3.7,54.31,7.79,44.0,15.1,,304.57
2025-04-08,200.3,3.18,54.25,5.58,44.27,8.31,,315.89
2025-04-09,202.8,3.99,54.32,6.79,42.82,10.38,,321.1
2025-04-10,183.38,3.95,54.15,3.93,3.23,10.58,,259.22
2025-04-11,155.02,4.01,54.13,6.08,44.29,50.34,,313.87
2025-04-12,166.24,3.97,54.36,7.26,42.43,39.0,,313.26
2025-04-13,163.22,3.98,54.42,6.42,42.54,16.34,,286.92
