name,bus,p_nom,p_min_pu,p_max_pu,carrier,marginal_cost,cyclic_state_of_charge,max_hours,efficiency_store,efficiency_dispatch
PSP_fleet,Tamil_Nadu,400.0,-0.95,0.95,pumped_hydro,10.0,True,6.0,0.8944271909999159,0.8944271909999159
