component_type,component_id,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size
Generator,tamil_nadu_karur__aggregate_01,159,aggregate,1,Wind,Tamil Nadu-Karur,Tamil Nadu,Karur,,589.1025000000009,,1
Generator,tamil_nadu_n_a__aggregate_01,160,aggregate,1,Wind,Tamil Nadu-N.A.,Tamil Nadu,N.A.,,279.51,,1
Generator,tamil_nadu_ramanathapuram__aggregate_01,161,aggregate,1,Wind,Tamil Nadu-Ramanathapuram,Tamil Nadu,Ramanathapuram,,17.4,,1
Generator,tamil_nadu_salem__aggregate_01,162,aggregate,1,Wind,Tamil Nadu-Salem,Tamil Nadu,Salem,,3.4,,1
Generator,tamil_nadu_thanjavur__aggregate_01,163,aggregate,1,Wind,Tamil Nadu-Thanjavur,Tamil Nadu,Thanjavur,,8.8,,1
Generator,tamil_nadu_theni__aggregate_01,164,aggregate,1,Wind,Tamil Nadu-Theni,Tamil Nadu,Theni,,574.6,,1
Generator,tamil_nadu_thiruvallur__aggregate_01,165,aggregate,1,Wind,Tamil Nadu-Thiruvallur,Tamil Nadu,Thiruvallur,,7.2,,1
Generator,tamil_nadu_thoothukkudi__aggregate_01,166,aggregate,1,Wind,Tamil Nadu-Thoothukkudi,Tamil Nadu,Thoothukkudi,,2174.3775,,1
Generator,tamil_nadu_tiruchirappalli__aggregate_01,167,aggregate,1,Wind,Tamil Nadu-Tiruchirappalli,Tamil Nadu,Tiruchirappalli,,6.4,,1
Generator,tamil_nadu_tirunelveli__aggregate_01,168,aggregate,1,Wind,Tamil Nadu-Tirunelveli,Tamil Nadu,Tirunelveli,,3807.5405000000005,,1
Generator,tamil_nadu_tiruppur__aggregate_01,169,aggregate,1,Wind,Tamil Nadu-Tiruppur,Tamil Nadu,Tiruppur,,786.8149999999999,,1
Generator,tamil_nadu_tiruppur_karur__aggregate_01,170,aggregate,1,Wind,Tamil Nadu-Tiruppur & Karur,Tamil Nadu,Tiruppur & Karur,,300.0,,1
Generator,tamil_nadu_viluppuram__aggregate_01,171,aggregate,1,Wind,Tamil Nadu-Viluppuram,Tamil Nadu,Viluppuram,,1.7,,1
Generator,tamil_nadu_chennai_16__aggregate_01,173,aggregate,1,Solar,Tamil Nadu Chennai 16,Tamil Nadu,Chennai,,16.0,,1
Generator,tamil_nadu_coimbatore_11_26__aggregate_01,174,aggregate,1,Solar,Tamil Nadu Coimbatore 11.26,Tamil Nadu,Coimbatore,,11.26,,1
Generator,tamil_nadu_cuddalore_140__aggregate_01,175,aggregate,1,Solar,Tamil Nadu Cuddalore 140,Tamil Nadu,Cuddalore,,140.0,,1
Generator,tamil_nadu_dindigul_109_46__aggregate_01,176,aggregate,1,Solar,Tamil Nadu Dindigul 109.46,Tamil Nadu,Dindigul,,109.46,,1
Generator,tamil_nadu_erode_7__aggregate_01,177,aggregate,1,Solar,Tamil Nadu Erode  7,Tamil Nadu,Erode,,7.0,,1
Generator,tamil_nadu_kanniyakumari_1__aggregate_01,178,aggregate,1,Solar,Tamil Nadu Kanniyakumari 1,Tamil Nadu,Kanniyakumari,,1.0,,1
Generator,tamil_nadu_karur_156_49__aggregate_01,179,aggregate,1,Solar,Tamil Nadu Karur 156.49,Tamil Nadu,Karur,,156.49,,1
Generator,tamil_nadu_krishnagiri_0_75__aggregate_01,180,aggregate,1,Solar,Tamil Nadu Krishnagiri 0.75,Tamil Nadu,Krishnagiri,,0.75,,1
Generator,tamil_nadu_madurai_1__aggregate_01,181,aggregate,1,Solar,Tamil Nadu Madurai 1,Tamil Nadu,Madurai,,1.0,,1
Generator,tamil_nadu_n_a_251__aggregate_01,182,aggregate,1,Solar,Tamil Nadu N.A. 251,Tamil Nadu,N.A.,,251.0,,1
Generator,tamil_nadu_n_a_off_grid_75_91__aggregate_01,183,aggregate,1,Solar,Tamil Nadu N.A. Off -grid 75.91,Tamil Nadu,N.A.,,75.91,,1
Generator,tamil_nadu_n_a_others_districts_not_specified_8930_85__aggregate_01,184,aggregate,1,Solar,Tamil Nadu N.A. Others (Districts not specified) 8930.85,Tamil Nadu,N.A.,,8930.85,,1
Generator,tamil_nadu_n_a_rooftop_grid_connected_1635_8__aggregate_01,185,aggregate,1,Solar,Tamil Nadu N.A. Rooftop (Grid Connected) 1635.8,Tamil Nadu,N.A.,,1635.8,,1
Generator,tamil_nadu_nagapattinam_5__aggregate_01,186,aggregate,1,Solar,Tamil Nadu Nagapattinam  5,Tamil Nadu,Nagapattinam,,5.0,,1
Generator,tamil_nadu_perambalur_10__aggregate_01,187,aggregate,1,Solar,Tamil Nadu Perambalur 10,Tamil Nadu,Perambalur,,10.0,,1
Generator,tamil_nadu_pudukkottai_20__aggregate_01,188,aggregate,1,Solar,Tamil Nadu Pudukkottai 20,Tamil Nadu,Pudukkottai,,20.0,,1
Generator,tamil_nadu_ramanathapuram_245__aggregate_01,189,aggregate,1,Solar,Tamil Nadu Ramanathapuram 245,Tamil Nadu,Ramanathapuram,,245.0,,1
Generator,tamil_nadu_ramanathapuram_kamuthi_solar_power_project_648__aggregate_01,190,aggregate,1,Solar,Tamil Nadu Ramanathapuram Kamuthi Solar Power Project 648,Tamil Nadu,Ramanathapuram,,648.0,,1
Generator,tamil_nadu_sivaganga_16_55__aggregate_01,191,aggregate,1,Solar,Tamil Nadu Sivaganga 16.55,Tamil Nadu,Sivaganga,,16.55,,1
Generator,tamil_nadu_thoothukkudi_28__aggregate_01,192,aggregate,1,Solar,Tamil Nadu Thoothukkudi 28,Tamil Nadu,Thoothukkudi,,28.0,,1
Generator,tamil_nadu_tiruchirappalli_169__aggregate_01,193,aggregate,1,Solar,Tamil Nadu Tiruchirappalli 169,Tamil Nadu,Tiruchirappalli,,169.0,,1
Generator,tamil_nadu_tirunelveli_309_36__aggregate_01,194,aggregate,1,Solar,Tamil Nadu Tirunelveli  309.36,Tamil Nadu,Tirunelveli,,309.36,,1
Generator,tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,195,aggregate,1,Solar,"Tamil Nadu Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram 351",Tamil Nadu,"Tirunelveli, Tuticorin, Virudhunagar and Ramanathapuram",,351.0,,1
Generator,tamil_nadu_tiruppur_49_3__aggregate_01,196,aggregate,1,Solar,Tamil Nadu Tiruppur 49.3,Tamil Nadu,Tiruppur,,49.3,,1
Generator,tamil_nadu_tiruvannamalai_31__aggregate_01,197,aggregate,1,Solar,Tamil Nadu Tiruvannamalai 31,Tamil Nadu,Tiruvannamalai,,31.0,,1
Generator,tamil_nadu_vellore_5__aggregate_01,198,aggregate,1,Solar,Tamil Nadu Vellore  5,Tamil Nadu,Vellore,,5.0,,1
Generator,tamil_nadu_virudhunagar_685_4__aggregate_01,199,aggregate,1,Solar,Tamil Nadu Virudhunagar 685.4,Tamil Nadu,Virudhunagar,,685.4,,1
Generator,basin_bridge_gas_turbine_power_station__unit_01,200,unit,1,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-02-12,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,basin_bridge_gas_turbine_power_station__unit_02,201,unit,2,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-02-25,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,basin_bridge_gas_turbine_power_station__unit_03,202,unit,3,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-03-26,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,basin_bridge_gas_turbine_power_station__unit_04,203,unit,4,Oil & Gas,Basin Bridge Gas Turbine Power Station,Tamil Nadu,Chennai,1996-03-31,30.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,kovilkalappal_thirumakotai_gas_combined_cycle_gas_turbine_power___unit_02,206,unit,2,Oil & Gas,Kovilkalappal (Thirumakotai) Gas Combined Cycle Gas Turbine Power Station,Tamil Nadu,Thiruvarur,2001-02-05,69.65,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,kovilkalappal_thirumakotai_gas_combined_cycle_gas_turbine_power___unit_01,207,unit,1,Oil & Gas,Kovilkalappal (Thirumakotai) Gas Combined Cycle Gas Turbine Power Station,Tamil Nadu,Thiruvarur,2001-02-05,38.23,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,kuttalam_gas_turbine_power_station__unit_01,208,unit,1,Oil & Gas,Kuttalam Gas Turbine Power Station,Tamil Nadu,Nagapattinam,2003-11-27,63.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,kuttalam_gas_turbine_power_station__unit_02,209,unit,2,Oil & Gas,Kuttalam Gas Turbine Power Station,Tamil Nadu,Nagapattinam,2004-03-24,37.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,pillaiperumalnallur_ppn_power_plant_phase_i__unit_02,210,unit,2,Oil & Gas,Pillaiperumalnallur (PPN) Power Plant Phase I,Tamil Nadu,Nagapattinam,2001-04-26,225.0,PPN Power Generating Co. Private Ltd.,1
Generator,pillaiperumalnallur_ppn_power_plant_phase_i__unit_01,211,unit,1,Oil & Gas,Pillaiperumalnallur (PPN) Power Plant Phase I,Tamil Nadu,Nagapattinam,2001-04-26,105.5,PPN Power Generating Co. Private Ltd.,1
Generator,valuthur_gas_turbine_power_station__unit_01,214,unit,1,Oil & Gas,Valuthur Gas Turbine Power Station,Tamil Nadu,Ramanathapuram,2002-12-24,60.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,valuthur_gas_turbine_power_station__unit_02,215,unit,2,Oil & Gas,Valuthur Gas Turbine Power Station,Tamil Nadu,Ramanathapuram,2003-03-13,34.0,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,valuthur_gas_turbine_power_station__unit_03,216,unit,3,Oil & Gas,Valuthur Gas Turbine Power Station,Tamil Nadu,Ramanathapuram,2008-05-06,59.8,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,valuthur_gas_turbine_power_station__unit_04,217,unit,4,Oil & Gas,Valuthur Gas Turbine Power Station,Tamil Nadu,Ramanathapuram,2008-08-31,32.4,Tamil Nadu Generation and Distribution Corp. Ltd.,1
Generator,ambika_sugars_previously_m_s_srel_tamil_nadu_cuddalore_40__unit_01,218,unit,1,Bio Power,Ambika Sugars (Previously M/s. SREL) Tamil Nadu Cuddalore 40,Tamil Nadu,Cuddalore,N.A.,40.0,Ambika Sugars (Previously M/s. SREL),1
Generator,arashi_hi_tech_bio_power_ltd_tamil_nadu_coimbatore_1_6__unit_01,219,unit,1,Bio Power,"Arashi Hi-Tech Bio-Power 
Ltd. Tamil Nadu Coimbatore 1.6",Tamil Nadu,Coimbatore,N.A.,1.6,"Arashi Hi-Tech Bio-Power 
Ltd.",1
Generator,arunachala_sugars_ltd_tamil_nadu_tiruvannamalai_19__unit_01,220,unit,1,Bio Power,Arunachala Sugars Ltd. Tamil Nadu Tiruvannamalai 19,Tamil Nadu,Tiruvannamalai,N.A.,19.0,Arunachala Sugars Ltd.,1
Generator,astro_energy_and_bio_systems_ltd_tamil_nadu_madurai_10__unit_01,221,unit,1,Bio Power,Astro Energy and Bio Systems Ltd. Tamil Nadu Madurai 10,Tamil Nadu,Madurai,N.A.,10.0,Astro Energy and Bio Systems Ltd.,1
Generator,auro_energy_ltd_tamil_nadu_thanjavur_16__unit_01,222,unit,1,Bio Power,Auro Energy Ltd. Tamil Nadu Thanjavur 16,Tamil Nadu,Thanjavur,N.A.,16.0,Auro Energy Ltd.,1
Generator,aurobindo_agro_energy_pvt_ltd_tamil_nadu_sivaganga_15__unit_01,223,unit,1,Bio Power,Aurobindo Agro Energy Pvt. Ltd. Tamil Nadu Sivaganga 15,Tamil Nadu,Sivaganga,N.A.,15.0,Aurobindo Agro Energy Pvt. Ltd.,1
Generator,auromira_bio_power_india_p_ltd_tamil_nadu_tirunelveli_15__unit_01,224,unit,1,Bio Power,"Auromira Bio Power
India (P) Ltd Tamil Nadu Tirunelveli 15",Tamil Nadu,Tirunelveli,N.A.,15.0,"Auromira Bio Power
India (P) Ltd",1
Generator,bannari_amman_sugars_ltd_tamil_nadu_erode_20__unit_01,225,unit,1,Bio Power,Bannari Amman Sugars Ltd. Tamil Nadu Erode 20,Tamil Nadu,Erode,N.A.,20.0,Bannari Amman Sugars Ltd.,1
Generator,bannari_amman_sugars_and_chemicals_ltd_tamil_nadu_tiruvannamalai__unit_01,226,unit,1,Bio Power,Bannari Amman Sugars and Chemicals Ltd. Tamil Nadu Tiruvannamalai 28.8,Tamil Nadu,Tiruvannamalai,N.A.,28.8,Bannari Amman Sugars and Chemicals Ltd.,1
Generator,c_m_d_a_koyambedu_veg_market_bio_metharation_plant_tamil_nadu_ch__unit_01,227,unit,1,Bio Power,"C.M.D.A., Koyambedu Veg. Market Bio-metharation plant Tamil Nadu Chennai 0.25",Tamil Nadu,Chennai,N.A.,0.25,"C.M.D.A., Koyambedu Veg. Market Bio-metharation plant",1
Generator,cheyyar_co_op_sugar_mills_tamil_nadu_tiruvannamalai_7_5__unit_01,228,unit,1,Bio Power,Cheyyar Co.op Sugar Mills Tamil Nadu Tiruvannamalai 7.5,Tamil Nadu,Tiruvannamalai,N.A.,7.5,Cheyyar Co.op Sugar Mills,1
Generator,chitra_bio_energy_ltd_tamil_nadu_pudukkottai_7_5__unit_01,229,unit,1,Bio Power,Chitra Bio Energy Ltd. Tamil Nadu Pudukkottai 7.5,Tamil Nadu,Pudukkottai,N.A.,7.5,Chitra Bio Energy Ltd.,1
Generator,dhanalakshmi_srinivasan_sugars_pvt_ltd_tamil_nadu_perambalur_25__unit_01,230,unit,1,Bio Power,Dhanalakshmi Srinivasan Sugars Pvt Ltd. Tamil Nadu Perambalur 25,Tamil Nadu,Perambalur,N.A.,25.0,Dhanalakshmi Srinivasan Sugars Pvt Ltd.,1
Generator,dharani_sugars_chemical_ltd_tamil_nadu_tiruvannamalai_15__unit_01,231,unit,1,Bio Power,Dharani Sugars & Chemical Ltd. Tamil Nadu Tiruvannamalai 15,Tamil Nadu,Tiruvannamalai,N.A.,15.0,Dharani Sugars & Chemical Ltd.,1
Generator,dharani_sugars_chemical_ltd_tamil_nadu_viluppuram_22__unit_01,232,unit,1,Bio Power,Dharani Sugars & Chemical Ltd. Tamil Nadu Viluppuram 22,Tamil Nadu,Viluppuram,N.A.,22.0,Dharani Sugars & Chemical Ltd.,1
Generator,eid_parry_india_ltd_tamil_nadu_cuddalore_24_5__unit_01,233,unit,1,Bio Power,EID Parry India Ltd. Tamil Nadu Cuddalore 24.5,Tamil Nadu,Cuddalore,N.A.,24.5,EID Parry India Ltd.,1
Generator,eid_parry_india_ltd_tamil_nadu_karur_22__unit_01,234,unit,1,Bio Power,EID Parry India Ltd. Tamil Nadu Karur 22,Tamil Nadu,Karur,N.A.,22.0,EID Parry India Ltd.,1
Generator,eid_parry_india_ltd_tamil_nadu_pudukkottai_18__unit_01,235,unit,1,Bio Power,EID Parry India Ltd. Tamil Nadu Pudukkottai 18,Tamil Nadu,Pudukkottai,N.A.,18.0,EID Parry India Ltd.,1
Generator,eid_parry_india_ltd_tamil_nadu_tiruchirappalli_18__unit_01,236,unit,1,Bio Power,EID Parry India Ltd. Tamil Nadu Tiruchirappalli 18,Tamil Nadu,Tiruchirappalli,N.A.,18.0,EID Parry India Ltd.,1
Generator,eta_power_gen_pvt_ltd_tamil_nadu_virudhunagar_10__unit_01,237,unit,1,Bio Power,ETA Power Gen.Pvt.Ltd. Tamil Nadu Virudhunagar 10,Tamil Nadu,Virudhunagar,N.A.,10.0,ETA Power Gen.Pvt.Ltd.,1
Generator,empee_distilleries_pvt_ltd_tamil_nadu_pudukkottai_10__unit_01,238,unit,1,Bio Power,Empee Distilleries (Pvt) Ltd. Tamil Nadu Pudukkottai 10,Tamil Nadu,Pudukkottai,N.A.,10.0,Empee Distilleries (Pvt) Ltd.,1
Generator,empee_sugars_chemicals_ltd_tamil_nadu_tirunelveli_50__unit_01,239,unit,1,Bio Power,Empee Sugars & Chemicals Ltd. Tamil Nadu Tirunelveli 50,Tamil Nadu,Tirunelveli,N.A.,50.0,Empee Sugars & Chemicals Ltd.,1
Generator,g_k_bio_energy_pvt_ltd_tamil_nadu_erode_1_5__unit_01,240,unit,1,Bio Power,G.K. Bio Energy Pvt. Ltd. Tamil Nadu Erode 1.5,Tamil Nadu,Erode,N.A.,1.5,G.K. Bio Energy Pvt. Ltd.,1
Generator,global_power_tech_equipments_pvt_ltd_tamil_nadu_tiruvannamalai_7__unit_01,241,unit,1,Bio Power,Global Power Tech. Equipments Pvt.Ltd. Tamil Nadu Tiruvannamalai 7.5,Tamil Nadu,Tiruvannamalai,N.A.,7.5,Global Power Tech. Equipments Pvt.Ltd.,1
Generator,iot_mabagas_ltd_tamil_nadu_n_a_2__unit_01,242,unit,1,Bio Power,IOT Mabagas Ltd. Tamil Nadu N.A. 2,Tamil Nadu,N.A.,N.A.,2.0,IOT Mabagas Ltd.,1
Generator,kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_12__unit_01,243,unit,1,Bio Power,Kothari Sugars & Chemicals Ltd. Tamil Nadu Perambalur 12,Tamil Nadu,Perambalur,N.A.,12.0,Kothari Sugars & Chemicals Ltd.,1
Generator,kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_22__unit_01,244,unit,1,Bio Power,Kothari Sugars & Chemicals Ltd. Tamil Nadu Perambalur 22,Tamil Nadu,Perambalur,N.A.,22.0,Kothari Sugars & Chemicals Ltd.,1
Generator,m_r_k_co_op_sugar_mills_tamil_nadu_cuddalore_7_5__unit_01,245,unit,1,Bio Power,M.R.K.Co.op Sugar Mills Tamil Nadu Cuddalore 7.5,Tamil Nadu,Cuddalore,N.A.,7.5,M.R.K.Co.op Sugar Mills,1
Generator,madras_sugars_chemicals_ltd_tamil_nadu_tirunelveli_25__unit_01,246,unit,1,Bio Power,Madras Sugars & Chemicals Ltd. Tamil Nadu Tirunelveli 25,Tamil Nadu,Tirunelveli,N.A.,25.0,Madras Sugars & Chemicals Ltd.,1
Generator,manali_petrochemicals_ltd_tamil_nadu_thiruvallur_4_7__unit_01,247,unit,1,Bio Power,Manali Petrochemicals Ltd. Tamil Nadu Thiruvallur 4.7,Tamil Nadu,Thiruvallur,N.A.,4.7,Manali Petrochemicals Ltd.,1
Generator,mohan_breweries_distillaries_ltd_tamil_nadu_kancheepuram_18__unit_01,248,unit,1,Bio Power,Mohan Breweries & Distillaries Ltd Tamil Nadu Kancheepuram 18,Tamil Nadu,Kancheepuram,N.A.,18.0,Mohan Breweries & Distillaries Ltd,1
Generator,orient_green_power_ltd_tamil_nadu_coimbatore_10__unit_01,249,unit,1,Bio Power,Orient Green Power Ltd. Tamil Nadu Coimbatore 10,Tamil Nadu,Coimbatore,N.A.,10.0,Orient Green Power Ltd.,1
Generator,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,250,aggregate,1,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,N.A.,N.A.,6.4,Others (districts not specified) (Waste to Energy),1
Generator,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,251,aggregate,1,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,N.A.,N.A.,138.2,Others (districts not specified) [Biomass & bagasse based cogen.],1
Generator,others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252,aggregate,1,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Tamil Nadu,N.A.,N.A.,52.05,Others (districts not specified) [Non-Bagasse based cogen.],1
Generator,others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253,aggregate,1,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Tamil Nadu,N.A.,N.A.,27.57,Others (districts not specified) [Waste to Energy (Off-grid)],1
Generator,ponni_sugars_limited_tamil_nadu_erode_19__unit_01,254,unit,1,Bio Power,Ponni Sugars Limited Tamil Nadu Erode 19,Tamil Nadu,Erode,N.A.,19.0,Ponni Sugars Limited,1
Generator,prathyusha_power_pvt_ltd_tamil_nadu_tirunelveli_10__unit_01,255,unit,1,Bio Power,Prathyusha Power Pvt. Ltd. Tamil Nadu Tirunelveli 10,Tamil Nadu,Tirunelveli,N.A.,10.0,Prathyusha Power Pvt. Ltd.,1
Generator,rajashree_sugars_chemicals_ltd_tamil_nadu_theni_12__unit_01,256,unit,1,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Theni 12,Tamil Nadu,Theni,N.A.,12.0,Rajashree Sugars & Chemicals Ltd.,1
Generator,rajashree_sugars_chemicals_ltd_tamil_nadu_viluppuram_20__unit_01,257,unit,1,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Viluppuram 20,Tamil Nadu,Viluppuram,N.A.,20.0,Rajashree Sugars & Chemicals Ltd.,1
Generator,rajashree_sugars_chemicals_ltd_tamil_nadu_viluppuram_22__unit_01,258,unit,1,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Viluppuram 22,Tamil Nadu,Viluppuram,N.A.,22.0,Rajashree Sugars & Chemicals Ltd.,1
Generator,rajkumar_impex_p_ltd_tamil_nadu_thoothukkudi_6__unit_01,259,unit,1,Bio Power,Rajkumar Impex(P) Ltd. Tamil Nadu Thoothukkudi 6,Tamil Nadu,Thoothukkudi,N.A.,6.0,Rajkumar Impex(P) Ltd.,1
Generator,renuka_textiles_limited_tamil_nadu_theni_4_5__unit_01,260,unit,1,Bio Power,Renuka Textiles Limited Tamil Nadu Theni 4.5,Tamil Nadu,Theni,N.A.,4.5,Renuka Textiles Limited,1
Generator,s_v_sugar_mills_ltd_tamil_nadu_kancheepuram_45__unit_01,261,unit,1,Bio Power,S.V Sugar Mills Ltd. Tamil Nadu Kancheepuram 45,Tamil Nadu,Kancheepuram,N.A.,45.0,S.V Sugar Mills Ltd.,1
Generator,saastha_energy_p_ltd_tamil_nadu_n_a_2__unit_01,262,unit,1,Bio Power,Saastha Energy(P) Ltd Tamil Nadu N.A. 2,Tamil Nadu,N.A.,N.A.,2.0,Saastha Energy(P) Ltd,1
Generator,sakti_sugars_ltd_tamil_nadu_erode_24_5__unit_01,263,unit,1,Bio Power,Sakti Sugars Ltd. Tamil Nadu Erode 24.5,Tamil Nadu,Erode,N.A.,24.5,Sakti Sugars Ltd.,1
Generator,sakti_sugars_ltd_tamil_nadu_sivaganga_35__unit_01,264,unit,1,Bio Power,Sakti Sugars Ltd. Tamil Nadu Sivaganga 35,Tamil Nadu,Sivaganga,N.A.,35.0,Sakti Sugars Ltd.,1
Generator,shakti_sugars_ltd_tamil_nadu_erode_32__unit_01,265,unit,1,Bio Power,Shakti Sugars Ltd. Tamil Nadu Erode 32,Tamil Nadu,Erode,N.A.,32.0,Shakti Sugars Ltd.,1
Generator,shriraam_city_union_finance_ltd_tamil_nadu_thanjavur_7_5__unit_01,266,unit,1,Bio Power,Shriraam City Union Finance Ltd. Tamil Nadu Thanjavur 7.5,Tamil Nadu,Thanjavur,N.A.,7.5,Shriraam City Union Finance Ltd.,1
Generator,shriram_investments_ltd_tamil_nadu_dindigul_7_5__unit_01,267,unit,1,Bio Power,Shriram Investments Ltd. Tamil Nadu Dindigul 7.5,Tamil Nadu,Dindigul,N.A.,7.5,Shriram Investments Ltd.,1
Generator,sripathi_paper_board_p_ltd_tamil_nadu_virudhunagar_4_95_09_03_20__unit_01,268,unit,1,Bio Power,"Sripathi Paper & Board
(P) Ltd Tamil Nadu Virudhunagar 4.95 09.03.2011",Tamil Nadu,Virudhunagar,2011-09-03,4.95,"Sripathi Paper & Board
(P) Ltd",1
Generator,subashri_bio_energy_p_ltd_tamil_nadu_namakkal_2_5__unit_01,269,unit,1,Bio Power,"Subashri Bio Energy (P)
Ltd. Tamil Nadu Namakkal 2.5",Tamil Nadu,Namakkal,N.A.,2.5,"Subashri Bio Energy (P)
Ltd.",1
Generator,subramania_siva_co_op_sugar_mills_tamil_nadu_dharmapuri_5__unit_01,270,unit,1,Bio Power,Subramania Siva Co-op Sugar Mills Tamil Nadu Dharmapuri 5,Tamil Nadu,Dharmapuri,N.A.,5.0,Subramania Siva Co-op Sugar Mills,1
Generator,synergy_sakthi_renewable_energy_ltd_tamil_nadu_dharmapuri_10__unit_01,271,unit,1,Bio Power,"Synergy Sakthi
Renewable energy Ltd. Tamil Nadu Dharmapuri 10",Tamil Nadu,Dharmapuri,N.A.,10.0,"Synergy Sakthi
Renewable energy Ltd.",1
Generator,tcp_ltd_tamil_nadu_sivaganga_9__unit_01,272,unit,1,Bio Power,TCP Ltd. Tamil Nadu Sivaganga 9,Tamil Nadu,Sivaganga,N.A.,9.0,TCP Ltd.,1
Generator,terra_energy_ltd_tamil_nadu_cuddalore_18_68__unit_01,273,unit,1,Bio Power,Terra Energy Ltd. Tamil Nadu Cuddalore 18.68,Tamil Nadu,Cuddalore,N.A.,18.68,Terra Energy Ltd.,1
Generator,terra_energy_ltd_tamil_nadu_thanjavur_28_42__unit_01,274,unit,1,Bio Power,Terra Energy Ltd. Tamil Nadu Thanjavur 28.42,Tamil Nadu,Thanjavur,N.A.,28.42,Terra Energy Ltd.,1
Generator,kudankulam_atomic_power_project__unit_01,276,unit,1,Nuclear,Kudankulam Atomic Power Project,Tamil Nadu,Tirunelveli,2014-12-31,1000.0,Nuclear Power Corporation of India,1
Generator,kudankulam_atomic_power_project__unit_02,277,unit,2,Nuclear,Kudankulam Atomic Power Project,Tamil Nadu,Tirunelveli,2017-03-31,1000.0,Nuclear Power Corporation of India,1
Generator,madras_atomic_power_station__unit_01,282,unit,1,Nuclear,Madras Atomic Power Station,Tamil Nadu,Kancheepuram,1984-01-27,220.0,Nuclear Power Corporation of India,1
Generator,madras_atomic_power_station__unit_02,283,unit,2,Nuclear,Madras Atomic Power Station,Tamil Nadu,Kancheepuram,1986-03-21,220.0,Nuclear Power Corporation of India,1
Generator,aliyar_mini_hydel_project__unit_01,284,unit,1,Small-Hydro,Aliyar Mini Hydel Project,Tamil Nadu,Coimbatore,2002-09-23,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,aliyar_mini_hydel_project__unit_02,285,unit,2,Small-Hydro,Aliyar Mini Hydel Project,Tamil Nadu,Coimbatore,2002-09-23,1.25,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,amaravathi_small_hydro_project__unit_01,286,unit,1,Small-Hydro,Amaravathi Small Hydro Project,Tamil Nadu,Coimbatore,2006-09-21,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,amaravathi_small_hydro_project__unit_02,287,unit,2,Small-Hydro,Amaravathi Small Hydro Project,Tamil Nadu,Coimbatore,2006-11-30,2.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),1
Generator,bhavani_barrage_i_small_hydro_electric_project__unit_01,288,unit,1,Small-Hydro,Bhavani Barrage I Small Hydro Electric Project,Tamil Nadu,Coimbatore,2009-07-01,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
Generator,bhavani_barrage_i_small_hydro_electric_project__unit_02,289,unit,2,Small-Hydro,Bhavani Barrage I Small Hydro Electric Project,Tamil Nadu,Coimbatore,2009-07-01,5.0,Tamil Nadu Generation and Distribution Corp. Ltd. (TANGEDCO),2
