name,bus,p_nom,p_min_pu,p_max_pu,p_init,e_sum_max,carrier,marginal_cost,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
tamil_nadu_sivaganga_16_55__aggregate_01,Tamil_Nadu,16.55,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_thoothukkudi_28__aggregate_01,Tamil_Nadu,28.0,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_tiruchirappalli_169__aggregate_01,Tamil_Nadu,169.0,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_tirunelveli_309_36__aggregate_01,Tamil_Nadu,309.36,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_tirunelveli_tuticorin_virudhunagar_and_ramanathapuram__aggregate_01,Tamil_Nadu,351.0,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_tiruppur_49_3__aggregate_01,Tamil_Nadu,49.3,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_tiruvannamalai_31__aggregate_01,Tamil_Nadu,31.0,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_vellore_5__aggregate_01,Tamil_Nadu,5.0,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_virudhunagar_685_4__aggregate_01,Tamil_Nadu,685.4,0.0,1.0,,inf,solar,0.0,False,0.0,0.0,0,0,1,0,,,,
basin_bridge_gas_turbine_power_station__unit_01,Tamil_Nadu,30.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,35520.613796206395,7104.12275924128,2,2,0,2,1.0,1.0,0.4,0.4
basin_bridge_gas_turbine_power_station__unit_02,Tamil_Nadu,30.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,35520.613796206395,7104.12275924128,2,2,0,2,1.0,1.0,0.4,0.4
basin_bridge_gas_turbine_power_station__unit_03,Tamil_Nadu,30.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,35520.613796206395,7104.12275924128,2,2,0,2,1.0,1.0,0.4,0.4
basin_bridge_gas_turbine_power_station__unit_04,Tamil_Nadu,30.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,35520.613796206395,7104.12275924128,2,2,0,2,1.0,1.0,0.4,0.4
kovilkalappal_thirumakotai_gas_combined_cycle_gas_turbine_power___unit_02,Tamil_Nadu,69.65,0.4,0.9,0.0,inf,oil_gas,6025.0,True,82467.02503019253,16493.405006038505,2,2,0,2,1.0,1.0,0.4,0.4
kovilkalappal_thirumakotai_gas_combined_cycle_gas_turbine_power___unit_01,Tamil_Nadu,38.23,0.4,0.9,0.0,inf,oil_gas,6025.0,True,45265.10218096568,9053.020436193136,2,2,0,2,1.0,1.0,0.4,0.4
kuttalam_gas_turbine_power_station__unit_01,Tamil_Nadu,63.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,74593.28897203344,14918.657794406687,2,2,0,2,1.0,1.0,0.4,0.4
kuttalam_gas_turbine_power_station__unit_02,Tamil_Nadu,37.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,43808.75701532122,8761.751403064245,2,2,0,2,1.0,1.0,0.4,0.4
pillaiperumalnallur_ppn_power_plant_phase_i__unit_02,Tamil_Nadu,225.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,266404.60347154795,53280.92069430959,2,2,0,2,1.0,1.0,0.4,0.4
pillaiperumalnallur_ppn_power_plant_phase_i__unit_01,Tamil_Nadu,105.5,0.4,0.9,0.0,inf,oil_gas,6025.0,True,124914.15851665915,24982.83170333183,2,2,0,2,1.0,1.0,0.4,0.4
valuthur_gas_turbine_power_station__unit_01,Tamil_Nadu,60.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,71041.22759241279,14208.24551848256,2,2,0,2,1.0,1.0,0.4,0.4
valuthur_gas_turbine_power_station__unit_02,Tamil_Nadu,34.0,0.4,0.9,0.0,inf,oil_gas,6025.0,True,40256.695635700584,8051.339127140116,2,2,0,2,1.0,1.0,0.4,0.4
valuthur_gas_turbine_power_station__unit_03,Tamil_Nadu,59.8,0.4,0.9,0.0,inf,oil_gas,6025.0,True,70804.42350043808,14160.884700087616,2,2,0,2,1.0,1.0,0.4,0.4
valuthur_gas_turbine_power_station__unit_04,Tamil_Nadu,32.4,0.4,0.9,0.0,inf,oil_gas,6025.0,True,38362.262899902904,7672.4525799805815,2,2,0,2,1.0,1.0,0.4,0.4
ambika_sugars_previously_m_s_srel_tamil_nadu_cuddalore_40__unit_01,Tamil_Nadu,40.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,15164.151944802488,3791.037986200622,4,4,0,4,1.0,1.0,0.5,0.5
arashi_hi_tech_bio_power_ltd_tamil_nadu_coimbatore_1_6__unit_01,Tamil_Nadu,1.6,0.5,0.6,0.0,inf,bio_power,4512.5,True,606.5660777920996,151.6415194480249,4,4,0,4,1.0,1.0,0.5,0.5
arunachala_sugars_ltd_tamil_nadu_tiruvannamalai_19__unit_01,Tamil_Nadu,19.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,7202.9721737811815,1800.7430434452954,4,4,0,4,1.0,1.0,0.5,0.5
astro_energy_and_bio_systems_ltd_tamil_nadu_madurai_10__unit_01,Tamil_Nadu,10.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3791.037986200622,947.7594965501555,4,4,0,4,1.0,1.0,0.5,0.5
auro_energy_ltd_tamil_nadu_thanjavur_16__unit_01,Tamil_Nadu,16.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,6065.660777920995,1516.4151944802488,4,4,0,4,1.0,1.0,0.5,0.5
aurobindo_agro_energy_pvt_ltd_tamil_nadu_sivaganga_15__unit_01,Tamil_Nadu,15.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,5686.556979300933,1421.6392448252332,4,4,0,4,1.0,1.0,0.5,0.5
auromira_bio_power_india_p_ltd_tamil_nadu_tirunelveli_15__unit_01,Tamil_Nadu,15.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,5686.556979300933,1421.6392448252332,4,4,0,4,1.0,1.0,0.5,0.5
bannari_amman_sugars_ltd_tamil_nadu_erode_20__unit_01,Tamil_Nadu,20.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,7582.075972401244,1895.518993100311,4,4,0,4,1.0,1.0,0.5,0.5
bannari_amman_sugars_and_chemicals_ltd_tamil_nadu_tiruvannamalai__unit_01,Tamil_Nadu,28.8,0.5,0.6,0.0,inf,bio_power,4512.5,True,10918.189400257792,2729.547350064448,4,4,0,4,1.0,1.0,0.5,0.5
c_m_d_a_koyambedu_veg_market_bio_metharation_plant_tamil_nadu_ch__unit_01,Tamil_Nadu,0.25,0.5,0.6,0.0,inf,bio_power,4512.5,True,94.77594965501555,23.693987413753888,4,4,0,4,1.0,1.0,0.5,0.5
cheyyar_co_op_sugar_mills_tamil_nadu_tiruvannamalai_7_5__unit_01,Tamil_Nadu,7.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,2843.2784896504663,710.8196224126166,4,4,0,4,1.0,1.0,0.5,0.5
chitra_bio_energy_ltd_tamil_nadu_pudukkottai_7_5__unit_01,Tamil_Nadu,7.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,2843.2784896504663,710.8196224126166,4,4,0,4,1.0,1.0,0.5,0.5
dhanalakshmi_srinivasan_sugars_pvt_ltd_tamil_nadu_perambalur_25__unit_01,Tamil_Nadu,25.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,9477.594965501556,2369.398741375389,4,4,0,4,1.0,1.0,0.5,0.5
dharani_sugars_chemical_ltd_tamil_nadu_tiruvannamalai_15__unit_01,Tamil_Nadu,15.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,5686.556979300933,1421.6392448252332,4,4,0,4,1.0,1.0,0.5,0.5
dharani_sugars_chemical_ltd_tamil_nadu_viluppuram_22__unit_01,Tamil_Nadu,22.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,8340.283569641368,2085.070892410342,4,4,0,4,1.0,1.0,0.5,0.5
eid_parry_india_ltd_tamil_nadu_cuddalore_24_5__unit_01,Tamil_Nadu,24.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,9288.043066191523,2322.010766547881,4,4,0,4,1.0,1.0,0.5,0.5
eid_parry_india_ltd_tamil_nadu_karur_22__unit_01,Tamil_Nadu,22.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,8340.283569641368,2085.070892410342,4,4,0,4,1.0,1.0,0.5,0.5
eid_parry_india_ltd_tamil_nadu_pudukkottai_18__unit_01,Tamil_Nadu,18.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,6823.86837516112,1705.96709379028,4,4,0,4,1.0,1.0,0.5,0.5
eid_parry_india_ltd_tamil_nadu_tiruchirappalli_18__unit_01,Tamil_Nadu,18.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,6823.86837516112,1705.96709379028,4,4,0,4,1.0,1.0,0.5,0.5
eta_power_gen_pvt_ltd_tamil_nadu_virudhunagar_10__unit_01,Tamil_Nadu,10.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3791.037986200622,947.7594965501555,4,4,0,4,1.0,1.0,0.5,0.5
empee_distilleries_pvt_ltd_tamil_nadu_pudukkottai_10__unit_01,Tamil_Nadu,10.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3791.037986200622,947.7594965501555,4,4,0,4,1.0,1.0,0.5,0.5
empee_sugars_chemicals_ltd_tamil_nadu_tirunelveli_50__unit_01,Tamil_Nadu,50.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,18955.18993100311,4738.797482750778,4,4,0,4,1.0,1.0,0.5,0.5
g_k_bio_energy_pvt_ltd_tamil_nadu_erode_1_5__unit_01,Tamil_Nadu,1.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,568.6556979300933,142.16392448252333,4,4,0,4,1.0,1.0,0.5,0.5
global_power_tech_equipments_pvt_ltd_tamil_nadu_tiruvannamalai_7__unit_01,Tamil_Nadu,7.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,2843.2784896504663,710.8196224126166,4,4,0,4,1.0,1.0,0.5,0.5
iot_mabagas_ltd_tamil_nadu_n_a_2__unit_01,Tamil_Nadu,2.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,758.2075972401244,189.5518993100311,4,4,0,4,1.0,1.0,0.5,0.5
kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_12__unit_01,Tamil_Nadu,12.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,4549.2455834407465,1137.3113958601866,4,4,0,4,1.0,1.0,0.5,0.5
kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_22__unit_01,Tamil_Nadu,22.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,8340.283569641368,2085.070892410342,4,4,0,4,1.0,1.0,0.5,0.5
m_r_k_co_op_sugar_mills_tamil_nadu_cuddalore_7_5__unit_01,Tamil_Nadu,7.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,2843.2784896504663,710.8196224126166,4,4,0,4,1.0,1.0,0.5,0.5
madras_sugars_chemicals_ltd_tamil_nadu_tirunelveli_25__unit_01,Tamil_Nadu,25.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,9477.594965501556,2369.398741375389,4,4,0,4,1.0,1.0,0.5,0.5
manali_petrochemicals_ltd_tamil_nadu_thiruvallur_4_7__unit_01,Tamil_Nadu,4.7,0.5,0.6,0.0,inf,bio_power,4512.5,True,1781.7878535142925,445.4469633785731,4,4,0,4,1.0,1.0,0.5,0.5
mohan_breweries_distillaries_ltd_tamil_nadu_kancheepuram_18__unit_01,Tamil_Nadu,18.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,6823.86837516112,1705.96709379028,4,4,0,4,1.0,1.0,0.5,0.5
orient_green_power_ltd_tamil_nadu_coimbatore_10__unit_01,Tamil_Nadu,10.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3791.037986200622,947.7594965501555,4,4,0,4,1.0,1.0,0.5,0.5
others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Tamil_Nadu,6.4,0.5,0.6,0.0,inf,bio_power,4512.5,True,2426.2643111683983,606.5660777920996,4,4,0,4,1.0,1.0,0.5,0.5
others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Tamil_Nadu,138.2,0.5,0.6,0.0,inf,bio_power,4512.5,True,52392.144969292596,13098.036242323149,4,4,0,4,1.0,1.0,0.5,0.5
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,Tamil_Nadu,52.05,0.5,0.6,0.0,inf,bio_power,4512.5,True,19732.352718174236,4933.088179543559,4,4,0,4,1.0,1.0,0.5,0.5
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,Tamil_Nadu,27.57,0.5,0.6,0.0,inf,bio_power,4512.5,True,10451.891727955115,2612.972931988779,4,4,0,4,1.0,1.0,0.5,0.5
ponni_sugars_limited_tamil_nadu_erode_19__unit_01,Tamil_Nadu,19.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,7202.9721737811815,1800.7430434452954,4,4,0,4,1.0,1.0,0.5,0.5
prathyusha_power_pvt_ltd_tamil_nadu_tirunelveli_10__unit_01,Tamil_Nadu,10.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3791.037986200622,947.7594965501555,4,4,0,4,1.0,1.0,0.5,0.5
rajashree_sugars_chemicals_ltd_tamil_nadu_theni_12__unit_01,Tamil_Nadu,12.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,4549.2455834407465,1137.3113958601866,4,4,0,4,1.0,1.0,0.5,0.5
rajashree_sugars_chemicals_ltd_tamil_nadu_viluppuram_20__unit_01,Tamil_Nadu,20.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,7582.075972401244,1895.518993100311,4,4,0,4,1.0,1.0,0.5,0.5
rajashree_sugars_chemicals_ltd_tamil_nadu_viluppuram_22__unit_01,Tamil_Nadu,22.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,8340.283569641368,2085.070892410342,4,4,0,4,1.0,1.0,0.5,0.5
rajkumar_impex_p_ltd_tamil_nadu_thoothukkudi_6__unit_01,Tamil_Nadu,6.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,2274.6227917203732,568.6556979300933,4,4,0,4,1.0,1.0,0.5,0.5
renuka_textiles_limited_tamil_nadu_theni_4_5__unit_01,Tamil_Nadu,4.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,1705.96709379028,426.49177344757,4,4,0,4,1.0,1.0,0.5,0.5
s_v_sugar_mills_ltd_tamil_nadu_kancheepuram_45__unit_01,Tamil_Nadu,45.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,17059.6709379028,4264.9177344757,4,4,0,4,1.0,1.0,0.5,0.5
saastha_energy_p_ltd_tamil_nadu_n_a_2__unit_01,Tamil_Nadu,2.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,758.2075972401244,189.5518993100311,4,4,0,4,1.0,1.0,0.5,0.5
sakti_sugars_ltd_tamil_nadu_erode_24_5__unit_01,Tamil_Nadu,24.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,9288.043066191523,2322.010766547881,4,4,0,4,1.0,1.0,0.5,0.5
sakti_sugars_ltd_tamil_nadu_sivaganga_35__unit_01,Tamil_Nadu,35.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,13268.632951702177,3317.158237925544,4,4,0,4,1.0,1.0,0.5,0.5
shakti_sugars_ltd_tamil_nadu_erode_32__unit_01,Tamil_Nadu,32.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,12131.32155584199,3032.8303889604977,4,4,0,4,1.0,1.0,0.5,0.5
shriraam_city_union_finance_ltd_tamil_nadu_thanjavur_7_5__unit_01,Tamil_Nadu,7.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,2843.2784896504663,710.8196224126166,4,4,0,4,1.0,1.0,0.5,0.5
shriram_investments_ltd_tamil_nadu_dindigul_7_5__unit_01,Tamil_Nadu,7.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,2843.2784896504663,710.8196224126166,4,4,0,4,1.0,1.0,0.5,0.5
sripathi_paper_board_p_ltd_tamil_nadu_virudhunagar_4_95_09_03_20__unit_01,Tamil_Nadu,4.95,0.5,0.6,0.0,inf,bio_power,4512.5,True,1876.563803169308,469.140950792327,4,4,0,4,1.0,1.0,0.5,0.5
subashri_bio_energy_p_ltd_tamil_nadu_namakkal_2_5__unit_01,Tamil_Nadu,2.5,0.5,0.6,0.0,inf,bio_power,4512.5,True,947.7594965501555,236.93987413753888,4,4,0,4,1.0,1.0,0.5,0.5
subramania_siva_co_op_sugar_mills_tamil_nadu_dharmapuri_5__unit_01,Tamil_Nadu,5.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,1895.518993100311,473.87974827507776,4,4,0,4,1.0,1.0,0.5,0.5
synergy_sakthi_renewable_energy_ltd_tamil_nadu_dharmapuri_10__unit_01,Tamil_Nadu,10.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3791.037986200622,947.7594965501555,4,4,0,4,1.0,1.0,0.5,0.5
tcp_ltd_tamil_nadu_sivaganga_9__unit_01,Tamil_Nadu,9.0,0.5,0.6,0.0,inf,bio_power,4512.5,True,3411.93418758056,852.98354689514,4,4,0,4,1.0,1.0,0.5,0.5
terra_energy_ltd_tamil_nadu_cuddalore_18_68__unit_01,Tamil_Nadu,18.68,0.5,0.6,0.0,inf,bio_power,4512.5,True,7081.658958222762,1770.4147395556904,4,4,0,4,1.0,1.0,0.5,0.5
terra_energy_ltd_tamil_nadu_thanjavur_28_42__unit_01,Tamil_Nadu,28.42,0.5,0.6,0.0,inf,bio_power,4512.5,True,10774.129956782168,2693.532489195542,4,4,0,4,1.0,1.0,0.5,0.5
kudankulam_atomic_power_project__unit_01,Tamil_Nadu,1000.0,0.6120077448977017,0.6120077448977017,,inf,nuclear,800.0,False,0.0,0.0,0,0,1,0,,,,
kudankulam_atomic_power_project__unit_02,Tamil_Nadu,1000.0,0.6120077448977017,0.6120077448977017,,inf,nuclear,800.0,False,0.0,0.0,0,0,1,0,,,,
madras_atomic_power_station__unit_01,Tamil_Nadu,220.0,0.6120077448977017,0.6120077448977017,,inf,nuclear,800.0,False,0.0,0.0,0,0,1,0,,,,
madras_atomic_power_station__unit_02,Tamil_Nadu,220.0,0.6120077448977017,0.6120077448977017,,inf,nuclear,800.0,False,0.0,0.0,0,0,1,0,,,,
aliyar_mini_hydel_project__unit_01,Tamil_Nadu,1.25,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
aliyar_mini_hydel_project__unit_02,Tamil_Nadu,1.25,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
amaravathi_small_hydro_project__unit_01,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
amaravathi_small_hydro_project__unit_02,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
bhavani_barrage_i_small_hydro_electric_project__unit_01,Tamil_Nadu,5.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
bhavani_barrage_i_small_hydro_electric_project__unit_02,Tamil_Nadu,5.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
bhavani_barrage_ii_small_hydro_electric_project__unit_01,Tamil_Nadu,5.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
bhavani_barrage_ii_small_hydro_electric_project__unit_02,Tamil_Nadu,5.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
lower_bhavani_micro_hydel_project__unit_04,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
lower_bhavani_micro_hydel_project__unit_03,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
lower_bhavani_micro_hydel_project__unit_02,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
lower_bhavani_micro_hydel_project__unit_01,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
lower_bhavani_right_bank_canal_project__unit_01,Tamil_Nadu,4.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
lower_bhavani_right_bank_canal_project__unit_02,Tamil_Nadu,4.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
maravakandy_small_hydro_project__unit_01,Tamil_Nadu,0.75,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
mukurthy_small_hydro_project__unit_01,Tamil_Nadu,0.35,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
mukurthy_small_hydro_project__unit_02,Tamil_Nadu,0.35,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_i_hydro_project__unit_01,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_i_hydro_project__unit_02,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_ii_hydro_project__unit_01,Tamil_Nadu,1.25,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_ii_hydro_project__unit_02,Tamil_Nadu,1.25,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_iii_hydro_project__unit_01,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_iii_hydro_project__unit_02,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_iv_hydro_project__unit_01,Tamil_Nadu,1.25,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
periyar_vaigai_mini_iv_hydro_project__unit_02,Tamil_Nadu,1.25,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
perunchani_small_hydro_project__unit_01,Tamil_Nadu,0.65,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
perunchani_small_hydro_project__unit_02,Tamil_Nadu,0.65,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
punachi_small_hydro_project__unit_01,Tamil_Nadu,1.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
punachi_small_hydro_project__unit_02,Tamil_Nadu,1.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
pykara_micro_power_house__unit_01,Tamil_Nadu,2.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
sathanur_small_hydro_project__unit_01,Tamil_Nadu,7.5,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
servalar_small_hydro_project__unit_01,Tamil_Nadu,20.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
sholayar_ii_power_house__unit_01,Tamil_Nadu,25.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
tamil_nadu_small_hydro_project_bunched__aggregate_01,Tamil_Nadu,0.35,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
thirumurthy_mini_hydel_project__unit_01,Tamil_Nadu,0.65,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
thirumurthy_mini_hydel_project__unit_02,Tamil_Nadu,0.65,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
thirumurthy_mini_hydel_project__unit_03,Tamil_Nadu,0.65,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
vaigai_hydro_power_project__unit_01,Tamil_Nadu,3.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
vaigai_hydro_power_project__unit_02,Tamil_Nadu,3.0,0.0,1.0,,inf,small_hydro,0.0,False,0.0,0.0,0,0,1,0,,,,
STOA_MTOA_import,Tamil_Nadu,6727.0,0.0,1.0,,17752000.0,market_import,6500.0,False,0.0,0.0,0,0,1,0,,,,
unserved_energy,Tamil_Nadu,100000.0,0.0,1.0,,inf,unserved_energy,100000.0,False,0.0,0.0,0,0,1,0,,,,
