,Tamil_Nadu_demand
1864,17324.55
1865,17264.41
1866,17635.33
1867,18283.78
1868,17749.46
1869,17640.29
1870,18032.94
1871,17420.54
1872,16685.34
1873,15885.42
1874,15546.71
1875,15169.97
1876,15152.41
1877,15343.64
1878,15698.6
1879,16999.88
1880,16908.82
1881,17226.9
1882,17462.37
1883,17495.42
1884,17162.63
1885,17018.69
1886,17262.6
1887,17813.95
1888,18230.7
1889,18940.23
1890,18255.92
1891,18491.48
1892,18165.41
1893,18159.04
1894,18504.3
1895,17905.9
1896,17104.22
1897,16473.09
1898,16110.22
1899,15573.36
1900,15578.13
1901,15733.85
1902,16019.32
1903,17641.55
1904,17270.25
1905,17422.32
1906,17065.07
1907,17352.61
1908,17143.94
1909,16584.22
1910,16858.96
1911,17672.54
1912,18072.14
1913,18538.39
1914,18455.88
1915,19095.24
1916,18633.18
1917,18477.42
1918,18855.75
1919,18271.45
1920,17591.72
1921,16859.2
1922,16439.85
1923,16068.16
1924,15968.82
1925,16126.6
1926,16448.44
1927,17675.06
1928,17371.15
1929,17456.61
1930,17817.7
1931,18198.76
1932,18085.04
1933,17430.88
1934,17625.43
1935,18769.61
1936,19174.92
1937,19561.54
1938,19052.91
1939,19321.22
1940,18702.21
1941,18789.63
1942,18389.4
1943,17983.22
1944,17358.45
1945,16746.61
1946,16253.3
1947,16062.24
1948,15765.3
1949,15846.18
1950,16079.08
1951,17136.71
1952,16972.41
1953,17464.71
1954,15885.89
1955,16077.08
1956,15492.38
1957,15449.51
1958,15039.57
1959,16261.19
1960,16934.03
1961,17116.04
1962,18092.86
1963,18663.42
1964,18431.1
1965,18109.17
1966,18380.67
1967,18123.03
1968,17238.82
1969,16911.74
1970,16483.24
1971,16145.81
1972,15828.41
1973,15729.91
1974,15607.08
1975,15753.12
1976,15393.36
1977,15863.3
1978,15794.38
1979,16070.36
1980,15934.38
1981,15808.19
1982,16115.96
1983,16291.39
1984,16352.93
1985,15701.58
1986,15537.18
1987,15719.02
1988,15145.12
1989,15395.7
1990,15227.07
1991,15030.82
1992,14340.6
1993,13773.83
1994,13449.15
1995,13235.56
1996,13272.04
1997,13242.54
1998,13886.41
1999,15663.59
2000,15878.81
2001,16000.08
2002,16268.48
2003,16384.22
2004,16601.43
2005,16259.33
2006,16401.88
2007,17012.54
2008,17127.41
2009,17694.74
2010,17221.89
2011,17971.77
2012,17495.08
2013,17273.22
2014,17431.75
2015,16973.43
2016,16055.93
2017,15529.66
2018,14670.91
2019,14432.6
2020,14403.31
2021,14448.93
2022,15326.97
2023,16819.03
2024,16558.44
2025,16595.61
2026,16677.42
2027,16700.62
2028,16114.28
2029,16056.96
2030,15861.44
2031,16419.85
2032,17049.65
2033,17178.95
2034,17733.29
2035,18261.09
2036,17713.88
2037,17554.85
2038,17821.81
2039,17352.99
2040,16431.38
2041,15912.25
2042,15534.88
2043,15340.11
2044,15193.58
2045,15484.78
2046,16285.69
2047,17343.66
2048,17582.17
2049,17397.66
2050,17605.37
2051,17034.71
2052,17527.43
2053,17149.19
2054,16813.75
2055,17972.37
2056,17517.26
2057,18034.96
2058,17630.61
2059,18127.64
2060,17580.03
2061,17247.88
2062,17675.79
2063,17214.13
2064,16466.21
2065,16089.34
2066,15695.99
2067,15166.15
2068,15196.6
2069,15297.1
2070,16022.37
2071,17415.1
2072,17343.95
2073,17532.96
2074,17292.94
2075,17453.12
2076,16972.43
2077,16831.2
2078,16735.28
2079,17713.69
2080,18281.96
2081,18036.95
2082,18072.55
2083,18494.35
2084,18073.76
2085,17919.17
2086,18188.44
2087,17790.14
2088,16903.24
2089,16280.77
2090,15902.11
2091,15469.0
2092,15398.21
2093,15768.65
2094,16129.06
2095,17587.13
2096,17235.02
2097,17314.54
2098,17613.28
2099,17675.49
2100,17595.84
2101,17193.84
2102,17176.26
2103,18067.29
2104,18824.39
2105,18476.7
2106,18259.55
2107,18713.84
2108,18100.13
2109,18170.46
2110,18394.43
2111,17996.67
2112,17022.13
2113,16650.54
2114,16219.21
2115,16103.05
2116,16089.41
2117,16108.96
2118,16232.48
2119,17169.11
2120,17062.49
2121,17427.17
2122,17898.65
2123,17945.48
2124,18011.56
2125,17897.99
2126,18026.9
2127,18560.35
2128,19034.47
2129,18527.61
2130,18307.39
2131,18410.38
2132,17815.19
2133,17725.22
2134,17924.88
2135,17734.58
2136,16973.54
2137,16556.55
2138,16136.18
2139,15658.12
2140,15368.09
2141,15369.05
2142,15308.86
2143,15724.42
2144,15591.37
2145,15666.31
2146,15427.35
2147,15338.88
2148,15195.92
2149,15121.26
2150,15515.55
2151,15988.01
2152,16723.13
2153,16163.81
2154,16277.8
2155,16635.74
2156,16610.65
2157,16250.5
2158,17183.11
2159,16874.17
2160,16331.23
2161,15741.07
2162,15367.42
2163,15054.98
2164,14870.59
2165,15031.46
2166,15352.8
2167,16945.83
2168,16844.23
2169,16959.19
2170,17635.97
2171,17773.29
2172,17790.73
2173,17618.26
2174,17433.49
2175,18498.4
2176,18751.06
2177,19070.46
2178,18132.01
2179,18580.85
2180,17944.42
2181,18046.86
2182,18503.42
2183,17922.81
2184,17365.06
2185,16681.31
2186,16261.57
2187,15906.26
2188,15776.84
2189,15802.49
2190,15942.04
2191,17461.47
2192,17317.89
2193,17485.05
2194,18132.41
2195,18123.6
2196,18055.5
2197,17814.73
2198,17545.36
2199,18418.8
2200,18771.76
2201,19018.46
2202,18404.93
2203,18488.35
2204,18067.83
2205,17939.63
2206,18457.44
2207,18131.93
2208,17258.38
2209,16810.23
2210,16112.01
2211,15776.14
2212,15808.59
2213,15819.78
2214,16021.26
2215,17454.22
2216,17017.17
2217,17393.7
2218,17788.71
2219,17762.14
2220,17909.74
2221,17833.38
2222,17733.16
2223,18488.85
2224,18773.71
2225,18367.46
2226,17827.89
2227,17873.3
2228,17251.34
2229,17073.09
2230,17520.81
2231,17128.38
2232,16207.78
2233,16009.28
2234,15450.86
2235,15246.23
2236,15216.87
2237,15034.07
2238,15177.64
2239,17038.57
2240,17244.85
2241,17662.31
2242,17832.22
2243,17597.58
2244,17610.17
2245,17206.41
2246,17056.97
2247,17944.98
2248,18414.58
2249,17911.39
2250,17901.92
2251,18159.04
2252,17652.39
2253,17497.16
2254,17728.56
2255,17393.9
2256,16618.24
2257,16048.66
2258,15728.32
2259,15476.21
2260,15100.86
2261,15424.32
2262,15762.37
2263,17381.84
2264,17239.96
2265,17670.66
2266,17566.72
2267,17875.99
2268,17920.88
2269,17640.41
2270,17466.48
2271,18068.04
2272,18653.98
2273,18417.06
2274,18222.47
2275,18340.24
2276,17845.33
2277,17740.77
2278,17952.08
2279,17693.84
2280,17056.06
2281,16500.66
2282,15904.34
2283,15470.54
2284,15583.15
2285,15503.04
2286,15838.76
2287,16972.78
2288,17228.1
2289,17777.95
2290,18044.11
2291,17926.18
2292,17674.03
2293,17463.97
2294,17282.56
2295,18035.13
2296,18613.16
2297,18134.51
2298,18140.51
2299,18087.02
2300,17632.4
2301,17558.95
2302,17702.05
2303,17449.68
2304,16909.34
2305,16460.78
2306,15909.35
2307,15510.35
2308,15386.76
2309,15571.59
2310,15199.05
2311,15757.61
2312,15316.87
2313,16242.77
2314,16115.94
2315,16425.32
2316,16348.8
2317,16150.45
2318,15893.0
2319,16409.97
2320,16768.5
2321,16257.34
2322,16103.47
2323,16238.05
2324,15983.96
2325,16183.22
2326,16930.62
2327,16701.87
2328,16050.14
2329,15429.2
2330,14965.65
2331,14800.04
2332,14599.23
2333,14943.5
2334,15272.56
2335,16860.09
2336,16828.35
2337,17549.09
2338,18520.91
2339,18709.42
2340,18533.29
2341,18400.13
2342,18147.17
2343,18955.52
2344,19305.79
2345,19106.02
2346,18754.55
2347,18793.39
2348,17884.13
2349,17983.05
2350,19011.71
2351,18593.3
2352,17780.05
2353,17413.97
2354,16920.13
2355,16517.52
2356,16328.99
2357,16335.25
2358,16432.3
2359,17984.3
2360,17659.06
2361,18464.93
2362,18128.39
2363,18202.71
2364,16580.08
2365,18055.38
2366,17919.28
2367,15745.81
2368,18612.62
2369,18343.07
2370,18736.11
2371,19000.23
2372,17644.82
2373,18130.27
2374,18454.69
2375,18123.12
2376,17422.53
2377,17076.19
2378,16522.88
2379,16329.79
2380,16136.74
2381,16199.13
2382,16449.67
2383,17958.21
2384,17457.36
2385,18151.73
2386,18905.88
2387,18803.94
2388,19081.34
2389,18602.73
2390,18687.31
2391,19503.75
2392,19744.04
2393,19565.43
2394,19396.96
2395,19527.69
2396,18943.99
2397,18854.13
2398,19217.91
2399,18850.89
2400,17946.46
2401,17344.29
2402,17011.61
2403,16771.49
2404,16508.85
2405,16662.66
2406,16789.53
2407,18218.26
2408,17567.01
2409,18258.54
2410,18341.35
2411,18195.12
2412,18063.5
2413,17522.14
2414,17704.35
2415,18442.04
2416,19041.93
2417,18825.0
2418,18737.97
2419,18865.48
2420,18059.11
2421,18268.48
2422,18917.76
2423,18638.19
2424,17999.03
2425,17353.32
2426,16886.94
2427,16550.39
2428,16339.22
2429,16395.89
2430,16623.53
2431,18097.68
2432,17754.02
2433,18043.87
2434,18158.51
2435,18536.03
2436,18379.76
2437,18562.47
2438,18350.92
2439,19185.06
2440,19987.33
2441,19789.59
2442,19305.63
2443,19137.43
2444,18414.63
2445,18501.26
2446,18704.48
2447,18035.62
2448,17375.0
2449,16920.5
2450,16453.87
2451,16055.78
2452,15929.09
2453,15812.6
2454,16079.09
2455,16877.29
2456,16662.76
2457,17875.74
2458,18268.21
2459,18334.5
2460,18664.78
2461,18450.95
2462,18271.03
2463,18861.64
2464,19532.52
2465,18830.39
2466,18182.36
2467,17981.7
2468,17505.59
2469,17581.04
2470,17912.74
2471,17751.31
2472,17547.94
2473,16865.52
2474,16540.31
2475,16215.97
2476,16025.94
2477,15439.65
2478,15474.04
2479,15876.28
2480,15468.15
2481,15782.04
2482,15841.07
2483,15928.26
2484,15858.67
2485,15953.21
2486,15881.72
2487,16518.46
2488,16500.72
2489,16290.79
2490,15810.15
2491,15443.32
2492,15166.38
2493,15382.82
2494,15975.15
2495,15906.4
2496,15305.63
2497,14891.45
2498,14444.69
2499,14368.65
2500,14149.15
2501,14417.16
2502,14451.18
2503,16191.08
2504,16021.96
2505,16527.9
2506,17060.51
2507,17978.11
2508,17957.68
2509,17800.29
2510,17675.38
2511,18357.73
2512,18852.96
2513,19058.44
2514,18569.37
2515,18617.79
2516,17751.02
2517,18065.51
2518,18072.5
2519,17757.21
2520,16842.77
2521,16385.08
2522,16078.42
2523,15836.28
2524,15816.33
2525,15779.15
2526,16142.13
2527,17686.76
2528,17378.16
2529,17683.22
2530,17433.89
2531,17903.89
2532,17842.67
2533,17904.92
2534,13359.06
2535,17151.78
2536,18505.05
2537,18444.73
2538,18191.86
2539,18798.8
2540,18250.55
2541,18370.71
2542,18097.55
2543,18278.31
2544,17441.43
2545,17094.59
2546,16562.75
2547,16092.65
2548,15863.6
2549,15853.42
2550,16253.51
2551,17869.75
2552,17749.55
2553,18302.9
2554,18618.38
2555,18534.45
2556,18452.48
2557,18103.82
2558,17838.28
2559,18627.62
2560,18915.53
2561,18501.06
2562,18116.86
2563,18230.05
2564,17892.2
2565,18077.05
2566,18377.39
2567,17922.58
2568,16836.54
2569,16123.98
2570,15683.94
2571,15309.58
2572,15182.82
2573,15397.91
2574,15727.73
2575,17212.51
2576,16984.49
2577,17240.28
2578,17589.87
2579,17577.6
2580,17289.22
2581,17282.68
2582,16872.85
2583,17793.76
2584,18453.84
2585,18260.03
2586,18202.36
2587,18317.66
2588,17890.78
2589,17689.45
2590,17965.59
2591,17404.51
2592,16465.77
2593,16007.44
2594,15668.77
2595,15167.98
2596,14848.2
2597,15044.1
2598,15392.27
2599,16900.26
2600,17267.74
2601,17482.67
2602,17563.96
2603,17423.62
2604,17212.25
2605,17008.16
2606,16856.66
2607,17640.91
2608,17908.53
2609,17922.97
2610,17722.37
2611,17913.53
2612,17435.6
2613,17405.73
2614,17436.86
2615,17061.1
2616,15735.91
2617,15214.54
2618,14899.17
2619,14690.21
2620,14330.71
2621,14407.85
2622,14940.18
2623,16181.1
2624,16490.42
2625,17035.04
2626,15765.91
2627,15193.07
2628,14839.4
2629,14887.55
2630,15049.8
2631,15724.88
2632,16159.59
2633,16558.04
2634,16785.1
2635,17000.0
2636,16461.68
2637,16225.0
2638,16237.72
2639,15631.07
2640,15111.71
2641,14613.61
2642,14108.12
2643,14041.03
2644,13798.28
2645,13537.83
2646,13762.75
2647,14368.41
2648,13927.62
2649,14772.4
2650,14887.58
2651,14796.01
2652,14673.43
2653,14692.73
2654,14489.5
2655,14541.59
2656,14744.68
2657,14383.74
2658,14245.79
2659,14667.05
2660,14222.96
2661,14304.85
2662,14424.75
2663,14175.47
2664,13355.89
2665,12991.21
2666,12633.52
2667,12552.19
2668,12631.49
2669,12969.21
2670,13669.75
2671,15545.87
2672,15707.78
2673,16226.3
2674,16502.69
2675,16636.04
2676,16184.37
2677,16086.14
2678,16511.54
2679,16594.08
2680,16641.13
2681,16815.2
2682,16447.97
2683,16688.64
2684,15712.07
2685,15840.97
2686,15897.29
2687,15170.81
2688,14462.89
2689,14127.05
2690,13730.63
2691,13565.06
2692,13420.36
2693,13817.78
2694,14345.71
2695,16188.75
2696,16421.54
2697,16496.5
2698,15986.13
2699,15776.6
2700,15643.05
2701,15281.17
2702,15419.5
2703,16282.36
2704,16295.81
2705,16359.84
2706,16697.73
2707,17049.07
2708,16590.98
2709,16198.15
2710,15981.0
2711,15461.43
2712,14780.87
2713,14401.48
2714,14011.34
2715,13839.03
2716,13712.37
2717,13943.69
2718,14650.98
2719,16231.5
2720,16350.35
2721,16610.66
2722,16732.43
2723,16109.77
2724,16137.09
2725,15786.92
2726,15561.77
2727,16097.06
2728,16841.67
2729,17144.27
2730,17110.78
2731,17510.06
2732,16697.63
2733,16289.0
2734,16249.38
2735,15558.89
2736,14721.51
2737,14350.79
2738,14071.98
2739,13867.78
2740,13837.66
2741,14291.15
2742,15126.45
2743,16543.68
2744,16488.64
2745,16672.78
2746,16907.74
2747,16827.02
2748,16475.07
2749,16358.43
2750,16492.86
2751,16901.01
2752,16893.77
2753,17191.47
2754,16530.35
2755,16984.6
2756,16630.04
2757,16352.24
2758,16288.48
2759,15643.22
2760,14902.03
2761,14469.74
2762,14087.87
2763,13906.35
2764,13775.36
2765,13785.87
2766,14578.47
2767,16296.72
2768,16724.4
2769,16531.35
2770,17095.1
2771,16477.18
2772,16654.82
2773,15949.45
2774,16065.97
2775,16609.78
2776,17011.1
2777,16716.13
2778,16590.39
2779,17189.89
2780,16681.97
2781,16484.23
2782,16246.53
2783,15804.65
2784,15097.21
2785,14613.09
2786,14213.42
2787,13915.73
2788,14002.43
2789,14083.09
2790,14377.76
2791,16009.97
2792,16042.28
2793,16954.99
2794,17447.26
2795,17457.12
2796,17159.3
2797,16971.1
2798,16830.32
2799,17328.55
2800,17395.76
2801,17042.96
2802,16331.35
2803,16957.29
2804,16220.02
2805,15961.74
2806,15154.5
2807,15309.14
2808,15132.78
2809,14518.4
2810,14313.95
2811,14376.59
2812,14041.39
2813,13962.64
2814,14129.21
2815,14765.19
2816,14612.68
2817,14731.53
2818,15184.34
2819,15078.25
2820,14125.92
2821,14134.09
2822,13853.58
2823,14017.53
2824,14214.97
2825,14125.31
2826,14583.93
2827,15424.97
2828,15438.82
2829,15776.54
2830,15851.06
2831,15787.74
2832,15139.24
2833,14779.49
2834,14381.17
2835,13936.02
2836,13630.75
2837,14034.27
2838,14736.81
2839,16413.52
2840,16702.7
2841,16711.53
2842,17150.55
2843,17163.68
2844,17373.22
2845,17137.08
2846,17014.13
2847,17456.63
2848,17832.49
2849,17976.11
2850,17874.87
2851,18544.29
2852,17896.24
2853,17747.53
2854,17862.06
2855,17472.06
2856,16755.72
2857,16138.63
2858,15645.42
2859,15300.67
2860,15250.64
2861,15338.5
2862,15649.94
2863,17352.41
2864,17326.81
2865,17574.91
2866,17735.69
2867,17552.24
2868,17082.99
2869,15116.52
2870,15605.21
2871,17046.72
2872,17754.78
2873,18488.81
2874,18588.74
2875,18481.3
2876,18070.03
2877,18025.65
2878,18408.65
2879,18026.88
2880,17149.63
2881,16529.89
2882,16078.31
2883,15935.07
2884,15783.68
2885,15952.28
2886,16186.79
2887,17640.86
2888,17396.29
2889,17738.31
2890,18407.34
2891,18819.08
2892,17412.9
2893,17745.55
2894,17664.86
2895,18305.29
2896,18689.73
2897,19600.5
2898,18937.69
2899,19126.56
2900,18730.85
2901,18639.05
2902,18806.64
2903,17710.65
2904,17505.8
2905,17114.6
2906,16661.22
2907,16264.15
2908,16172.88
2909,16237.41
2910,16614.4
2911,17816.85
2912,17573.29
2913,17960.42
2914,18433.89
2915,18673.87
2916,18635.44
2917,18562.56
2918,18398.36
2919,18903.03
2920,19172.13
2921,18829.04
2922,18533.24
2923,18794.92
2924,18429.84
2925,18232.83
2926,18461.84
2927,18003.3
2928,17238.84
2929,16761.31
2930,16389.72
2931,16096.72
2932,15859.42
2933,16121.54
2934,16258.68
2935,17732.26
2936,17655.94
2937,17755.4
2938,18527.96
2939,18233.55
2940,18269.96
2941,17701.45
2942,17841.05
2943,18754.71
2944,18805.55
2945,18519.02
2946,18262.3
2947,18465.87
2948,17977.8
2949,17896.62
2950,18263.09
2951,17896.22
2952,17054.89
2953,16479.79
2954,16154.32
2955,15651.56
2956,15448.04
2957,15356.83
2958,15483.32
2959,16438.55
2960,16613.53
2961,16909.62
2962,16687.21
2963,16499.93
2964,16629.78
2965,16717.72
2966,15228.6
2967,17460.3
2968,17819.88
2969,17987.24
2970,17704.75
2971,17633.96
2972,16873.19
2973,16623.88
2974,17081.47
2975,16709.98
2976,16027.18
2977,15577.8
2978,15165.06
2979,14886.82
2980,14738.03
2981,14711.02
2982,14587.99
2983,14594.4
2984,14405.75
2985,14419.21
2986,14317.78
2987,14193.03
2988,14265.43
2989,14289.55
2990,13910.46
2991,14329.16
2992,14440.82
2993,14419.79
2994,14261.69
2995,14669.67
2996,14403.71
2997,14611.19
2998,14855.63
2999,14424.02
3000,13827.47
3001,13211.15
3002,12808.99
3003,12951.97
3004,12123.44
3005,12354.26
3006,12855.8
3007,14640.07
3008,14809.75
3009,14963.14
3010,15625.38
3011,16579.03
3012,16526.94
3013,16124.03
3014,16055.21
3015,16469.74
3016,16786.07
3017,16001.86
3018,16566.09
3019,16874.09
3020,16122.79
3021,16317.64
3022,16358.25
3023,15678.38
3024,14857.14
3025,14397.15
3026,14003.34
3027,12491.42
3028,12007.26
3029,12589.65
3030,12966.48
3031,14235.59
3032,14858.65
3033,14051.92
3034,13615.38
3035,13425.75
3036,15662.69
3037,15533.38
3038,15282.65
3039,15915.04
3040,16513.37
3041,16772.58
3042,16469.82
3043,17142.26
3044,16336.99
3045,16268.43
3046,16319.01
3047,15685.42
3048,14877.09
3049,14257.22
3050,13884.89
3051,13666.9
3052,13621.43
3053,13635.27
3054,14244.1
3055,15518.67
3056,15308.96
3057,15247.43
3058,15523.66
3059,15632.58
3060,15616.08
3061,15348.66
3062,15331.29
3063,15915.29
3064,16563.24
3065,16990.05
3066,16727.81
3067,17171.96
3068,16662.92
3069,16659.05
3070,16852.23
3071,16285.59
3072,15284.32
3073,14802.12
3074,14367.44
3075,13954.86
3076,13840.71
3077,14066.94
3078,14591.57
3079,16064.83
3080,15686.68
3081,16079.17
3082,16318.01
3083,16476.34
3084,16464.14
3085,15843.3
3086,15921.09
3087,16843.0
3088,17028.17
3089,17576.63
3090,17349.64
3091,17894.71
3092,17407.65
3093,17309.04
3094,17484.67
3095,17101.49
3096,15890.93
3097,15360.61
3098,14848.34
3099,14478.95
3100,14357.0
3101,14674.99
3102,15156.76
3103,16637.29
3104,16464.75
3105,16669.27
3106,16911.33
3107,17064.46
3108,16880.74
3109,15979.84
3110,16069.24
3111,16967.49
3112,17285.03
3113,17374.55
3114,16974.44
3115,17313.87
3116,16969.55
3117,16753.56
3118,16763.49
3119,16249.13
3120,15598.18
3121,15132.63
3122,14782.81
3123,14614.4
3124,14443.77
3125,14422.01
3126,14541.97
3127,15195.51
3128,15446.61
3129,15601.89
3130,16266.42
3131,16398.35
3132,15909.44
3133,15090.41
3134,15525.71
3135,16349.28
3136,16240.36
3137,16107.35
3138,15783.33
3139,16285.0
3140,15737.56
3141,15599.34
3142,15560.48
3143,15012.08
3144,14562.73
3145,14323.92
3146,14020.44
3147,13663.87
3148,13569.29
3149,13595.3
3150,13554.29
3151,13895.22
3152,13978.43
3153,13991.13
3154,13986.08
3155,14001.77
3156,13966.63
3157,14039.26
3158,14050.36
3159,13342.14
3160,13508.5
3161,13325.89
3162,13519.98
3163,13616.02
3164,13505.62
3165,13574.33
3166,13564.54
3167,13089.56
3168,12495.72
3169,12120.44
3170,11790.07
3171,11667.01
3172,11590.12
3173,11653.67
3174,12247.45
3175,13955.43
3176,14366.59
3177,14060.87
3178,14480.19
3179,14755.68
3180,14606.48
3181,14593.89
3182,14479.64
3183,14908.65
3184,15263.16
3185,15453.72
3186,15183.83
3187,15796.76
3188,15532.91
3189,15146.09
3190,15155.33
3191,14423.8
3192,13604.65
3193,13343.47
3194,13024.12
3195,12597.74
3196,12536.61
3197,12914.62
3198,13494.58
3199,15266.07
3200,15135.97
3201,15127.53
3202,15082.27
3203,15186.88
3204,14990.76
3205,14921.94
3206,14572.8
3207,14689.69
3208,15256.97
3209,15314.73
3210,15686.55
3211,16188.95
3212,15710.76
3213,15327.55
3214,14923.23
3215,14371.62
3216,13708.74
3217,13379.05
3218,13007.96
3219,12791.47
3220,12797.56
3221,12863.24
3222,13528.66
3223,15174.56
3224,15410.42
3225,15163.81
3226,14939.64
3227,15086.82
3228,14628.94
3229,14891.4
3230,14183.18
3231,14482.23
3232,14919.15
3233,15221.56
3234,15555.92
3235,15898.44
3236,15431.1
3237,15139.38
3238,14798.03
3239,14194.98
3240,13521.15
3241,13300.62
3242,12959.83
3243,12848.3
3244,12833.8
3245,12997.42
3246,13587.46
3247,15290.9
3248,15318.44
3249,15273.37
3250,14999.79
3251,14637.33
3252,14762.5
3253,14612.26
3254,14441.23
3255,14876.64
3256,15325.38
3257,15562.7
3258,15757.36
3259,16247.53
3260,15898.68
3261,15417.5
3262,15170.15
3263,14643.34
3264,14250.1
3265,13827.29
3266,13461.88
3267,13111.32
3268,12733.77
3269,12943.21
3270,13294.35
3271,14004.32
3272,13747.77
3273,13208.34
3274,13560.75
3275,12985.32
3276,13200.69
3277,13186.03
3278,11623.45
3279,12810.03
3280,12932.12
3281,13500.0
3282,13248.99
3283,13868.78
3284,13474.11
3285,13239.96
3286,13311.48
3287,12947.27
3288,12380.51
3289,11994.2
3290,11598.73
3291,11493.1
3292,11388.21
3293,11634.01
3294,12023.63
3295,13259.36
3296,13873.04
3297,14739.43
3298,15533.77
3299,15588.68
3300,15481.07
3301,15060.95
3302,15015.91
3303,15373.36
3304,15513.95
3305,15769.41
3306,15124.14
3307,15268.41
3308,14789.65
3309,13711.66
3310,13635.46
3311,12958.08
3312,13257.12
3313,12824.87
3314,12629.54
3315,12237.37
3316,12230.6
3317,12255.43
3318,12730.94
3319,13322.4
3320,13503.75
3321,13523.62
3322,13804.09
3323,13786.07
3324,13490.52
3325,13578.75
3326,13160.96
3327,13135.44
3328,13409.9
3329,13380.52
3330,13028.25
3331,13196.53
3332,13092.51
3333,13094.07
3334,13060.45
3335,12578.49
3336,11992.56
3337,11685.53
3338,11467.05
3339,11297.07
3340,11097.78
3341,11590.8
3342,12303.25
3343,14491.64
3344,14513.57
3345,14614.23
3346,15073.74
3347,15128.74
3348,14673.29
3349,15102.03
3350,15100.71
3351,15543.69
3352,16112.55
3353,16865.37
3354,15698.24
3355,15946.83
3356,15472.88
3357,15195.42
3358,15056.98
3359,14419.5
3360,13715.87
3361,12564.28
3362,12137.46
3363,11950.63
3364,11782.99
3365,12153.24
3366,12916.31
3367,14553.03
3368,15281.99
3369,15080.08
3370,15071.36
3371,14979.91
3372,14746.95
3373,14547.59
3374,14427.39
3375,14778.4
3376,15489.05
3377,15942.63
3378,16544.46
3379,17041.32
3380,16464.54
3381,16186.67
3382,16061.71
3383,15469.33
3384,14867.17
3385,14419.72
3386,14006.53
3387,13708.24
3388,13697.33
3389,13960.5
3390,14433.49
3391,16322.48
3392,16215.24
3393,16256.38
3394,16604.73
3395,16619.02
3396,16409.44
3397,16066.49
3398,15867.98
3399,16671.29
3400,17083.85
3401,17554.92
3402,17330.74
3403,17740.42
3404,17072.65
3405,16914.51
3406,17112.77
3407,16604.66
3408,15856.06
3409,15595.77
3410,15240.2
3411,14998.12
3412,14915.58
3413,14960.79
3414,15311.07
3415,16912.71
3416,16823.63
3417,17144.44
3418,16986.32
3419,17092.11
3420,16853.9
3421,16394.41
3422,16394.92
3423,17099.32
3424,17436.2
3425,17708.23
3426,18076.81
3427,18117.85
3428,17328.93
3429,17252.18
3430,17710.8
3431,17492.61
3432,16644.03
3433,16385.59
3434,16077.29
3435,15760.77
3436,15428.31
3437,15442.95
3438,15927.89
3439,17368.52
3440,17659.88
3441,17862.39
3442,18013.82
3443,17798.27
3444,17286.83
3445,17591.49
3446,17591.49
3447,17442.48
3448,17633.76
3449,17891.73
3450,17631.83
3451,17560.79
3452,16630.0
3453,16612.35
3454,16642.15
3455,16157.04
3456,15351.25
3457,15109.1
3458,14582.33
3459,14137.09
3460,13850.19
3461,13766.23
3462,14309.57
3463,15446.8
3464,15733.05
3465,16415.66
3466,16870.91
3467,17106.71
3468,17042.1
3469,16867.34
3470,16511.1
3471,16871.53
3472,17154.12
3473,17327.55
3474,17156.77
3475,17245.36
3476,16431.84
3477,16057.84
3478,15947.11
3479,15474.99
3480,14872.4
3481,14651.35
3482,14213.27
3483,14005.47
3484,13836.14
3485,13983.42
3486,13872.67
3487,14408.79
3488,14270.51
3489,14412.65
3490,14525.59
3491,14671.84
3492,14657.41
3493,14666.41
3494,14666.41
3495,14666.41
3496,15293.84
3497,15512.84
3498,15006.14
3499,15555.71
3500,15014.7
3501,15034.96
3502,15323.88
3503,15041.11
3504,14435.79
3505,14031.9
3506,13693.96
3507,13427.93
3508,13309.82
3509,13528.03
3510,14080.55
3511,15813.96
3512,15777.08
3513,16267.93
3514,16123.49
3515,16521.94
3516,16265.42
3517,15738.47
3518,15793.95
3519,16637.67
3520,17182.72
3521,17082.73
3522,17447.92
3523,18106.1
3524,17503.64
3525,17279.96
3526,17516.34
3527,17038.77
3528,16186.18
3529,15581.1
3530,14973.85
3531,14661.57
3532,14445.86
3533,14589.48
3534,15343.9
3535,16938.89
3536,16589.26
3537,16697.41
3538,17202.14
3539,17570.5
3540,17475.1
3541,16924.38
3542,16629.04
3543,17346.84
3544,18017.04
3545,17802.74
3546,17531.53
3547,18149.04
3548,17358.2
3549,17154.26
3550,17229.44
3551,16952.07
3552,16413.83
3553,15623.11
3554,15149.31
3555,14790.09
3556,14728.54
3557,15206.24
3558,15129.07
3559,15892.87
3560,15430.19
3561,16008.81
3562,15988.6
3563,16940.56
3564,16940.59
3565,16510.61
3566,16141.22
3567,16549.21
3568,16798.12
3569,15986.8
3570,15803.25
3571,15793.91
3572,15409.5
3573,15479.5
3574,15825.06
3575,15315.62
3576,14705.45
3577,14454.12
3578,14192.77
3579,13840.92
3580,13945.04
3581,13866.35
3582,14162.56
3583,16029.68
3584,16004.37
3585,16507.99
3586,17101.29
3587,17312.91
3588,17093.79
3589,16599.68
3590,16846.31
3591,17188.95
3592,17962.44
3593,17287.85
3594,17269.66
3595,17303.27
3596,16644.9
3597,16376.83
3598,16604.04
3599,16284.98
3600,15418.45
3601,14914.9
3602,14530.91
3603,14227.82
3604,14269.45
3605,14534.8
3606,14900.86
3607,16365.65
3608,16137.0
3609,15856.21
3610,15278.77
3611,17057.65
