date,coal,oil_gas,nuclear,hydro,solar,wind,comparable_total,diesel,other_res,system_plant_generation,market_import,unserved_energy,oil_gas_daily_target_mu,oil_gas_annual_share,oil_gas_target_deviation_mwh,nuclear_target_deviation_mwh,objective,solver_status,termination_condition,runtime_seconds,max_nodal_residual_mw,max_corridor_loading_pct,most_loaded_corridor
2025-07-11,217.25720959808987,3.540000000000002,54.07,28.804563996633085,58.05005980464272,69.77563129063145,431.4974646899971,0.0,0.6938370568236982,432.1913017468209,5.117965925026958,0.0,3.54,0.002851504289339,1.8189894035458565e-12,0.0,833598129.5095242,ok,optimal,10.143482099985704,2.7284841053187847e-12,100.0,chennai_north__chennai_south
