carrier,modeled_gwh,observed_gwh,difference_gwh,difference_pct
coal,217.25720959808987,170.2,47.057209598089884,27.648184252696762
oil_gas,3.540000000000002,3.54,1.7763568394002505e-15,5.017957173447035e-14
nuclear,54.07,54.07,0.0,0.0
hydro,28.804563996633085,22.99,5.814563996633087,25.291709424241354
solar,58.05005980464272,45.82,12.230059804642721,26.691531655702143
wind,69.77563129063145,136.5,-66.72436870936855,-48.8823213988048
comparable_total,431.4974646899971,433.12,-1.6225353100028883,-0.37461565155219995
